Date,SunTrust Robinson Humphrey
2012-04-26,79
2012-04-27,79
2012-04-28,83
2012-04-29,82
2012-04-30,80
2012-05-01,81
2012-05-02,84
2012-05-03,83
2012-05-04,84
2012-05-05,90
2012-05-06,87
2012-05-07,83
2012-05-08,83
2012-05-09,82
2012-05-10,81
2012-05-11,80
2012-05-12,83
2012-05-13,85
2012-05-14,81
2012-05-15,82
2012-05-16,83
2012-05-17,84
2012-05-18,84
2012-05-19,90
2012-05-20,87
2012-05-21,83
2012-05-22,82
2012-05-23,81
2012-05-24,80
2012-05-25,79
2012-05-26,81
2012-05-27,83
2012-05-28,78
2012-05-29,78
2012-05-30,79
2012-05-31,78
2012-06-01,78
2012-06-02,83
2012-06-03,83
2012-06-04,80
2012-06-05,82
2012-06-06,82
2012-06-07,83
2012-06-08,84
2012-06-09,89
2012-06-10,87
2012-06-11,83
2012-06-12,83
2012-06-13,83
2012-06-14,82
2012-06-15,81
2012-06-16,86
2012-06-17,84
2012-06-18,81
2012-06-19,81
2012-06-20,82
2012-06-21,81
2012-06-22,81
2012-06-23,85
2012-06-24,86
2012-06-25,82
2012-06-26,83
2012-06-27,83
2012-06-28,84
2012-06-29,84
2012-06-30,89
2012-07-01,88
2012-07-02,85
2012-07-03,85
2012-07-04,93
2012-07-05,86
2012-07-06,86
2012-07-07,91
2012-07-08,91
2012-07-09,87
2012-07-10,87
2012-07-11,89
2012-07-12,88
2012-07-13,88
2012-07-14,92
2012-07-15,93
2012-07-16,88
2012-07-17,88
2012-07-18,88
2012-07-19,87
2012-07-20,87
2012-07-21,89
2012-07-22,91
2012-07-23,87
2012-07-24,87
2012-07-25,87
2012-07-26,87
2012-07-27,87
2012-07-28,92
2012-07-29,91
2012-07-30,90
2012-07-31,91
2012-08-01,92
2012-08-02,93
2012-08-03,94
2012-08-04,100
2012-08-05,99
2012-08-06,93
2012-08-07,93
2012-08-08,93
2012-08-09,92
2012-08-10,91
2012-08-11,95
2012-08-12,95
2012-08-13,90
2012-08-14,90
2012-08-15,90
2012-08-16,91
2012-08-17,90
2012-08-18,94
2012-08-19,93
2012-08-20,89
2012-08-21,90
2012-08-22,90
2012-08-23,89
2012-08-24,89
2012-08-25,93
2012-08-26,94
2012-08-27,89
2012-08-28,89
2012-08-29,89
2012-08-30,89
2012-08-31,89
2012-09-01,89
2012-09-02,93
2012-09-03,88
2012-09-04,87
2012-09-05,87
2012-09-06,86
2012-09-07,86
2012-09-08,90
2012-09-09,90
2012-09-10,85
2012-09-11,85
2012-09-12,85
2012-09-13,84
2012-09-14,84
2012-09-15,88
2012-09-16,88
2012-09-17,84
2012-09-18,84
2012-09-19,84
2012-09-20,84
2012-09-21,84
2012-09-22,88
2012-09-23,88
2012-09-24,83
2012-09-25,83
2012-09-26,83
2012-09-27,83
2012-09-28,83
2012-09-29,88
2012-09-30,86
2012-10-01,83
2012-10-02,84
2012-10-03,85
2012-10-04,85
2012-10-05,85
2012-10-06,91
2012-10-07,89
2012-10-08,86
2012-10-09,86
2012-10-10,87
2012-10-11,90
2012-10-12,87
2012-10-13,93
2012-10-14,91
2012-10-15,86
2012-10-16,85
2012-10-17,85
2012-10-18,83
2012-10-19,82
2012-10-20,85
2012-10-21,84
2012-10-22,80
2012-10-23,81
2012-10-24,80
2012-10-25,80
2012-10-26,80
2012-10-27,83
2012-10-28,83
2012-10-29,81
2012-10-30,81
2012-10-31,82
2012-11-01,82
2012-11-02,83
2012-11-03,88
2012-11-04,87
2012-11-05,82
2012-11-06,83
2012-11-07,82
2012-11-08,81
2012-11-09,80
2012-11-10,84
2012-11-11,83
2012-11-12,80
2012-11-13,80
2012-11-14,80
2012-11-15,80
2012-11-16,80
2012-11-17,83
2012-11-18,84
2012-11-19,78
2012-11-20,77
2012-11-21,76
2012-11-22,83
2012-11-23,74
2012-11-24,73
2012-11-25,76
2012-11-26,75
2012-11-27,76
2012-11-28,77
2012-11-29,78
2012-11-30,79
2012-12-01,81
2012-12-02,85
2012-12-03,81
2012-12-04,81
2012-12-05,83
2012-12-06,82
2012-12-07,82
2012-12-08,86
2012-12-09,87
2012-12-10,82
2012-12-11,82
2012-12-12,83
2012-12-13,82
2012-12-14,82
2012-12-15,85
2012-12-16,85
2012-12-17,81
2012-12-18,81
2012-12-19,81
2012-12-20,81
2012-12-21,81
2012-12-22,84
2012-12-23,84
2012-12-24,81
2012-12-25,91
2012-12-26,81
2012-12-27,81
2012-12-28,81
2012-12-29,85
2012-12-30,86
2012-12-31,83
2013-01-01,88
2013-01-02,84
2013-01-03,85
2013-01-04,85
2013-01-05,90
2013-01-06,90
2013-01-07,84
2013-01-08,83
2013-01-09,83
2013-01-10,82
2013-01-11,81
2013-01-12,86
2013-01-13,84
2013-01-14,80
2013-01-15,80
2013-01-16,80
2013-01-17,80
2013-01-18,79
2013-01-19,82
2013-01-20,82
2013-01-21,77
2013-01-22,77
2013-01-23,76
2013-01-24,76
2013-01-25,75
2013-01-26,76
2013-01-27,80
2013-01-28,77
2013-01-29,78
2013-01-30,79
2013-01-31,80
2013-02-01,81
2013-02-02,88
2013-02-03,88
2013-02-04,81
2013-02-05,81
2013-02-06,81
2013-02-07,80
2013-02-08,79
2013-02-09,82
2013-02-10,81
2013-02-11,80
2013-02-12,80
2013-02-13,81
2013-02-14,82
2013-02-15,82
2013-02-16,86
2013-02-17,87
2013-02-18,81
2013-02-19,80
2013-02-20,79
2013-02-21,78
2013-02-22,77
2013-02-23,79
2013-02-24,81
2013-02-25,77
2013-02-26,78
2013-02-27,79
2013-02-28,79
2013-03-01,79
2013-03-02,84
2013-03-03,83
2013-03-04,80
2013-03-05,80
2013-03-06,80
2013-03-07,80
2013-03-08,80
2013-03-09,84
2013-03-10,82
2013-03-11,79
2013-03-12,78
2013-03-13,78
2013-03-14,77
2013-03-15,77
2013-03-16,81
2013-03-17,80
2013-03-18,76
2013-03-19,76
2013-03-20,76
2013-03-21,76
2013-03-22,75
2013-03-23,77
2013-03-24,79
2013-03-25,76
2013-03-26,77
2013-03-27,77
2013-03-28,78
2013-03-29,79
2013-03-30,84
2013-03-31,83
2013-04-01,79
2013-04-02,79
2013-04-03,78
2013-04-04,77
2013-04-05,77
2013-04-06,80
2013-04-07,80
2013-04-08,78
2013-04-09,79
2013-04-10,79
2013-04-11,79
2013-04-12,80
2013-04-13,87
2013-04-14,84
2013-04-15,80
2013-04-16,80
2013-04-17,80
2013-04-18,79
2013-04-19,78
2013-04-20,82
2013-04-21,81
2013-04-22,77
2013-04-23,76
2013-04-24,76
2013-04-25,76
2013-04-26,75
2013-04-27,78
2013-04-28,77
2013-04-29,76
2013-04-30,77
2013-05-01,78
2013-05-02,80
2013-05-03,80
2013-05-04,85
2013-05-05,84
2013-05-06,81
2013-05-07,84
2013-05-08,82
2013-05-09,82
2013-05-10,82
2013-05-11,89
2013-05-12,86
2013-05-13,80
2013-05-14,79
2013-05-15,78
2013-05-16,78
2013-05-17,76
2013-05-18,78
2013-05-19,79
2013-05-20,74
2013-05-21,74
2013-05-22,74
2013-05-23,74
2013-05-24,74
2013-05-25,77
2013-05-26,79
2013-05-27,75
2013-05-28,75
2013-05-29,76
2013-05-30,76
2013-05-31,77
2013-06-01,78
2013-06-02,80
2013-06-03,78
2013-06-04,78
2013-06-05,78
2013-06-06,78
2013-06-07,78
2013-06-08,82
2013-06-09,81
2013-06-10,78
2013-06-11,78
2013-06-12,78
2013-06-13,79
2013-06-14,78
2013-06-15,83
2013-06-16,83
2013-06-17,78
2013-06-18,78
2013-06-19,77
2013-06-20,77
2013-06-21,77
2013-06-22,80
2013-06-23,80
2013-06-24,76
2013-06-25,76
2013-06-26,76
2013-06-27,76
2013-06-28,76
2013-06-29,79
2013-06-30,79
2013-07-01,76
2013-07-02,77
2013-07-03,76
2013-07-04,83
2013-07-05,76
2013-07-06,79
2013-07-07,80
2013-07-08,77
2013-07-09,78
2013-07-10,78
2013-07-11,79
2013-07-12,79
2013-07-13,83
2013-07-14,83
2013-07-15,81
2013-07-16,82
2013-07-17,82
2013-07-18,82
2013-07-19,83
2013-07-20,86
2013-07-21,89
2013-07-22,82
2013-07-23,82
2013-07-24,80
2013-07-25,79
2013-07-26,78
2013-07-27,81
2013-07-28,83
2013-07-29,81
2013-07-30,83
2013-07-31,84
2013-08-01,85
2013-08-02,87
2013-08-03,93
2013-08-04,93
2013-08-05,88
2013-08-06,88
2013-08-07,87
2013-08-08,87
2013-08-09,87
2013-08-10,91
2013-08-11,90
2013-08-12,87
2013-08-13,87
2013-08-14,88
2013-08-15,87
2013-08-16,87
2013-08-17,92
2013-08-18,91
2013-08-19,87
2013-08-20,87
2013-08-21,87
2013-08-22,88
2013-08-23,87
2013-08-24,91
2013-08-25,90
2013-08-26,85
2013-08-27,85
2013-08-28,84
2013-08-29,84
2013-08-30,83
2013-08-31,87
2013-09-01,82
2013-09-02,81
2013-09-03,80
2013-09-04,79
2013-09-05,78
2013-09-06,77
2013-09-07,80
2013-09-08,80
2013-09-09,76
2013-09-10,77
2013-09-11,77
2013-09-12,77
2013-09-13,77
2013-09-14,83
2013-09-15,77
2013-09-16,77
2013-09-17,77
2013-09-18,76
2013-09-19,77
2013-09-20,76
2013-09-21,80
2013-09-22,79
2013-09-23,75
2013-09-24,75
2013-09-25,75
2013-09-26,75
2013-09-27,75
2013-09-28,78
2013-09-29,80
2013-09-30,77
2013-10-01,78
2013-10-02,86
2013-10-03,80
2013-10-04,81
2013-10-05,87
2013-10-06,86
2013-10-07,80
2013-10-08,78
2013-10-09,78
2013-10-10,75
2013-10-11,74
2013-10-12,76
2013-10-13,77
2013-10-14,72
2013-10-15,72
2013-10-16,71
2013-10-17,72
2013-10-18,71
2013-10-19,74
2013-10-20,73
2013-10-21,69
2013-10-22,68
2013-10-23,67
2013-10-24,66
2013-10-25,65
2013-10-26,67
2013-10-27,68
2013-10-28,66
2013-10-29,67
2013-10-30,68
2013-10-31,69
2013-11-01,70
2013-11-02,76
2013-11-03,75
2013-11-04,72
2013-11-05,73
2013-11-06,72
2013-11-07,72
2013-11-08,72
2013-11-09,75
2013-11-10,76
2013-11-11,71
2013-11-12,71
2013-11-13,71
2013-11-14,71
2013-11-15,71
2013-11-16,75
2013-11-17,74
2013-11-18,69
2013-11-19,69
2013-11-20,68
2013-11-21,68
2013-11-22,66
2013-11-23,69
2013-11-24,68
2013-11-25,64
2013-11-26,64
2013-11-27,63
2013-11-28,70
2013-11-29,62
2013-11-30,63
