Date,Cantor Fitzgerald
2011-09-23,22
2011-09-24,10
2011-09-25,9
2011-09-26,10
2011-09-27,9
2011-09-28,9
2011-09-29,10
2011-09-30,9
2011-10-01,9
2011-10-02,8
2011-10-03,8
2011-10-04,8
2011-10-05,8
2011-10-06,7
2011-10-07,7
2011-10-08,7
2011-10-09,7
2011-10-10,7
2011-10-11,7
2011-10-12,7
2011-10-13,7
2011-10-14,7
2011-10-15,8
2011-10-16,7
2011-10-17,7
2011-10-18,7
2011-10-19,6
2011-10-20,6
2011-10-21,6
2011-10-22,6
2011-10-23,5
2011-10-24,5
2011-10-25,5
2011-10-26,5
2011-10-27,5
2011-10-28,5
2011-10-29,5
2011-10-30,5
2011-10-31,5
2011-11-01,5
2011-11-02,5
2011-11-03,5
2011-11-04,6
2011-11-05,6
2011-11-06,6
2011-11-07,6
2011-11-08,6
2011-11-09,6
2011-11-10,6
2011-11-11,7
2011-11-12,7
2011-11-13,6
2011-11-14,6
2011-11-15,6
2011-11-16,6
2011-11-17,6
2011-11-18,6
2011-11-19,6
2011-11-20,5
2011-11-21,5
2011-11-22,5
2011-11-23,4
2011-11-24,4
2011-11-25,4
2011-11-26,4
2011-11-27,4
2011-11-28,5
2011-11-29,6
2011-11-30,6
2011-12-01,7
2011-12-02,8
2011-12-03,9
2011-12-04,8
2011-12-05,7
2011-12-06,7
2011-12-07,7
2011-12-08,6
2011-12-09,5
2011-12-10,5
2011-12-11,5
2011-12-12,5
2011-12-13,5
2011-12-14,5
2011-12-15,6
2011-12-16,5
2011-12-17,6
2011-12-18,5
2011-12-19,5
2011-12-20,5
2011-12-21,5
2011-12-22,5
2011-12-23,5
2011-12-24,5
2011-12-25,4
2011-12-26,4
2011-12-27,4
2011-12-28,4
2011-12-29,4
2011-12-30,4
2011-12-31,4
2012-01-01,4
2012-01-02,4
2012-01-03,4
2012-01-04,4
2012-01-05,4
2012-01-06,5
2012-01-07,5
2012-01-08,5
2012-01-09,5
2012-01-10,5
2012-01-11,5
2012-01-12,5
2012-01-13,5
2012-01-14,6
2012-01-15,6
2012-01-16,6
2012-01-17,6
2012-01-18,7
2012-01-19,7
2012-01-20,8
2012-01-21,8
2012-01-22,7
2012-01-23,7
2012-01-24,7
2012-01-25,6
2012-01-26,6
2012-01-27,6
2012-01-28,6
2012-01-29,6
2012-01-30,6
2012-01-31,6
2012-02-01,6
2012-02-02,6
2012-02-03,6
2012-02-04,6
2012-02-05,5
2012-02-06,5
2012-02-07,5
2012-02-08,5
2012-02-09,5
2012-02-10,5
2012-02-11,5
2012-02-12,5
2012-02-13,5
2012-02-14,5
2012-02-15,5
2012-02-16,5
2012-02-17,5
2012-02-18,5
2012-02-19,5
2012-02-20,5
2012-02-21,5
2012-02-22,5
2012-02-23,5
2012-02-24,5
2012-02-25,5
2012-02-26,5
2012-02-27,5
2012-02-28,5
2012-02-29,6
2012-03-01,6
2012-03-02,7
2012-03-03,7
2012-03-04,6
2012-03-05,6
2012-03-06,6
2012-03-07,5
2012-03-08,5
2012-03-09,5
2012-03-10,5
2012-03-11,5
2012-03-12,5
2012-03-13,5
2012-03-14,5
2012-03-15,5
2012-03-16,5
2012-03-17,5
2012-03-18,5
2012-03-19,5
2012-03-20,5
2012-03-21,6
2012-03-22,5
2012-03-23,5
2012-03-24,6
2012-03-25,5
2012-03-26,5
2012-03-27,5
2012-03-28,5
2012-03-29,5
2012-03-30,5
2012-03-31,5
2012-04-01,4
2012-04-02,4
2012-04-03,4
2012-04-04,4
2012-04-05,4
2012-04-06,4
2012-04-07,4
2012-04-08,4
2012-04-09,4
2012-04-10,4
2012-04-11,4
2012-04-12,4
2012-04-13,4
2012-04-14,4
2012-04-15,4
2012-04-16,4
2012-04-17,5
2012-04-18,5
2012-04-19,5
2012-04-20,5
2012-04-21,6
2012-04-22,6
2012-04-23,6
2012-04-24,6
2012-04-25,6
2012-04-26,6
2012-04-27,6
2012-04-28,6
2012-04-29,5
2012-04-30,5
2012-05-01,5
2012-05-02,4
2012-05-03,4
2012-05-04,4
2012-05-05,4
2012-05-06,4
2012-05-07,4
2012-05-08,4
2012-05-09,5
2012-05-10,5
2012-05-11,5
2012-05-12,6
2012-05-13,6
2012-05-14,6
2012-05-15,6
2012-05-16,6
2012-05-17,6
2012-05-18,6
2012-05-19,6
2012-05-20,6
2012-05-21,6
2012-05-22,6
2012-05-23,6
2012-05-24,6
2012-05-25,6
2012-05-26,6
2012-05-27,5
2012-05-28,5
2012-05-29,5
2012-05-30,5
2012-05-31,5
2012-06-01,5
2012-06-02,5
2012-06-03,5
2012-06-04,5
2012-06-05,5
2012-06-06,5
2012-06-07,5
2012-06-08,5
2012-06-09,5
2012-06-10,5
2012-06-11,5
2012-06-12,5
2012-06-13,5
2012-06-14,5
2012-06-15,5
2012-06-16,5
2012-06-17,5
2012-06-18,5
2012-06-19,5
2012-06-20,5
2012-06-21,5
2012-06-22,5
2012-06-23,5
2012-06-24,5
2012-06-25,5
2012-06-26,5
2012-06-27,6
2012-06-28,6
2012-06-29,7
2012-06-30,7
2012-07-01,6
2012-07-02,6
2012-07-03,5
2012-07-04,5
2012-07-05,4
2012-07-06,4
2012-07-07,4
2012-07-08,4
2012-07-09,4
2012-07-10,4
2012-07-11,5
2012-07-12,5
2012-07-13,6
2012-07-14,6
2012-07-15,6
2012-07-16,6
2012-07-17,6
2012-07-18,6
2012-07-19,6
2012-07-20,6
2012-07-21,6
2012-07-22,5
2012-07-23,5
2012-07-24,6
2012-07-25,5
2012-07-26,5
2012-07-27,5
2012-07-28,5
2012-07-29,5
2012-07-30,5
2012-07-31,5
2012-08-01,5
2012-08-02,6
2012-08-03,5
2012-08-04,6
2012-08-05,5
2012-08-06,5
2012-08-07,5
2012-08-08,5
2012-08-09,5
2012-08-10,5
2012-08-11,5
2012-08-12,5
2012-08-13,5
2012-08-14,5
2012-08-15,6
2012-08-16,7
2012-08-17,6
2012-08-18,7
2012-08-19,7
2012-08-20,7
2012-08-21,7
2012-08-22,7
2012-08-23,7
2012-08-24,7
2012-08-25,7
2012-08-26,6
2012-08-27,6
2012-08-28,6
2012-08-29,6
2012-08-30,6
2012-08-31,6
2012-09-01,6
2012-09-02,6
2012-09-03,6
2012-09-04,6
2012-09-05,6
2012-09-06,6
2012-09-07,6
2012-09-08,6
2012-09-09,9
2012-09-10,12
2012-09-11,15
2012-09-12,20
2012-09-13,27
2012-09-14,25
2012-09-15,30
2012-09-16,26
2012-09-17,23
2012-09-18,20
2012-09-19,18
2012-09-20,15
2012-09-21,11
2012-09-22,8
2012-09-23,7
2012-09-24,7
2012-09-25,7
2012-09-26,7
2012-09-27,7
2012-09-28,6
2012-09-29,6
2012-09-30,6
2012-10-01,6
2012-10-02,6
2012-10-03,6
2012-10-04,6
2012-10-05,6
2012-10-06,7
2012-10-07,6
2012-10-08,6
2012-10-09,6
2012-10-10,6
2012-10-11,6
2012-10-12,6
2012-10-13,6
2012-10-14,6
2012-10-15,6
2012-10-16,6
2012-10-17,6
2012-10-18,6
2012-10-19,6
2012-10-20,6
2012-10-21,6
2012-10-22,6
2012-10-23,6
2012-10-24,6
2012-10-25,6
2012-10-26,6
2012-10-27,6
2012-10-28,5
2012-10-29,5
2012-10-30,5
2012-10-31,5
2012-11-01,5
2012-11-02,5
2012-11-03,5
2012-11-04,5
2012-11-05,5
2012-11-06,5
2012-11-07,6
2012-11-08,6
2012-11-09,6
2012-11-10,7
2012-11-11,6
2012-11-12,6
2012-11-13,6
2012-11-14,6
2012-11-15,6
2012-11-16,6
2012-11-17,6
2012-11-18,5
2012-11-19,5
2012-11-20,5
2012-11-21,5
2012-11-22,5
2012-11-23,5
2012-11-24,5
2012-11-25,5
2012-11-26,5
2012-11-27,5
2012-11-28,5
2012-11-29,5
2012-11-30,5
2012-12-01,6
2012-12-02,5
2012-12-03,5
2012-12-04,6
2012-12-05,5
2012-12-06,5
2012-12-07,5
2012-12-08,5
2012-12-09,5
2012-12-10,5
2012-12-11,5
2012-12-12,5
2012-12-13,5
2012-12-14,5
2012-12-15,5
2012-12-16,4
2012-12-17,4
2012-12-18,4
2012-12-19,4
2012-12-20,4
2012-12-21,4
2012-12-22,4
2012-12-23,4
2012-12-24,4
2012-12-25,4
2012-12-26,4
2012-12-27,4
2012-12-28,4
2012-12-29,4
2012-12-30,4
2012-12-31,4
2013-01-01,4
2013-01-02,4
2013-01-03,4
2013-01-04,4
2013-01-05,5
2013-01-06,5
2013-01-07,6
2013-01-08,6
2013-01-09,7
2013-01-10,7
2013-01-11,9
2013-01-12,10
2013-01-13,8
2013-01-14,8
2013-01-15,8
2013-01-16,7
2013-01-17,7
2013-01-18,7
2013-01-19,7
2013-01-20,6
2013-01-21,6
2013-01-22,6
2013-01-23,5
2013-01-24,6
2013-01-25,5
2013-01-26,5
2013-01-27,5
2013-01-28,5
2013-01-29,5
2013-01-30,5
2013-01-31,5
2013-02-01,5
2013-02-02,5
2013-02-03,5
2013-02-04,5
2013-02-05,5
2013-02-06,5
2013-02-07,5
2013-02-08,5
2013-02-09,5
2013-02-10,5
2013-02-11,5
2013-02-12,5
2013-02-13,5
2013-02-14,5
2013-02-15,5
2013-02-16,5
2013-02-17,5
2013-02-18,5
2013-02-19,5
2013-02-20,5
2013-02-21,6
2013-02-22,5
2013-02-23,6
2013-02-24,6
2013-02-25,6
2013-02-26,6
2013-02-27,6
2013-02-28,6
2013-03-01,6
2013-03-02,6
2013-03-03,5
2013-03-04,5
2013-03-05,5
2013-03-06,5
2013-03-07,5
2013-03-08,5
2013-03-09,5
2013-03-10,5
2013-03-11,5
2013-03-12,5
2013-03-13,5
2013-03-14,5
2013-03-15,5
2013-03-16,5
2013-03-17,5
2013-03-18,5
2013-03-19,5
2013-03-20,5
2013-03-21,5
2013-03-22,6
2013-03-23,6
2013-03-24,5
2013-03-25,5
2013-03-26,5
2013-03-27,5
2013-03-28,5
2013-03-29,5
2013-03-30,5
2013-03-31,5
2013-04-01,5
2013-04-02,5
2013-04-03,5
2013-04-04,6
2013-04-05,5
2013-04-06,6
2013-04-07,6
2013-04-08,6
2013-04-09,6
2013-04-10,6
2013-04-11,6
2013-04-12,6
2013-04-13,6
2013-04-14,5
2013-04-15,5
2013-04-16,5
2013-04-17,5
2013-04-18,5
2013-04-19,5
2013-04-20,5
2013-04-21,5
2013-04-22,6
2013-04-23,7
2013-04-24,8
2013-04-25,8
2013-04-26,9
2013-04-27,10
2013-04-28,9
2013-04-29,9
2013-04-30,8
2013-05-01,7
2013-05-02,7
2013-05-03,6
2013-05-04,6
2013-05-05,5
2013-05-06,5
2013-05-07,5
2013-05-08,5
2013-05-09,5
2013-05-10,5
2013-05-11,5
2013-05-12,5
2013-05-13,5
2013-05-14,5
2013-05-15,5
2013-05-16,5
2013-05-17,5
2013-05-18,5
2013-05-19,5
2013-05-20,5
2013-05-21,5
2013-05-22,5
2013-05-23,5
2013-05-24,5
2013-05-25,6
2013-05-26,5
2013-05-27,5
2013-05-28,5
2013-05-29,5
2013-05-30,5
2013-05-31,5
