Date,Janney Montgomery Scott
2008-10-02,90
2008-10-03,91
2008-10-04,93
2008-10-05,91
2008-10-06,89
2008-10-07,87
2008-10-08,85
2008-10-09,83
2008-10-10,81
2008-10-11,79
2008-10-12,78
2008-10-13,76
2008-10-14,75
2008-10-15,74
2008-10-16,73
2008-10-17,72
2008-10-18,71
2008-10-19,69
2008-10-20,68
2008-10-21,67
2008-10-22,66
2008-10-23,65
2008-10-24,64
2008-10-25,63
2008-10-26,63
2008-11-02,60
2008-11-03,58
2008-11-04,56
2008-11-05,53
2008-11-06,51
2008-11-07,49
2008-11-08,47
2008-11-09,49
2008-11-10,52
2008-11-11,55
2008-11-12,58
2008-11-13,60
2008-11-14,63
2008-11-15,66
2008-11-16,63
2008-11-17,60
2008-11-18,57
2008-11-19,55
2008-11-20,52
2008-11-21,50
2008-11-22,48
2008-11-23,46
2008-11-24,45
2008-11-25,43
2008-11-26,42
2008-11-27,40
2008-11-28,39
2008-11-29,38
2008-11-30,45
2008-12-01,52
2008-12-02,60
2008-12-03,67
2008-12-04,74
2008-12-05,81
2008-12-06,89
2008-12-07,85
2008-12-08,80
2008-12-09,77
2008-12-10,73
2008-12-11,70
2008-12-12,66
2008-12-13,63
2008-12-14,61
2008-12-15,60
2008-12-16,58
2008-12-17,57
2008-12-18,55
2008-12-19,53
2008-12-20,52
2008-12-21,51
2008-12-22,50
2008-12-23,49
2008-12-24,48
2008-12-25,47
2008-12-26,46
2008-12-27,46
2008-12-28,50
2008-12-29,54
2008-12-30,58
2008-12-31,62
2009-01-01,66
2009-01-02,70
2009-01-03,74
2009-01-04,74
2009-01-05,74
2009-01-06,75
2009-01-07,75
2009-01-08,76
2009-01-09,76
2009-01-10,77
2009-01-11,79
2009-01-12,82
2009-01-13,84
2009-01-14,87
2009-01-15,89
2009-01-16,92
2009-01-17,94
2009-01-18,92
2009-01-19,89
2009-01-20,86
2009-01-21,84
2009-01-22,81
2009-01-23,79
2009-01-24,77
2009-01-25,74
2009-02-01,60
2009-02-02,59
2009-02-03,58
2009-02-04,57
2009-02-05,56
2009-02-06,55
2009-02-07,54
2009-02-08,57
2009-02-09,60
2009-02-10,63
2009-02-11,66
2009-02-12,69
2009-02-13,72
2009-02-14,76
2009-02-15,77
2009-02-16,79
2009-02-17,81
2009-02-18,83
2009-02-19,85
2009-02-20,87
2009-02-21,89
2009-02-22,88
2009-02-23,87
2009-02-24,86
2009-02-25,85
2009-02-26,84
2009-02-27,83
2009-02-28,82
2009-03-01,82
2009-03-02,83
2009-03-03,84
2009-03-04,85
2009-03-05,85
2009-03-06,86
2009-03-07,87
2009-03-08,83
2009-03-09,79
2009-03-10,74
2009-03-11,70
2009-03-12,66
2009-03-13,62
2009-03-14,58
2009-03-15,61
2009-03-16,63
2009-03-17,66
2009-03-18,69
2009-03-19,72
2009-03-20,75
2009-03-21,78
2009-03-22,81
2009-03-23,84
2009-03-24,87
2009-03-25,90
2009-03-26,93
2009-03-27,96
2009-03-28,100
2009-03-29,97
2009-05-03,58
2009-05-04,62
2009-05-05,65
2009-05-06,67
2009-05-07,70
2009-05-08,73
2009-05-09,76
2009-05-10,74
2009-05-11,70
2009-05-12,68
2009-05-13,65
2009-05-14,63
2009-05-15,60
2009-05-16,58
2009-05-17,60
2009-05-18,63
2009-05-19,66
2009-05-20,68
2009-05-21,71
2009-05-22,73
2009-05-23,76
2009-05-24,72
2009-05-25,67
2009-05-26,63
2009-05-27,59
2009-05-28,55
2009-05-29,51
2009-05-30,48
2009-05-31,50
2009-06-01,52
2009-06-02,54
2009-06-03,56
2009-06-04,58
2009-06-05,60
2009-06-06,62
2009-06-07,62
2009-06-08,62
2009-06-09,62
2009-06-10,62
2009-06-11,62
2009-06-12,62
2009-06-13,62
2009-06-14,62
2009-06-15,62
2009-06-16,62
2009-06-17,63
2009-06-18,63
2009-06-19,63
2009-06-20,64
2009-06-21,62
2009-06-22,61
2009-06-23,60
2009-06-24,58
2009-06-25,56
2009-06-26,55
2009-06-27,53
2009-06-28,51
2009-06-29,49
2009-06-30,47
2009-07-01,45
2009-07-02,43
2009-07-03,41
2009-07-04,39
2009-07-05,40
2009-07-06,42
2009-07-07,43
2009-07-08,44
2009-07-09,46
2009-07-10,47
2009-07-11,49
2009-07-12,49
2009-07-13,49
2009-07-14,50
2009-07-15,50
2009-07-16,51
2009-07-17,51
2009-07-18,52
2009-07-19,58
2009-07-20,65
2009-07-21,72
2009-07-22,79
2009-07-23,86
2009-07-24,92
2009-07-25,99
2009-07-26,94
2009-08-02,60
2009-08-03,60
2009-08-04,60
2009-08-05,60
2009-08-06,59
2009-08-07,59
2009-08-08,59
2009-08-09,61
2009-08-10,62
2009-08-11,63
2009-08-12,65
2009-08-13,66
2009-08-14,68
2009-08-15,70
2009-08-16,69
2009-08-17,69
2009-08-18,69
2009-08-19,68
2009-08-20,68
2009-08-21,67
2009-08-22,67
2009-08-23,63
2009-08-24,58
2009-08-25,54
2009-08-26,50
2009-08-27,46
2009-08-28,42
2009-08-29,38
2009-08-30,40
2009-08-31,42
2009-09-01,45
2009-09-02,47
2009-09-03,49
2009-09-04,52
2009-09-05,54
2009-09-06,51
2009-09-07,48
2009-09-08,46
2009-09-09,43
2009-09-10,41
2009-09-11,38
2009-09-12,36
2009-09-13,40
2009-09-14,44
2009-09-15,48
2009-09-16,52
2009-09-17,56
2009-09-18,60
2009-09-19,65
2009-09-20,64
2009-09-21,63
2009-09-22,62
2009-09-23,62
2009-09-24,61
2009-09-25,61
2009-09-26,61
2009-09-27,63
2009-09-28,67
2009-09-29,70
2009-09-30,73
2009-10-01,75
2009-10-02,78
2009-10-03,81
2009-10-04,77
2009-10-05,72
2009-10-06,68
2009-10-07,63
2009-10-08,59
2009-10-09,55
2009-10-10,51
2009-10-11,55
2009-10-12,59
2009-10-13,64
2009-10-14,68
2009-10-15,72
2009-10-16,76
2009-10-17,81
2009-10-18,77
2009-10-19,72
2009-10-20,68
2009-10-21,64
2009-10-22,60
2009-10-23,56
2009-10-24,52
2009-10-25,51
