Date,Aegis Capital
2013-10-25,80
2013-10-26,81
2013-10-27,78
2013-11-03,57
2013-11-04,57
2013-11-05,57
2013-11-06,57
2013-11-07,57
2013-11-08,58
2013-11-09,58
2013-11-10,57
2013-11-11,56
2013-11-12,55
2013-11-13,54
2013-11-14,53
2013-11-15,52
2013-11-16,52
2013-11-17,53
2013-11-18,55
2013-11-19,57
2013-11-20,58
2013-11-21,60
2013-11-22,61
2013-11-23,63
2013-11-24,59
2013-11-25,55
2013-11-26,52
2013-11-27,49
2013-11-28,46
2013-11-29,43
2013-11-30,40
2013-12-01,42
2013-12-02,44
2013-12-03,47
2013-12-04,49
2013-12-05,52
2013-12-06,54
2013-12-07,57
2013-12-08,58
2013-12-09,61
2013-12-10,63
2013-12-11,65
2013-12-12,66
2013-12-13,68
2013-12-14,70
2013-12-15,68
2013-12-16,66
2013-12-17,64
2013-12-18,62
2013-12-19,60
2013-12-20,58
2013-12-21,57
2013-12-22,56
2013-12-23,55
2013-12-24,54
2013-12-25,53
2013-12-26,52
2013-12-27,51
2013-12-28,51
2013-12-29,51
2013-12-30,51
2013-12-31,51
2014-01-01,51
2014-01-02,51
2014-01-03,51
2014-01-04,51
2014-01-05,52
2014-01-06,55
2014-01-07,57
2014-01-08,58
2014-01-09,60
2014-01-10,62
2014-01-11,64
2014-01-12,64
2014-01-13,62
2014-01-14,62
2014-01-15,61
2014-01-16,61
2014-01-17,60
2014-01-18,60
2014-01-19,62
2014-01-20,64
2014-01-21,66
2014-01-22,68
2014-01-23,70
2014-01-24,72
2014-01-25,74
2014-01-26,75
2014-02-01,87
2014-02-02,79
2014-02-03,72
2014-02-04,65
2014-02-05,58
2014-02-06,51
2014-02-07,44
2014-02-08,37
2014-02-09,44
2014-02-10,52
2014-02-11,59
2014-02-12,67
2014-02-13,74
2014-02-14,82
2014-02-15,90
2014-02-16,84
2014-02-17,78
2014-02-18,72
2014-02-19,66
2014-02-20,60
2014-02-21,54
2014-02-22,49
2014-02-23,52
2014-02-24,56
2014-02-25,60
2014-02-26,64
2014-02-27,68
2014-02-28,72
