Date,Cantor Fitzgerald
2007-02-27,9
2007-02-28,9
2007-03-01,9
2007-03-02,9
2007-03-03,10
2007-03-04,9
2007-03-05,9
2007-03-06,9
2007-03-07,9
2007-03-08,9
2007-03-09,9
2007-03-10,9
2007-03-11,9
2007-03-12,9
2007-03-13,9
2007-03-14,9
2007-03-15,9
2007-03-16,9
2007-03-17,10
2007-03-18,10
2007-03-19,10
2007-03-20,10
2007-03-21,11
2007-03-22,11
2007-03-23,11
2007-03-24,12
2007-03-25,11
2007-05-06,8
2007-05-07,8
2007-05-08,8
2007-05-09,8
2007-05-10,8
2007-05-11,8
2007-05-12,9
2007-05-13,9
2007-05-14,9
2007-05-15,9
2007-05-16,9
2007-05-17,9
2007-05-18,9
2007-05-19,10
2007-05-20,9
2007-05-21,9
2007-05-22,9
2007-05-23,8
2007-05-24,8
2007-05-25,8
2007-05-26,8
2007-05-27,8
2007-05-28,9
2007-05-29,9
2007-05-30,10
2007-05-31,10
2007-06-01,11
2007-06-02,12
2007-06-03,11
2007-06-04,11
2007-06-05,10
2007-06-06,10
2007-06-07,9
2007-06-08,9
2007-06-09,9
2007-06-10,8
2007-06-11,8
2007-06-12,8
2007-06-13,7
2007-06-14,7
2007-06-15,7
2007-06-16,7
2007-06-17,7
2007-06-18,8
2007-06-19,9
2007-06-20,10
2007-06-21,11
2007-06-22,12
2007-06-23,13
2007-06-24,12
2007-06-25,11
2007-06-26,11
2007-06-27,10
2007-06-28,10
2007-06-29,9
2007-06-30,9
2007-07-01,9
2007-07-02,9
2007-07-03,10
2007-07-04,10
2007-07-05,11
2007-07-06,11
2007-07-07,12
2007-07-08,11
2007-07-09,11
2007-07-10,11
2007-07-11,10
2007-07-12,10
2007-07-13,10
2007-07-14,10
2007-07-15,9
2007-07-16,9
2007-07-17,9
2007-07-18,8
2007-07-19,8
2007-07-20,8
2007-07-21,8
2007-07-22,7
2007-07-23,7
2007-07-24,7
2007-07-25,6
2007-07-26,6
2007-07-27,6
2007-07-28,6
2007-07-29,6
2007-08-05,11
2007-08-06,11
2007-08-07,11
2007-08-08,12
2007-08-09,12
2007-08-10,12
2007-08-11,13
2007-08-12,12
2007-08-13,12
2007-08-14,12
2007-08-15,11
2007-08-16,11
2007-08-17,11
2007-08-18,11
2007-08-19,10
2007-08-20,10
2007-08-21,9
2007-08-22,9
2007-08-23,8
2007-08-24,8
2007-08-25,8
2007-08-26,8
2007-08-27,8
2007-08-28,8
2007-08-29,9
2007-08-30,9
2007-08-31,9
2007-09-01,10
2007-09-02,9
2007-09-03,9
2007-09-04,9
2007-09-05,9
2007-09-06,9
2007-09-07,9
2007-09-08,9
2007-09-09,12
2007-09-10,16
2007-09-11,20
2007-09-12,23
2007-09-13,27
2007-09-14,31
2007-09-15,34
2007-09-16,31
2007-09-17,27
2007-09-18,24
2007-09-19,21
2007-09-20,18
2007-09-21,15
2007-09-22,12
2007-09-23,12
2007-09-24,12
2007-09-25,12
2007-09-26,12
2007-09-27,12
2007-09-28,12
2007-09-29,12
2007-09-30,11
2007-10-01,11
2007-10-02,10
2007-10-03,10
2007-10-04,9
2007-10-05,9
2007-10-06,9
2007-10-07,9
2007-10-08,9
2007-10-09,9
2007-10-10,9
2007-10-11,9
2007-10-12,9
2007-10-13,9
2007-10-14,8
2007-10-15,7
2007-10-16,7
2007-10-17,6
2007-10-18,6
2007-10-19,5
2007-10-20,5
2007-10-21,5
2007-10-22,6
2007-10-23,6
2007-10-24,7
2007-10-25,7
2007-10-26,8
2007-10-27,9
2007-10-28,9
2007-11-04,8
2007-11-05,8
2007-11-06,8
2007-11-07,8
2007-11-08,8
2007-11-09,8
2007-11-10,8
2007-11-11,7
2007-11-12,7
2007-11-13,7
2007-11-14,7
2007-11-15,7
2007-11-16,7
2007-11-17,7
2007-11-18,7
2007-11-19,7
2007-11-20,7
2007-11-21,8
2007-11-22,8
2007-11-23,8
2007-11-24,9
2007-11-25,8
2007-11-26,8
2007-11-27,8
2007-11-28,7
2007-11-29,7
2007-11-30,7
2007-12-01,7
2007-12-02,7
2007-12-03,7
2007-12-04,7
2007-12-05,8
2007-12-06,8
2007-12-07,8
2007-12-08,9
2007-12-09,8
2007-12-10,7
2007-12-11,6
2007-12-12,6
2007-12-13,5
2007-12-14,4
2007-12-15,4
2007-12-16,4
2007-12-17,5
2007-12-18,5
2007-12-19,6
2007-12-20,6
2007-12-21,7
2007-12-22,8
2007-12-23,7
2007-12-24,7
2007-12-25,7
2007-12-26,7
2007-12-27,7
2007-12-28,7
2007-12-29,7
2007-12-30,7
2007-12-31,7
2008-01-01,7
2008-01-02,7
2008-01-03,7
2008-01-04,7
2008-01-05,7
2008-01-06,7
2008-01-07,7
2008-01-08,7
2008-01-09,8
2008-01-10,8
2008-01-11,8
2008-01-12,9
2008-01-13,8
2008-01-14,8
2008-01-15,8
2008-01-16,7
2008-01-17,7
2008-01-18,7
2008-01-19,7
2008-01-20,6
2008-01-21,6
2008-01-22,6
2008-01-23,6
2008-01-24,6
2008-01-25,6
2008-01-26,6
2008-01-27,6
2008-02-03,5
2008-02-04,5
2008-02-05,5
2008-02-06,5
2008-02-07,5
2008-02-08,5
2008-02-09,5
2008-02-10,5
2008-02-11,6
2008-02-12,6
2008-02-13,7
2008-02-14,7
2008-02-15,8
2008-02-16,9
2008-02-17,8
2008-02-18,8
2008-02-19,8
2008-02-20,7
2008-02-21,7
2008-02-22,7
2008-02-23,7
2008-02-24,6
2008-02-25,6
2008-02-26,6
2008-02-27,6
2008-02-28,6
2008-02-29,6
2008-03-01,6
2008-03-02,6
2008-03-03,6
2008-03-04,6
2008-03-05,6
2008-03-06,6
2008-03-07,6
2008-03-08,6
2008-03-09,6
2008-03-10,6
2008-03-11,6
2008-03-12,6
2008-03-13,6
2008-03-14,6
2008-03-15,6
2008-03-16,5
2008-03-17,5
2008-03-18,5
2008-03-19,5
2008-03-20,5
2008-03-21,5
2008-03-22,5
2008-03-23,7
2008-03-24,9
2008-03-25,11
2008-03-26,13
2008-03-27,15
2008-03-28,17
2008-03-29,19
2008-03-30,18
2008-03-31,16
2008-04-01,15
2008-04-02,14
2008-04-03,13
2008-04-04,12
2008-04-05,11
2008-04-06,10
2008-04-07,10
2008-04-08,10
2008-04-09,9
2008-04-10,9
2008-04-11,9
2008-04-12,9
2008-04-13,8
2008-04-14,8
2008-04-15,8
2008-04-16,7
2008-04-17,7
2008-04-18,7
2008-04-19,7
2008-04-20,7
2008-04-21,7
2008-04-22,7
2008-04-23,7
2008-04-24,7
2008-04-25,7
2008-04-26,7
2008-04-27,6
2008-05-04,6
2008-05-05,7
2008-05-06,7
2008-05-07,8
2008-05-08,9
2008-05-09,9
2008-05-10,10
2008-05-11,9
2008-05-12,8
2008-05-13,8
2008-05-14,7
2008-05-15,7
2008-05-16,6
2008-05-17,6
2008-05-18,6
2008-05-19,6
2008-05-20,6
2008-05-21,6
2008-05-22,6
2008-05-23,6
2008-05-24,7
2008-05-25,6
2008-05-26,6
2008-05-27,5
2008-05-28,5
2008-05-29,4
2008-05-30,4
2008-05-31,4
2008-06-01,4
2008-06-02,5
2008-06-03,5
2008-06-04,6
2008-06-05,6
2008-06-06,7
2008-06-07,8
2008-06-08,8
2008-06-09,8
2008-06-10,8
2008-06-11,8
2008-06-12,8
2008-06-13,8
2008-06-14,8
2008-06-15,7
2008-06-16,7
2008-06-17,7
2008-06-18,7
2008-06-19,7
2008-06-20,7
2008-06-21,7
2008-06-22,7
2008-06-23,7
2008-06-24,7
2008-06-25,7
2008-06-26,7
2008-06-27,7
2008-06-28,7
2008-06-29,7
2008-06-30,7
2008-07-01,7
2008-07-02,7
2008-07-03,7
2008-07-04,7
2008-07-05,8
2008-07-06,8
2008-07-07,8
2008-07-08,8
2008-07-09,8
2008-07-10,8
2008-07-11,8
2008-07-12,9
2008-07-13,8
2008-07-14,8
2008-07-15,8
2008-07-16,8
2008-07-17,8
2008-07-18,8
2008-07-19,8
2008-07-20,8
2008-07-21,8
2008-07-22,8
2008-07-23,8
2008-07-24,8
2008-07-25,8
2008-07-26,9
2008-07-27,8
