Date,Cohen and Company
2008-10-26,93
2008-10-27,93
2008-10-28,93
2008-10-29,92
2008-10-30,92
2008-10-31,92
2008-11-01,92
2008-11-02,90
2008-11-03,88
2008-11-04,86
2008-11-05,84
2008-11-06,83
2008-11-07,81
2008-11-08,79
2008-11-09,77
2008-11-10,76
2008-11-11,74
2008-11-12,72
2008-11-13,70
2008-11-14,69
2008-11-15,67
2008-11-16,65
2008-11-17,63
2008-11-18,61
2008-11-19,60
2008-11-20,58
2008-11-21,56
2008-11-22,54
2008-11-23,53
2008-11-24,51
2008-11-25,49
2008-11-26,47
2008-11-27,46
2008-11-28,44
2008-11-29,42
2008-11-30,40
2008-12-01,39
2008-12-02,39
2008-12-03,39
2008-12-04,39
2008-12-05,39
2008-12-06,39
2008-12-07,40
2008-12-08,40
2008-12-09,40
2008-12-10,40
2008-12-11,40
2008-12-12,41
2008-12-13,41
2008-12-14,41
2008-12-15,41
2008-12-16,41
2008-12-17,42
2008-12-18,42
2008-12-19,42
2008-12-20,42
2008-12-21,42
2008-12-22,43
2008-12-23,43
2008-12-24,43
2008-12-25,43
2008-12-26,43
2008-12-27,44
2008-12-28,44
2008-12-29,44
2008-12-30,44
2008-12-31,44
2009-01-01,45
2009-01-02,45
2009-01-03,45
2009-01-04,46
2009-01-05,46
2009-01-06,47
2009-01-07,47
2009-01-08,47
2009-01-09,48
2009-01-10,48
2009-01-11,49
2009-01-12,49
2009-01-13,50
2009-01-14,50
2009-01-15,50
2009-01-16,51
2009-01-17,51
2009-01-18,52
2009-01-19,52
2009-01-20,52
2009-01-21,53
2009-01-22,53
2009-01-23,54
2009-01-24,54
2009-01-25,55
2009-01-26,55
2009-01-27,55
2009-01-28,56
2009-01-29,56
2009-01-30,57
2009-01-31,57
2009-02-01,58
2009-02-02,58
2009-02-03,58
2009-02-04,58
2009-02-05,58
2009-02-06,58
2009-02-07,58
2009-02-08,58
2009-02-09,58
2009-02-10,58
2009-02-11,58
2009-02-12,58
2009-02-13,58
2009-02-14,58
2009-02-15,59
2009-02-16,59
2009-02-17,59
2009-02-18,59
2009-02-19,59
2009-02-20,59
2009-02-21,59
2009-02-22,59
2009-02-23,59
2009-02-24,59
2009-02-25,59
2009-02-26,59
2009-02-27,59
2009-02-28,59
2009-03-01,60
2009-03-02,60
2009-03-03,60
2009-03-04,60
2009-03-05,61
2009-03-06,61
2009-03-07,61
2009-03-08,62
2009-03-09,62
2009-03-10,62
2009-03-11,62
2009-03-12,63
2009-03-13,63
2009-03-14,63
2009-03-15,64
2009-03-16,64
2009-03-17,64
2009-03-18,64
2009-03-19,65
2009-03-20,65
2009-03-21,65
2009-03-22,66
2009-03-23,66
2009-03-24,66
2009-03-25,66
2009-03-26,67
2009-03-27,67
2009-03-28,67
2009-03-29,68
2009-03-30,68
2009-03-31,68
2009-04-01,69
2009-04-02,69
2009-04-03,69
2009-04-04,70
2009-04-05,70
2009-04-06,70
2009-04-07,71
2009-04-08,71
2009-04-09,71
2009-04-10,72
2009-04-11,72
2009-04-12,73
2009-04-13,73
2009-04-14,73
2009-04-15,74
2009-04-16,74
2009-04-17,74
2009-04-18,75
2009-04-19,75
2009-04-20,75
2009-04-21,76
2009-04-22,76
2009-04-23,77
2009-04-24,77
2009-04-25,77
2009-04-26,78
2009-04-27,78
2009-04-28,78
2009-04-29,79
2009-04-30,79
2009-05-01,80
2009-05-02,79
2009-05-03,79
2009-05-04,79
2009-05-05,78
2009-05-06,78
2009-05-07,78
2009-05-08,77
2009-05-09,77
2009-05-10,77
2009-05-11,76
2009-05-12,76
2009-05-13,76
2009-05-14,75
2009-05-15,75
2009-05-16,75
2009-05-17,74
2009-05-18,74
2009-05-19,74
2009-05-20,73
2009-05-21,73
2009-05-22,73
2009-05-23,72
2009-05-24,72
2009-05-25,72
2009-05-26,71
2009-05-27,71
2009-05-28,71
2009-05-29,70
2009-05-30,70
2009-05-31,70
2009-06-01,70
2009-06-02,69
2009-06-03,69
2009-06-04,68
2009-06-05,68
2009-06-06,67
2009-06-07,67
2009-06-08,66
2009-06-09,66
2009-06-10,65
2009-06-11,65
2009-06-12,64
2009-06-13,64
2009-06-14,63
2009-06-15,63
2009-06-16,63
2009-06-17,62
2009-06-18,62
2009-06-19,61
2009-06-20,61
2009-06-21,60
2009-06-22,60
2009-06-23,59
2009-06-24,59
2009-06-25,58
2009-06-26,58
2009-06-27,57
2009-06-28,57
2009-06-29,56
2009-06-30,56
2009-07-01,56
2009-07-02,56
2009-07-03,57
2009-07-04,58
2009-07-05,59
2009-07-06,60
2009-07-07,61
2009-07-08,62
2009-07-09,63
2009-07-10,64
2009-07-11,65
2009-07-12,66
2009-07-13,67
2009-07-14,68
2009-07-15,69
2009-07-16,70
2009-07-17,70
2009-07-18,71
2009-07-19,72
2009-07-20,73
2009-07-21,74
2009-07-22,75
2009-07-23,76
2009-07-24,77
2009-07-25,78
2009-07-26,79
2009-07-27,80
2009-07-28,81
2009-07-29,82
2009-07-30,83
2009-07-31,84
2009-08-01,85
2009-08-02,85
2009-08-03,85
2009-08-04,85
2009-08-05,85
2009-08-06,85
2009-08-07,85
2009-08-08,85
2009-08-09,85
2009-08-10,85
2009-08-11,85
2009-08-12,85
2009-08-13,85
2009-08-14,85
2009-08-15,85
2009-08-16,85
2009-08-17,86
2009-08-18,86
2009-08-19,86
2009-08-20,86
2009-08-21,86
2009-08-22,86
2009-08-23,86
2009-08-24,86
2009-08-25,86
2009-08-26,86
2009-08-27,86
2009-08-28,86
2009-08-29,86
2009-08-30,86
2009-08-31,86
2009-09-01,87
2009-09-02,86
2009-09-03,86
2009-09-04,86
2009-09-05,86
2009-09-06,85
2009-09-07,85
2009-09-08,85
2009-09-09,85
2009-09-10,84
2009-09-11,84
2009-09-12,84
2009-09-13,84
2009-09-14,83
2009-09-15,83
2009-09-16,83
2009-09-17,83
2009-09-18,83
2009-09-19,82
2009-09-20,82
2009-09-21,82
2009-09-22,82
2009-09-23,81
2009-09-24,81
2009-09-25,81
2009-09-26,81
2009-09-27,80
2009-09-28,80
2009-09-29,80
2009-09-30,80
2009-10-01,80
