Date,AutoTrader
2012-06-03,58
2012-06-04,57
2012-06-05,56
2012-06-06,55
2012-06-07,54
2012-06-08,53
2012-06-09,52
2012-06-10,52
2012-06-11,52
2012-06-12,51
2012-06-13,51
2012-06-14,51
2012-06-15,50
2012-06-16,50
2012-06-17,52
2012-06-18,54
2012-06-19,56
2012-06-20,59
2012-06-21,61
2012-06-22,63
2012-06-23,65
2012-06-24,63
2012-06-25,58
2012-06-26,56
2012-06-27,54
2012-06-28,51
2012-06-29,49
2012-06-30,47
2012-07-01,50
2012-07-02,53
2012-07-03,56
2012-07-04,58
2012-07-05,61
2012-07-06,64
2012-07-07,67
2012-07-08,67
2012-07-09,67
2012-07-10,67
2012-07-11,67
2012-07-12,67
2012-07-13,68
2012-07-14,68
2012-07-15,68
2012-07-16,69
2012-07-17,69
2012-07-18,70
2012-07-19,70
2012-07-20,71
2012-07-21,71
2012-07-22,67
2012-07-23,63
2012-07-24,59
2012-07-25,55
2012-07-26,51
2012-07-27,47
2012-07-28,43
2012-07-29,44
2012-07-30,45
2012-07-31,46
2012-08-01,46
2012-08-02,47
2012-08-03,48
2012-08-04,49
2012-08-05,49
2012-08-06,50
2012-08-07,51
2012-08-08,51
2012-08-09,52
2012-08-10,53
2012-08-11,53
2012-08-12,53
2012-08-13,52
2012-08-14,51
2012-08-15,50
2012-08-16,50
2012-08-17,49
2012-08-18,48
2012-08-19,51
2012-08-20,54
2012-08-21,56
2012-08-22,58
2012-08-23,61
2012-08-24,63
2012-08-25,65
2012-08-26,62
2012-09-02,43
2012-09-03,45
2012-09-04,47
2012-09-05,49
2012-09-06,50
2012-09-07,52
2012-09-08,54
2012-09-09,54
2012-09-10,55
2012-09-11,55
2012-09-12,55
2012-09-13,55
2012-09-14,56
2012-09-15,56
2012-09-16,56
2012-09-17,56
2012-09-18,56
2012-09-19,56
2012-09-20,56
2012-09-21,56
2012-09-22,56
2012-09-23,55
2012-09-24,54
2012-09-25,53
2012-09-26,52
2012-09-27,52
2012-09-28,51
2012-09-29,50
2012-09-30,49
2012-10-01,48
2012-10-02,47
2012-10-03,46
2012-10-04,45
2012-10-05,44
2012-10-06,43
2012-10-07,44
2012-10-08,44
2012-10-09,45
2012-10-10,47
2012-10-11,48
2012-10-12,49
2012-10-13,50
2012-10-14,52
2012-10-15,54
2012-10-16,56
2012-10-17,58
2012-10-18,60
2012-10-19,62
2012-10-20,64
2012-10-21,65
2012-10-22,68
2012-10-23,69
2012-10-24,70
2012-10-25,72
2012-10-26,73
2012-10-27,74
2012-10-28,70
2012-10-29,64
2012-10-30,59
2012-10-31,55
2012-11-01,50
2012-11-02,45
2012-11-03,40
2012-11-04,43
2012-11-05,45
2012-11-06,47
2012-11-07,49
2012-11-08,52
2012-11-09,54
2012-11-10,56
2012-11-11,56
2012-11-12,57
2012-11-13,57
2012-11-14,57
2012-11-15,57
2012-11-16,57
2012-11-17,57
2012-11-18,56
2012-11-19,56
2012-11-20,55
2012-11-21,54
2012-11-22,54
2012-11-23,53
2012-11-24,53
2012-11-25,49
2012-12-02,28
2012-12-03,28
2012-12-04,29
2012-12-05,30
2012-12-06,31
2012-12-07,33
2012-12-08,34
2012-12-09,39
2012-12-10,45
2012-12-11,51
2012-12-12,56
2012-12-13,62
2012-12-14,67
2012-12-15,72
2012-12-16,72
2012-12-17,72
2012-12-18,71
2012-12-19,70
2012-12-20,69
2012-12-21,68
2012-12-22,67
2012-12-23,64
2012-12-24,59
2012-12-25,55
2012-12-26,52
2012-12-27,48
2012-12-28,45
2012-12-29,41
2012-12-30,43
2012-12-31,45
2013-01-01,46
2013-01-02,48
2013-01-03,49
2013-01-04,51
2013-01-05,53
2013-01-06,51
2013-01-07,48
2013-01-08,46
2013-01-09,44
2013-01-10,42
2013-01-11,40
2013-01-12,38
2013-01-13,44
2013-01-14,51
2013-01-15,57
2013-01-16,63
2013-01-17,69
2013-01-18,75
2013-01-19,81
2013-01-20,78
2013-01-21,75
2013-01-22,71
2013-01-23,68
2013-01-24,65
2013-01-25,62
2013-01-26,59
2013-01-27,60
2013-01-28,61
2013-01-29,62
2013-01-30,63
2013-01-31,64
2013-02-01,65
2013-02-02,66
2013-02-03,66
2013-02-04,65
2013-02-05,65
2013-02-06,64
2013-02-07,63
2013-02-08,63
2013-02-09,62
2013-02-10,65
2013-02-11,69
2013-02-12,72
2013-02-13,75
2013-02-14,79
2013-02-15,82
2013-02-16,85
2013-02-17,80
2013-02-18,71
2013-02-19,66
2013-02-20,61
2013-02-21,56
2013-02-22,51
2013-02-23,46
2013-02-24,53
2013-03-03,94
2013-03-04,88
2013-03-05,83
2013-03-06,78
2013-03-07,72
2013-03-08,67
2013-03-09,61
2013-03-10,61
2013-03-11,62
2013-03-12,62
2013-03-13,62
2013-03-14,62
2013-03-15,62
2013-03-16,63
2013-03-17,64
2013-03-18,65
2013-03-19,66
2013-03-20,67
2013-03-21,68
2013-03-22,69
2013-03-23,70
2013-03-24,69
2013-03-25,68
2013-03-26,66
2013-03-27,64
2013-03-28,62
2013-03-29,60
2013-03-30,58
2013-03-31,55
2013-04-01,49
2013-04-02,46
2013-04-03,43
2013-04-04,40
2013-04-05,37
2013-04-06,34
2013-04-07,40
2013-04-08,47
2013-04-09,54
2013-04-10,60
2013-04-11,67
2013-04-12,73
2013-04-13,79
2013-04-14,79
2013-04-15,77
2013-04-16,76
2013-04-17,75
2013-04-18,75
2013-04-19,74
2013-04-20,73
2013-04-21,76
2013-04-22,79
2013-04-23,81
2013-04-24,84
2013-04-25,86
2013-04-26,89
2013-04-27,92
2013-04-28,87
2013-04-29,83
2013-04-30,78
2013-05-01,73
2013-05-02,69
2013-05-03,64
2013-05-04,60
2013-05-05,60
2013-05-06,60
2013-05-07,60
2013-05-08,60
2013-05-09,60
2013-05-10,61
2013-05-11,61
2013-05-12,62
2013-05-13,64
2013-05-14,66
2013-05-15,67
2013-05-16,68
2013-05-17,69
2013-05-18,71
2013-05-19,72
2013-05-20,74
2013-05-21,75
2013-05-22,77
2013-05-23,78
2013-05-24,80
2013-05-25,81
2013-05-26,80
2013-06-02,66
2013-06-03,60
2013-06-04,55
2013-06-05,50
2013-06-06,45
2013-06-07,40
2013-06-08,35
2013-06-09,39
2013-06-10,42
2013-06-11,45
2013-06-12,48
2013-06-13,52
2013-06-14,55
2013-06-15,58
2013-06-16,60
2013-06-17,63
2013-06-18,65
2013-06-19,67
2013-06-20,69
2013-06-21,72
2013-06-22,74
2013-06-23,71
2013-06-24,68
2013-06-25,65
2013-06-26,62
2013-06-27,59
2013-06-28,56
2013-06-29,53
2013-06-30,52
2013-07-01,48
2013-07-02,47
2013-07-03,45
2013-07-04,44
2013-07-05,42
2013-07-06,41
2013-07-07,44
2013-07-08,49
2013-07-09,52
2013-07-10,56
2013-07-11,60
2013-07-12,63
2013-07-13,67
2013-07-14,65
2013-07-15,63
2013-07-16,61
2013-07-17,59
2013-07-18,58
2013-07-19,56
2013-07-20,54
2013-07-21,58
2013-07-22,61
2013-07-23,65
2013-07-24,68
2013-07-25,72
2013-07-26,75
2013-07-27,79
2013-07-28,77
2013-07-29,76
2013-07-30,75
2013-07-31,73
2013-08-01,72
2013-08-02,71
2013-08-03,70
2013-08-04,70
2013-08-05,71
2013-08-06,72
2013-08-07,72
2013-08-08,73
2013-08-09,74
2013-08-10,74
2013-08-11,73
2013-08-12,73
2013-08-13,72
2013-08-14,70
2013-08-15,69
2013-08-16,68
2013-08-17,67
2013-08-18,66
2013-08-19,64
2013-08-20,63
2013-08-21,62
2013-08-22,60
2013-08-23,59
2013-08-24,58
2013-08-25,56
2013-09-01,45
2013-09-02,48
2013-09-03,50
2013-09-04,53
2013-09-05,55
2013-09-06,58
2013-09-07,61
2013-09-08,61
2013-09-09,61
2013-09-10,62
2013-09-11,62
2013-09-12,63
2013-09-13,63
2013-09-14,63
2013-09-15,64
2013-09-16,65
2013-09-17,65
2013-09-18,65
2013-09-19,65
2013-09-20,66
2013-09-21,66
2013-09-22,61
2013-09-23,54
2013-09-24,49
2013-09-25,44
2013-09-26,38
2013-09-27,33
2013-09-28,28
2013-09-29,31
2013-09-30,33
2013-10-01,35
2013-10-02,37
2013-10-03,40
2013-10-04,42
2013-10-05,44
2013-10-06,48
2013-10-07,53
2013-10-08,57
2013-10-09,61
2013-10-10,66
2013-10-11,70
2013-10-12,74
2013-10-13,71
2013-10-14,67
2013-10-15,64
2013-10-16,61
2013-10-17,58
2013-10-18,55
2013-10-19,52
2013-10-20,56
2013-10-21,59
2013-10-22,62
2013-10-23,66
2013-10-24,69
2013-10-25,72
2013-10-26,76
2013-10-27,74
2013-10-28,73
2013-10-29,72
2013-10-30,70
2013-10-31,69
2013-11-01,67
2013-11-02,66
2013-11-03,60
2013-11-04,51
2013-11-05,45
2013-11-06,39
2013-11-07,33
2013-11-08,27
2013-11-09,21
2013-11-10,24
2013-11-11,27
2013-11-12,29
2013-11-13,32
2013-11-14,35
2013-11-15,37
2013-11-16,40
2013-11-17,39
2013-11-18,39
2013-11-19,38
2013-11-20,37
2013-11-21,36
2013-11-22,35
2013-11-23,34
2013-11-24,40
