Date,Manning & Napier
2012-05-26,71
2012-05-27,71
2012-05-28,71
2012-05-29,71
2012-05-30,71
2012-05-31,71
2012-06-01,71
2012-06-02,70
2012-06-03,70
2012-06-04,70
2012-06-05,70
2012-06-06,70
2012-06-07,70
2012-06-08,70
2012-06-09,70
2012-06-10,70
2012-06-11,70
2012-06-12,70
2012-06-13,70
2012-06-14,70
2012-06-15,70
2012-06-16,70
2012-06-17,69
2012-06-18,69
2012-06-19,69
2012-06-20,69
2012-06-21,69
2012-06-22,69
2012-06-23,69
2012-06-24,69
2012-06-25,69
2012-06-26,69
2012-06-27,69
2012-06-28,69
2012-06-29,69
2012-06-30,69
2012-07-01,69
2012-07-02,69
2012-07-03,69
2012-07-04,69
2012-07-05,69
2012-07-06,69
2012-07-07,69
2012-07-08,69
2012-07-09,69
2012-07-10,69
2012-07-11,69
2012-07-12,69
2012-07-13,69
2012-07-14,69
2012-07-15,69
2012-07-16,69
2012-07-17,69
2012-07-18,69
2012-07-19,69
2012-07-20,69
2012-07-21,69
2012-07-22,69
2012-07-23,69
2012-07-24,69
2012-07-25,69
2012-07-26,69
2012-07-27,69
2012-07-28,69
2012-07-29,69
2012-07-30,69
2012-07-31,69
2012-08-01,69
2012-08-02,68
2012-08-03,68
2012-08-04,67
2012-08-05,67
2012-08-06,66
2012-08-07,66
2012-08-08,66
2012-08-09,65
2012-08-10,65
2012-08-11,64
2012-08-12,64
2012-08-13,63
2012-08-14,63
2012-08-15,63
2012-08-16,62
2012-08-17,62
2012-08-18,61
2012-08-19,61
2012-08-20,61
2012-08-21,60
2012-08-22,60
2012-08-23,59
2012-08-24,59
2012-08-25,58
2012-08-26,58
2012-08-27,58
2012-08-28,57
2012-08-29,57
2012-08-30,56
2012-08-31,56
2012-09-01,56
2012-09-02,56
2012-09-03,56
2012-09-04,56
2012-09-05,56
2012-09-06,56
2012-09-07,56
2012-09-08,56
2012-09-09,56
2012-09-10,56
2012-09-11,56
2012-09-12,56
2012-09-13,56
2012-09-14,56
2012-09-15,56
2012-09-16,56
2012-09-17,56
2012-09-18,56
2012-09-19,56
2012-09-20,56
2012-09-21,56
2012-09-22,56
2012-09-23,56
2012-09-24,56
2012-09-25,56
2012-09-26,56
2012-09-27,56
2012-09-28,56
2012-09-29,56
2012-09-30,56
2012-10-01,56
2012-10-02,54
2012-10-03,52
2012-10-04,50
2012-10-05,48
2012-10-06,46
2012-10-07,45
2012-10-08,43
2012-10-09,41
2012-10-10,39
2012-10-11,37
2012-10-12,36
2012-10-13,34
2012-10-14,32
2012-10-15,30
2012-10-16,28
2012-10-17,27
2012-10-18,25
2012-10-19,23
2012-10-20,21
2012-10-21,19
2012-10-22,18
2012-10-23,16
2012-10-24,14
2012-10-25,12
2012-10-26,10
2012-10-27,9
2012-10-28,7
2012-10-29,5
2012-10-30,3
2012-10-31,1
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
