Date,Wells Fargo Securities
2011-01-31,52
2011-02-01,52
2011-02-02,54
2011-02-03,53
2011-02-04,54
2011-02-05,57
2011-02-06,59
2011-02-07,55
2011-02-08,55
2011-02-09,56
2011-02-10,55
2011-02-11,55
2011-02-12,58
2011-02-13,59
2011-02-14,56
2011-02-15,56
2011-02-16,57
2011-02-17,58
2011-02-18,57
2011-02-19,59
2011-02-20,61
2011-02-21,56
2011-02-22,55
2011-02-23,55
2011-02-24,55
2011-02-25,53
2011-02-26,54
2011-02-27,56
2011-02-28,54
2011-03-01,55
2011-03-02,57
2011-03-03,57
2011-03-04,58
2011-03-05,61
2011-03-06,61
2011-03-07,57
2011-03-08,57
2011-03-09,57
2011-03-10,56
2011-03-11,55
2011-03-12,57
2011-03-13,57
2011-03-14,54
2011-03-15,54
2011-03-16,54
2011-03-17,54
2011-03-18,53
2011-03-19,55
2011-03-20,55
2011-03-21,52
2011-03-22,52
2011-03-23,52
2011-03-24,52
2011-03-25,52
2011-03-26,54
2011-03-27,54
2011-03-28,53
2011-03-29,54
2011-03-30,54
2011-03-31,55
2011-04-01,56
2011-04-02,59
2011-04-03,60
2011-04-04,57
2011-04-05,57
2011-04-06,58
2011-04-07,58
2011-04-08,58
2011-04-09,61
2011-04-10,61
2011-04-11,59
2011-04-12,59
2011-04-13,59
2011-04-14,59
2011-04-15,59
2011-04-16,62
2011-04-17,63
2011-04-18,60
2011-04-19,60
2011-04-20,60
2011-04-21,60
2011-04-22,60
2011-04-23,63
2011-04-24,64
2011-04-25,59
2011-04-26,59
2011-04-27,60
2011-04-28,59
2011-04-29,59
2011-04-30,61
2011-05-01,61
2011-05-02,59
2011-05-03,59
2011-05-04,60
2011-05-05,59
2011-05-06,59
2011-05-07,62
2011-05-08,63
2011-05-09,59
2011-05-10,58
2011-05-11,58
2011-05-12,57
2011-05-13,57
2011-05-14,59
2011-05-15,59
2011-05-16,56
2011-05-17,56
2011-05-18,56
2011-05-19,56
2011-05-20,56
2011-05-21,57
2011-05-22,59
2011-05-23,56
2011-05-24,56
2011-05-25,56
2011-05-26,56
2011-05-27,56
2011-05-28,58
2011-05-29,59
2011-05-30,57
2011-05-31,57
2011-06-01,58
2011-06-02,58
2011-06-03,59
2011-06-04,62
2011-06-05,62
2011-06-06,59
2011-06-07,59
2011-06-08,59
2011-06-09,58
2011-06-10,58
2011-06-11,59
2011-06-12,61
2011-06-13,59
2011-06-14,60
2011-06-15,60
2011-06-16,62
2011-06-17,62
2011-06-18,65
2011-06-19,66
2011-06-20,62
2011-06-21,61
2011-06-22,61
2011-06-23,60
2011-06-24,60
2011-06-25,62
2011-06-26,63
2011-06-27,62
2011-06-28,63
2011-06-29,64
2011-06-30,65
2011-07-01,66
2011-07-02,69
2011-07-03,71
2011-07-04,68
2011-07-05,66
2011-07-06,65
2011-07-07,65
2011-07-08,65
2011-07-09,67
2011-07-10,69
2011-07-11,66
2011-07-12,67
2011-07-13,69
2011-07-14,69
2011-07-15,70
2011-07-16,74
2011-07-17,75
2011-07-18,71
2011-07-19,71
2011-07-20,71
2011-07-21,71
2011-07-22,71
2011-07-23,74
2011-07-24,74
2011-07-25,71
2011-07-26,72
2011-07-27,72
2011-07-28,72
2011-07-29,72
2011-07-30,76
2011-07-31,77
2011-08-01,75
2011-08-02,76
2011-08-03,78
2011-08-04,78
2011-08-05,79
2011-08-06,84
2011-08-07,85
2011-08-08,80
2011-08-09,80
2011-08-10,80
2011-08-11,80
2011-08-12,80
2011-08-13,82
2011-08-14,84
2011-08-15,80
2011-08-16,81
2011-08-17,80
2011-08-18,80
2011-08-19,80
2011-08-20,84
2011-08-21,84
2011-08-22,79
2011-08-23,79
2011-08-24,79
2011-08-25,78
2011-08-26,77
2011-08-27,79
2011-08-28,81
2011-08-29,77
2011-08-30,77
2011-08-31,78
2011-09-01,78
2011-09-02,78
2011-09-03,82
2011-09-04,82
2011-09-05,77
2011-09-06,75
2011-09-07,74
2011-09-08,73
2011-09-09,72
2011-09-10,73
2011-09-11,76
2011-09-12,72
2011-09-13,72
2011-09-14,73
2011-09-15,73
2011-09-16,74
2011-09-17,79
2011-09-18,78
2011-09-19,74
2011-09-20,73
2011-09-21,73
2011-09-22,72
2011-09-23,72
2011-09-24,75
2011-09-25,77
2011-09-26,74
2011-09-27,75
2011-09-28,76
2011-09-29,77
2011-09-30,78
2011-10-01,83
2011-10-02,85
2011-10-03,80
2011-10-04,80
2011-10-05,80
2011-10-06,80
2011-10-07,80
2011-10-08,84
2011-10-09,84
2011-10-10,79
2011-10-11,79
2011-10-12,78
2011-10-13,78
2011-10-14,77
2011-10-15,79
2011-10-16,82
2011-10-17,77
2011-10-18,77
2011-10-19,78
2011-10-20,77
2011-10-21,77
2011-10-22,81
2011-10-23,82
2011-10-24,77
2011-10-25,77
2011-10-26,78
2011-10-27,77
2011-10-28,77
2011-10-29,80
2011-10-30,82
2011-10-31,78
2011-11-01,79
2011-11-02,80
2011-11-03,81
2011-11-04,81
2011-11-05,84
2011-11-06,86
2011-11-07,80
2011-11-08,80
2011-11-09,80
2011-11-10,79
2011-11-11,78
2011-11-12,79
2011-11-13,82
2011-11-14,78
2011-11-15,79
2011-11-16,81
2011-11-17,80
2011-11-18,80
2011-11-19,84
2011-11-20,83
2011-11-21,77
2011-11-22,75
2011-11-23,74
2011-11-24,79
2011-11-25,70
2011-11-26,69
2011-11-27,73
2011-11-28,73
2011-11-29,75
2011-11-30,77
2011-12-01,79
2011-12-02,81
2011-12-03,86
2011-12-04,87
2011-12-05,82
2011-12-06,81
2011-12-07,81
2011-12-08,80
2011-12-09,80
2011-12-10,82
2011-12-11,84
2011-12-12,80
2011-12-13,81
2011-12-14,81
2011-12-15,82
2011-12-16,82
2011-12-17,86
2011-12-18,88
2011-12-19,84
2011-12-20,84
2011-12-21,85
2011-12-22,85
2011-12-23,86
2011-12-24,91
2011-12-25,96
2011-12-26,87
2011-12-27,87
2011-12-28,87
2011-12-29,87
2011-12-30,87
2011-12-31,90
2012-01-01,93
2012-01-02,86
2012-01-03,86
2012-01-04,86
2012-01-05,86
2012-01-06,86
2012-01-07,90
2012-01-08,89
2012-01-09,85
2012-01-10,85
2012-01-11,84
2012-01-12,84
2012-01-13,84
2012-01-14,87
2012-01-15,88
2012-01-16,83
2012-01-17,83
2012-01-18,82
2012-01-19,83
2012-01-20,82
2012-01-21,84
2012-01-22,87
2012-01-23,82
2012-01-24,82
2012-01-25,82
2012-01-26,82
2012-01-27,82
2012-01-28,85
2012-01-29,88
2012-01-30,85
2012-01-31,86
2012-02-01,88
2012-02-02,90
2012-02-03,91
2012-02-04,95
2012-02-05,98
2012-02-06,91
2012-02-07,90
2012-02-08,89
2012-02-09,88
2012-02-10,87
2012-02-11,90
2012-02-12,92
2012-02-13,87
2012-02-14,87
2012-02-15,87
2012-02-16,87
2012-02-17,87
2012-02-18,92
2012-02-19,92
2012-02-20,87
2012-02-21,87
2012-02-22,86
2012-02-23,87
2012-02-24,86
2012-02-25,89
2012-02-26,91
2012-02-27,86
2012-02-28,86
2012-02-29,86
2012-03-01,86
2012-03-02,86
2012-03-03,90
2012-03-04,92
2012-03-05,86
2012-03-06,86
2012-03-07,86
2012-03-08,85
2012-03-09,85
2012-03-10,88
2012-03-11,90
2012-03-12,85
2012-03-13,85
2012-03-14,86
2012-03-15,86
2012-03-16,86
2012-03-17,90
2012-03-18,90
2012-03-19,86
2012-03-20,86
2012-03-21,85
2012-03-22,85
2012-03-23,84
2012-03-24,87
2012-03-25,87
2012-03-26,84
2012-03-27,84
2012-03-28,84
2012-03-29,84
2012-03-30,84
2012-03-31,88
2012-04-01,89
2012-04-02,86
2012-04-03,87
2012-04-04,88
2012-04-05,89
2012-04-06,90
2012-04-07,96
2012-04-08,96
2012-04-09,90
2012-04-10,89
2012-04-11,89
2012-04-12,88
2012-04-13,88
2012-04-14,92
2012-04-15,91
2012-04-16,87
2012-04-17,87
2012-04-18,87
2012-04-19,86
2012-04-20,86
2012-04-21,89
2012-04-22,89
2012-04-23,84
2012-04-24,84
2012-04-25,83
2012-04-26,83
2012-04-27,82
2012-04-28,85
2012-04-29,87
2012-04-30,84
2012-05-01,85
2012-05-02,89
2012-05-03,87
2012-05-04,88
2012-05-05,93
2012-05-06,93
2012-05-07,88
2012-05-08,88
2012-05-09,87
2012-05-10,86
2012-05-11,85
2012-05-12,89
2012-05-13,89
2012-05-14,85
2012-05-15,85
2012-05-16,87
2012-05-17,86
2012-05-18,86
2012-05-19,90
2012-05-20,91
2012-05-21,86
2012-05-22,86
2012-05-23,86
2012-05-24,85
2012-05-25,85
2012-05-26,88
2012-05-27,90
2012-05-28,85
2012-05-29,85
2012-05-30,85
2012-05-31,85
2012-06-01,85
2012-06-02,89
2012-06-03,91
2012-06-04,86
2012-06-05,87
2012-06-06,87
2012-06-07,88
2012-06-08,88
2012-06-09,93
2012-06-10,93
2012-06-11,88
2012-06-12,88
2012-06-13,88
2012-06-14,88
2012-06-15,88
2012-06-16,92
2012-06-17,92
2012-06-18,88
2012-06-19,89
2012-06-20,89
2012-06-21,90
2012-06-22,90
2012-06-23,95
2012-06-24,95
2012-06-25,91
2012-06-26,91
2012-06-27,92
2012-06-28,91
2012-06-29,91
2012-06-30,95
2012-07-01,96
2012-07-02,92
2012-07-03,92
2012-07-04,98
2012-07-05,92
2012-07-06,92
2012-07-07,95
2012-07-08,96
2012-07-09,92
2012-07-10,92
2012-07-11,93
2012-07-12,92
2012-07-13,92
2012-07-14,96
2012-07-15,97
2012-07-16,93
2012-07-17,93
2012-07-18,93
2012-07-19,93
2012-07-20,93
2012-07-21,96
2012-07-22,97
2012-07-23,92
2012-07-24,92
2012-07-25,91
2012-07-26,92
2012-07-27,91
2012-07-28,94
2012-07-29,95
2012-07-30,93
2012-07-31,94
2012-08-01,96
2012-08-02,98
2012-08-03,98
2012-08-04,104
2012-08-05,104
2012-08-06,98
2012-08-07,97
2012-08-08,98
2012-08-09,96
2012-08-10,95
2012-08-11,98
2012-08-12,101
2012-08-13,96
2012-08-14,96
2012-08-15,97
2012-08-16,98
2012-08-17,98
2012-08-18,103
2012-08-19,102
2012-08-20,97
2012-08-21,96
2012-08-22,96
2012-08-23,94
2012-08-24,93
2012-08-25,95
2012-08-26,96
2012-08-27,91
2012-08-28,91
2012-08-29,91
2012-08-30,91
2012-08-31,91
