Date,HSBC
2006-08-14,75
2006-08-15,76
2006-08-16,75
2006-08-17,76
2006-08-18,75
2006-08-19,80
2006-08-20,79
2006-08-21,75
2006-08-22,76
2006-08-23,74
2006-08-24,73
2006-08-25,73
2006-08-26,79
2006-08-27,76
2006-08-28,73
2006-08-29,73
2006-08-30,74
2006-08-31,73
2006-09-01,74
2006-09-02,78
2006-09-03,77
2006-09-04,74
2006-09-05,74
2006-09-06,77
2006-09-07,74
2006-09-08,74
2006-09-09,79
2006-09-10,76
2006-09-11,74
2006-09-12,75
2006-09-13,76
2006-09-14,75
2006-09-15,75
2006-09-16,80
2006-09-17,78
2006-09-18,74
2006-09-19,74
2006-09-20,75
2006-09-21,73
2006-09-22,73
2006-09-23,77
2006-09-24,73
2006-09-25,73
2006-09-26,75
2006-09-27,74
2006-09-28,75
2006-09-29,76
2006-09-30,83
2006-10-01,80
2006-10-02,77
2006-10-03,79
2006-10-04,78
2006-10-05,79
2006-10-06,79
2006-10-07,85
2006-10-08,83
2006-10-09,78
2006-10-10,78
2006-10-11,76
2006-10-12,75
2006-10-13,74
2006-10-14,79
2006-10-15,76
2006-10-16,74
2006-10-17,76
2006-10-18,76
2006-10-19,77
2006-10-20,76
2006-10-21,82
2006-10-22,78
2006-10-23,76
2006-10-24,76
2006-10-25,75
2006-10-26,74
2006-10-27,74
2006-10-28,79
2006-10-29,77
2006-10-30,76
2006-10-31,77
2006-11-01,78
2006-11-02,81
2006-11-03,80
2006-11-04,86
2006-11-05,84
2006-11-06,79
2006-11-07,79
2006-11-08,78
2006-11-09,77
2006-11-10,75
2006-11-11,80
2006-11-12,76
2006-11-13,75
2006-11-14,75
2006-11-15,76
2006-11-16,75
2006-11-17,75
2006-11-18,81
2006-11-19,78
2006-11-20,75
2006-11-21,74
2006-11-22,74
2006-11-23,75
2006-11-24,73
2006-11-25,77
2006-11-26,75
2006-11-27,74
2006-11-28,75
2006-11-29,77
2006-11-30,77
2006-12-01,78
2006-12-02,82
2006-12-03,81
2006-12-04,78
2006-12-05,79
2006-12-06,78
2006-12-07,78
2006-12-08,79
2006-12-09,82
2006-12-10,79
2006-12-11,78
2006-12-12,80
2006-12-13,79
2006-12-14,80
2006-12-15,80
2006-12-16,87
2006-12-17,84
2006-12-18,82
2006-12-19,83
2006-12-20,83
2006-12-21,84
2006-12-22,84
2006-12-23,88
2006-12-24,89
2006-12-25,85
2006-12-26,82
2006-12-27,81
2006-12-28,80
2006-12-29,79
2006-12-30,83
2006-12-31,83
2007-01-01,80
2007-01-02,81
2007-01-03,82
2007-01-04,83
2007-01-05,84
2007-01-06,90
2007-01-07,86
2007-01-08,83
2007-01-09,82
2007-01-10,82
2007-01-11,80
2007-01-12,79
2007-01-13,83
2007-01-14,82
2007-01-15,79
2007-01-16,80
2007-01-17,80
2007-01-18,79
2007-01-19,79
2007-01-20,85
2007-01-21,82
2007-01-22,80
2007-01-23,82
2007-01-24,81
2007-01-25,82
2007-01-26,82
2007-01-27,89
2007-01-28,84
2007-01-29,84
2007-01-30,85
2007-01-31,85
2007-02-01,85
2007-02-02,87
2007-02-03,92
2007-02-04,89
2007-02-05,85
2007-02-06,84
2007-02-07,85
2007-02-08,83
2007-02-09,83
2007-02-10,85
2007-02-11,84
2007-02-12,81
2007-02-13,81
2007-02-14,82
2007-02-15,80
2007-02-16,81
2007-02-17,85
2007-02-18,82
2007-02-19,80
2007-02-20,80
2007-02-21,82
2007-02-22,81
2007-02-23,81
2007-02-24,88
2007-02-25,84
2007-02-26,84
2007-02-27,85
2007-02-28,86
2007-03-01,88
2007-03-02,88
2007-03-03,95
2007-03-04,90
2007-03-05,88
2007-03-06,90
2007-03-07,89
2007-03-08,87
2007-03-09,87
2007-03-10,90
2007-03-11,91
2007-03-12,86
2007-03-13,85
2007-03-14,85
2007-03-15,84
2007-03-16,85
2007-03-17,89
2007-03-18,87
2007-03-19,83
2007-03-20,83
2007-03-21,83
2007-03-22,82
2007-03-23,82
2007-03-24,86
2007-03-25,87
2007-03-26,84
2007-03-27,85
2007-03-28,86
2007-03-29,87
2007-03-30,88
2007-03-31,95
2007-05-01,88
2007-05-02,90
2007-05-03,89
2007-05-04,89
2007-05-05,96
2007-05-06,92
2007-05-07,86
2007-05-08,84
2007-05-09,83
2007-05-10,81
2007-05-11,79
2007-05-12,82
2007-05-13,82
2007-05-14,79
2007-05-15,80
2007-05-16,82
2007-05-17,82
2007-05-18,83
2007-05-19,90
2007-05-20,86
2007-05-21,83
2007-05-22,83
2007-05-23,83
2007-05-24,82
2007-05-25,82
2007-05-26,89
2007-05-27,85
2007-05-28,82
2007-05-29,82
2007-05-30,83
2007-05-31,83
2007-06-01,84
2007-06-02,89
2007-06-03,87
2007-06-04,84
2007-06-05,86
2007-06-06,85
2007-06-07,86
2007-06-08,87
2007-06-09,92
2007-06-10,89
2007-06-11,86
2007-06-12,87
2007-06-13,87
2007-06-14,86
2007-06-15,86
2007-06-16,92
2007-06-17,88
2007-06-18,86
2007-06-19,86
2007-06-20,86
2007-06-21,86
2007-06-22,86
2007-06-23,90
2007-06-24,90
2007-06-25,87
2007-06-26,89
2007-06-27,88
2007-06-28,89
2007-06-29,90
2007-06-30,97
2007-07-01,94
2007-07-02,93
2007-07-03,95
2007-07-04,95
2007-07-05,96
2007-07-06,97
2007-07-07,103
2007-07-08,101
2007-07-09,96
2007-07-10,97
2007-07-11,95
2007-07-12,95
2007-07-13,94
2007-07-14,98
2007-07-15,96
2007-07-16,94
2007-07-17,94
2007-07-18,95
2007-07-19,94
2007-07-20,94
2007-07-21,100
2007-07-22,96
2007-07-23,93
2007-07-24,93
2007-07-25,93
2007-07-26,93
2007-07-27,93
2007-07-28,99
2007-07-29,95
2007-07-30,94
2007-07-31,94
2007-08-01,95
2007-08-02,97
2007-08-03,96
2007-08-04,104
2007-08-05,97
2007-08-06,95
2007-08-07,94
2007-08-08,94
2007-08-09,92
2007-08-10,92
2007-08-11,96
2007-08-12,93
2007-08-13,91
2007-08-14,93
2007-08-15,92
2007-08-16,93
2007-08-17,92
2007-08-18,99
2007-08-19,95
2007-08-20,91
2007-08-21,92
2007-08-22,91
2007-08-23,90
2007-08-24,89
2007-08-25,94
2007-08-26,92
2007-08-27,89
2007-08-28,89
2007-08-29,90
2007-08-30,90
2007-08-31,90
2007-09-01,97
2007-09-02,93
2007-09-03,90
2007-09-04,91
2007-09-05,89
2007-09-06,90
2007-09-07,89
2007-09-08,95
2007-09-09,91
2007-09-10,88
2007-09-11,89
2007-09-12,88
2007-09-13,88
2007-09-14,88
2007-09-15,93
2007-09-16,90
2007-09-17,89
2007-09-18,89
2007-09-19,90
2007-09-20,91
2007-09-21,91
2007-09-22,98
2007-09-23,96
2007-09-24,92
2007-09-25,92
2007-09-26,92
2007-09-27,92
2007-09-28,92
2007-09-29,99
2007-09-30,94
2007-10-01,92
2007-10-02,93
2007-10-03,92
2007-10-04,94
2007-10-05,92
2007-10-06,97
2007-10-07,96
2007-10-08,90
2007-10-09,89
2007-10-10,88
2007-10-11,87
2007-10-12,86
2007-10-13,89
2007-10-14,88
2007-10-15,85
2007-10-16,87
2007-10-17,85
2007-10-18,86
2007-10-19,85
2007-10-20,92
2007-10-21,86
2007-10-22,85
2007-10-23,86
2007-10-24,85
2007-10-25,85
2007-10-26,85
2007-10-27,90
2007-10-28,88
2007-10-29,87
2007-10-30,88
2007-10-31,90
2007-11-01,91
2007-11-02,94
2007-11-03,99
2007-11-04,95
2007-11-05,91
2007-11-06,90
2007-11-07,89
2007-11-08,88
2007-11-09,87
2007-11-10,90
2007-11-11,90
2007-11-12,87
2007-11-13,87
2007-11-14,88
2007-11-15,88
2007-11-16,89
2007-11-17,96
2007-11-18,93
2007-11-19,89
2007-11-20,89
2007-11-21,88
2007-11-22,89
2007-11-23,88
2007-11-24,94
2007-11-25,90
2007-11-26,90
2007-11-27,92
2007-11-28,92
2007-11-29,93
2007-11-30,94
2007-12-01,101
2007-12-02,99
2007-12-03,95
2007-12-04,95
2007-12-05,96
2007-12-06,95
2007-12-07,95
2007-12-08,101
2007-12-09,97
2007-12-10,94
2007-12-11,94
2007-12-12,94
2007-12-13,92
2007-12-14,92
2007-12-15,97
2007-12-16,95
2007-12-17,93
2007-12-18,95
2007-12-19,96
2007-12-20,96
2007-12-21,97
2007-12-22,105
2007-12-23,99
2007-12-24,94
2007-12-25,100
2007-12-26,90
2007-12-27,88
2007-12-28,86
2007-12-29,90
2007-12-30,90
2007-12-31,89
2008-01-01,97
2008-01-02,93
2008-01-03,97
2008-01-04,98
2008-01-05,104
2008-01-06,103
2008-01-07,98
2008-01-08,99
2008-01-09,98
2008-01-10,95
2008-01-11,94
2008-01-12,99
2008-01-13,96
2008-01-14,93
2008-01-15,93
2008-01-16,93
2008-01-17,93
2008-01-18,92
2008-01-19,96
2008-01-20,95
2008-01-21,92
2008-01-22,93
2008-01-23,93
2008-01-24,93
2008-01-25,93
2008-01-26,100
2008-01-27,97
2008-01-28,95
2008-01-29,96
2008-01-30,96
2008-01-31,96
