Date,Fabrinet
2011-04-05,46
2011-04-06,45
2011-04-07,44
2011-04-08,44
2011-04-09,43
2011-04-10,42
2011-04-11,42
2011-04-12,41
2011-04-13,40
2011-04-14,39
2011-04-15,39
2011-04-16,38
2011-04-17,37
2011-04-18,37
2011-04-19,36
2011-04-20,35
2011-04-21,35
2011-04-22,34
2011-04-23,33
2011-04-24,32
2011-04-25,32
2011-04-26,31
2011-04-27,30
2011-04-28,30
2011-04-29,29
2011-04-30,28
