Date,Booz Allen & Hamilton
2010-06-08,76
2010-06-09,76
2010-06-10,76
2010-06-11,76
2010-06-12,75
2010-06-13,75
2010-06-14,75
2010-06-15,74
2010-06-16,74
2010-06-17,74
2010-06-18,73
2010-06-19,73
2010-06-20,73
2010-06-21,73
2010-06-22,72
2010-06-23,72
2010-06-24,72
2010-06-25,71
2010-06-26,71
2010-06-27,71
2010-06-28,70
2010-06-29,70
2010-06-30,70
2010-07-01,70
2010-07-02,70
2010-07-03,71
2010-07-04,72
2010-07-05,73
2010-07-06,73
2010-07-07,74
2010-07-08,75
2010-07-09,76
2010-07-10,76
2010-07-11,77
2010-07-12,78
2010-07-13,79
2010-07-14,80
2010-07-15,80
2010-07-16,81
2010-07-17,82
2010-07-18,83
2010-07-19,83
2010-07-20,84
2010-07-21,85
2010-07-22,86
2010-07-23,87
2010-07-24,87
2010-07-25,88
2010-07-26,89
2010-07-27,90
2010-07-28,90
2010-07-29,91
2010-07-30,92
2010-07-31,93
2010-08-01,94
2010-08-02,94
2010-08-03,94
2010-08-04,94
2010-08-05,94
2010-08-06,94
2010-08-07,94
2010-08-08,94
2010-08-09,94
2010-08-10,94
2010-08-11,94
2010-08-12,95
2010-08-13,95
2010-08-14,95
2010-08-15,95
2010-08-16,95
2010-08-17,95
2010-08-18,95
2010-08-19,95
2010-08-20,95
2010-08-21,95
2010-08-22,96
2010-08-23,96
2010-08-24,96
2010-08-25,96
2010-08-26,96
2010-08-27,96
2010-08-28,96
2010-08-29,96
2010-08-30,96
2010-08-31,96
2010-09-01,97
2010-09-02,96
2010-09-03,95
2010-09-04,94
2010-09-05,93
2010-09-06,92
2010-09-07,91
2010-09-08,90
2010-09-09,89
2010-09-10,88
2010-09-11,87
2010-09-12,86
2010-09-13,85
2010-09-14,84
2010-09-15,83
2010-09-16,83
2010-09-17,82
2010-09-18,81
2010-09-19,80
2010-09-20,79
2010-09-21,78
2010-09-22,77
2010-09-23,76
2010-09-24,75
2010-09-25,74
2010-09-26,73
2010-09-27,72
2010-09-28,71
2010-09-29,70
2010-09-30,69
2010-10-01,69
2010-10-02,68
2010-10-03,67
2010-10-04,67
2010-10-05,66
2010-10-06,65
2010-10-07,65
2010-10-08,64
2010-10-09,63
2010-10-10,63
2010-10-11,62
2010-10-12,61
2010-10-13,61
2010-10-14,60
2010-10-15,59
2010-10-16,59
2010-10-17,58
2010-10-18,58
2010-10-19,57
2010-10-20,56
2010-10-21,56
2010-10-22,55
2010-10-23,54
2010-10-24,54
2010-10-25,53
2010-10-26,52
2010-10-27,52
2010-10-28,51
2010-10-29,50
2010-10-30,50
2010-10-31,49
2010-11-01,49
2010-11-02,48
2010-11-03,48
2010-11-04,48
2010-11-05,48
2010-11-06,47
2010-11-07,47
2010-11-08,47
2010-11-09,47
2010-11-10,46
2010-11-11,46
2010-11-12,46
2010-11-13,46
2010-11-14,45
2010-11-15,45
2010-11-16,45
2010-11-17,45
2010-11-18,45
2010-11-19,44
2010-11-20,44
2010-11-21,44
2010-11-22,44
2010-11-23,43
2010-11-24,43
2010-11-25,43
2010-11-26,43
2010-11-27,42
2010-11-28,42
2010-11-29,42
2010-11-30,42
2010-12-01,42
2010-12-02,43
2010-12-03,44
2010-12-04,46
2010-12-05,47
2010-12-06,48
2010-12-07,50
2010-12-08,51
2010-12-09,53
2010-12-10,54
2010-12-11,55
2010-12-12,57
2010-12-13,58
2010-12-14,60
2010-12-15,61
2010-12-16,62
2010-12-17,64
2010-12-18,65
2010-12-19,66
2010-12-20,68
2010-12-21,69
2010-12-22,71
2010-12-23,72
2010-12-24,73
2010-12-25,75
2010-12-26,76
2010-12-27,78
2010-12-28,79
2010-12-29,80
2010-12-30,82
2010-12-31,83
2011-01-01,85
2011-01-02,83
2011-01-03,82
2011-01-04,81
2011-01-05,79
2011-01-06,78
2011-01-07,77
2011-01-08,75
2011-01-09,74
2011-01-10,73
2011-01-11,71
2011-01-12,70
2011-01-13,69
2011-01-14,67
2011-01-15,66
2011-01-16,65
2011-01-17,63
2011-01-18,62
2011-01-19,61
2011-01-20,59
2011-01-21,58
2011-01-22,57
2011-01-23,55
2011-01-24,54
2011-01-25,53
2011-01-26,51
2011-01-27,50
2011-01-28,49
2011-01-29,47
2011-01-30,46
2011-01-31,45
2011-02-01,44
2011-02-02,45
2011-02-03,47
2011-02-04,49
2011-02-05,51
2011-02-06,53
2011-02-07,55
2011-02-08,57
2011-02-09,58
2011-02-10,60
2011-02-11,62
2011-02-12,64
2011-02-13,66
2011-02-14,68
2011-02-15,70
2011-02-16,71
2011-02-17,73
2011-02-18,75
2011-02-19,77
2011-02-20,79
2011-02-21,81
2011-02-22,83
2011-02-23,84
2011-02-24,86
2011-02-25,88
2011-02-26,90
2011-02-27,92
2011-02-28,94
2011-03-01,96
2011-03-02,95
2011-03-03,95
2011-03-04,95
2011-03-05,95
2011-03-06,95
2011-03-07,95
2011-03-08,95
2011-03-09,94
2011-03-10,94
2011-03-11,94
2011-03-12,94
2011-03-13,94
2011-03-14,94
2011-03-15,94
2011-03-16,94
2011-03-17,93
2011-03-18,93
2011-03-19,93
2011-03-20,93
2011-03-21,93
2011-03-22,93
2011-03-23,93
2011-03-24,93
2011-03-25,92
2011-03-26,92
2011-03-27,92
2011-03-28,92
2011-03-29,92
2011-03-30,92
2011-03-31,92
2011-04-01,92
2011-04-02,91
2011-04-03,90
2011-04-04,89
2011-04-05,88
2011-04-06,87
2011-04-07,86
2011-04-08,85
2011-04-09,85
2011-04-10,84
2011-04-11,83
2011-04-12,82
2011-04-13,81
2011-04-14,80
2011-04-15,79
2011-04-16,79
2011-04-17,78
2011-04-18,77
2011-04-19,76
2011-04-20,75
2011-04-21,74
2011-04-22,73
2011-04-23,72
2011-04-24,72
2011-04-25,71
2011-04-26,70
2011-04-27,69
2011-04-28,68
2011-04-29,67
2011-04-30,66
2011-05-01,66
2011-05-02,66
2011-05-03,67
2011-05-04,67
2011-05-05,68
2011-05-06,69
2011-05-07,69
2011-05-08,70
2011-05-09,70
2011-05-10,71
2011-05-11,72
2011-05-12,72
2011-05-13,73
2011-05-14,73
2011-05-15,74
2011-05-16,75
2011-05-17,75
2011-05-18,76
2011-05-19,77
2011-05-20,77
2011-05-21,78
2011-05-22,78
2011-05-23,79
2011-05-24,80
2011-05-25,80
2011-05-26,81
2011-05-27,81
2011-05-28,82
2011-05-29,83
2011-05-30,83
2011-05-31,84
2011-06-01,85
2011-06-02,84
2011-06-03,83
2011-06-04,82
2011-06-05,81
2011-06-06,80
2011-06-07,79
2011-06-08,78
2011-06-09,77
2011-06-10,76
2011-06-11,76
2011-06-12,75
2011-06-13,74
2011-06-14,73
2011-06-15,72
2011-06-16,71
2011-06-17,70
2011-06-18,69
2011-06-19,68
2011-06-20,67
2011-06-21,67
2011-06-22,66
2011-06-23,65
2011-06-24,64
2011-06-25,63
2011-06-26,62
2011-06-27,61
2011-06-28,60
2011-06-29,59
2011-06-30,58
2011-07-01,58
2011-07-02,57
2011-07-03,57
2011-07-04,57
2011-07-05,57
2011-07-06,57
2011-07-07,57
2011-07-08,57
2011-07-09,56
2011-07-10,56
2011-07-11,56
2011-07-12,56
2011-07-13,56
2011-07-14,56
2011-07-15,56
2011-07-16,56
2011-07-17,55
2011-07-18,55
2011-07-19,55
2011-07-20,55
2011-07-21,55
2011-07-22,55
2011-07-23,55
2011-07-24,55
2011-07-25,54
2011-07-26,54
2011-07-27,54
2011-07-28,54
2011-07-29,54
2011-07-30,54
2011-07-31,54
2011-08-01,54
2011-08-02,54
2011-08-03,55
2011-08-04,56
2011-08-05,57
2011-08-06,58
2011-08-07,59
2011-08-08,60
2011-08-09,60
2011-08-10,61
2011-08-11,62
2011-08-12,63
2011-08-13,64
2011-08-14,65
2011-08-15,66
2011-08-16,67
2011-08-17,67
2011-08-18,68
2011-08-19,69
2011-08-20,70
2011-08-21,71
2011-08-22,72
2011-08-23,73
2011-08-24,74
2011-08-25,74
2011-08-26,75
2011-08-27,76
2011-08-28,77
2011-08-29,78
2011-08-30,79
2011-08-31,80
2011-09-01,81
2011-09-02,80
2011-09-03,80
2011-09-04,79
2011-09-05,79
2011-09-06,78
2011-09-07,78
2011-09-08,77
2011-09-09,77
2011-09-10,77
2011-09-11,76
2011-09-12,76
2011-09-13,75
2011-09-14,75
2011-09-15,74
2011-09-16,74
2011-09-17,74
2011-09-18,73
2011-09-19,73
2011-09-20,72
2011-09-21,72
2011-09-22,71
2011-09-23,71
2011-09-24,71
2011-09-25,70
2011-09-26,70
2011-09-27,69
2011-09-28,69
2011-09-29,68
2011-09-30,68
2011-10-01,68
2011-10-02,67
2011-10-03,66
2011-10-04,65
2011-10-05,65
2011-10-06,64
2011-10-07,63
2011-10-08,63
2011-10-09,62
2011-10-10,61
2011-10-11,61
2011-10-12,60
2011-10-13,59
2011-10-14,59
2011-10-15,58
2011-10-16,57
2011-10-17,57
2011-10-18,56
2011-10-19,55
2011-10-20,55
2011-10-21,54
2011-10-22,53
2011-10-23,53
2011-10-24,52
2011-10-25,51
2011-10-26,51
2011-10-27,50
2011-10-28,49
2011-10-29,49
2011-10-30,48
2011-10-31,47
2011-11-01,47
2011-11-02,46
2011-11-03,46
2011-11-04,45
2011-11-05,45
2011-11-06,45
2011-11-07,44
2011-11-08,44
2011-11-09,43
2011-11-10,43
2011-11-11,43
2011-11-12,42
2011-11-13,42
2011-11-14,41
2011-11-15,41
2011-11-16,41
2011-11-17,40
2011-11-18,40
2011-11-19,39
2011-11-20,39
2011-11-21,39
2011-11-22,38
2011-11-23,38
2011-11-24,37
2011-11-25,37
2011-11-26,37
2011-11-27,36
2011-11-28,36
2011-11-29,35
2011-11-30,35
