Date,Newegg
2009-12-27,56
2009-12-28,59
2009-12-29,63
2009-12-30,66
2009-12-31,70
2010-01-01,73
2010-01-02,77
2010-01-03,75
2010-01-04,75
2010-01-05,73
2010-01-06,72
2010-01-07,71
2010-01-08,70
2010-01-09,69
2010-01-10,67
2010-01-11,64
2010-01-12,62
2010-01-13,61
2010-01-14,59
2010-01-15,57
2010-01-16,56
2010-01-17,56
2010-01-18,56
2010-01-19,57
2010-01-20,57
2010-01-21,57
2010-01-22,57
2010-01-23,58
2010-01-24,57
2010-01-25,56
2010-01-26,56
2010-01-27,55
2010-01-28,54
2010-01-29,54
2010-01-30,53
2010-01-31,52
2010-02-01,51
2010-02-02,50
2010-02-03,50
2010-02-04,49
2010-02-05,48
2010-02-06,48
2010-02-07,49
2010-02-08,51
2010-02-09,52
2010-02-10,54
2010-02-11,55
2010-02-12,57
2010-02-13,59
2010-02-14,59
2010-02-15,59
2010-02-16,60
2010-02-17,60
2010-02-18,60
2010-02-19,60
2010-02-20,61
2010-02-21,61
2010-02-22,61
2010-02-23,62
2010-02-24,62
2010-02-25,63
2010-02-26,63
2010-02-27,64
2010-02-28,63
2010-03-07,57
2010-03-08,56
2010-03-09,56
2010-03-10,55
2010-03-11,55
2010-03-12,54
2010-03-13,54
2010-03-14,53
2010-03-15,54
2010-03-16,53
2010-03-17,53
2010-03-18,53
2010-03-19,53
2010-03-20,53
2010-03-21,54
2010-03-22,54
2010-03-23,54
2010-03-24,55
2010-03-25,55
2010-03-26,56
2010-03-27,57
2010-03-28,56
2010-03-29,56
2010-03-30,56
2010-03-31,55
2010-04-01,55
2010-04-02,55
2010-04-03,55
2010-04-04,56
2010-04-05,57
2010-04-06,58
2010-04-07,59
2010-04-08,60
2010-04-09,61
2010-04-10,63
2010-04-11,62
2010-04-12,63
2010-04-13,62
2010-04-14,62
2010-04-15,62
2010-04-16,62
2010-04-17,62
2010-04-18,60
2010-04-19,57
2010-04-20,55
2010-04-21,53
2010-04-22,51
2010-04-23,49
2010-04-24,47
2010-04-25,49
2010-04-26,52
2010-04-27,54
2010-04-28,57
2010-04-29,59
2010-04-30,62
2010-05-01,64
2010-05-02,61
2010-05-03,57
2010-05-04,53
2010-05-05,50
2010-05-06,47
2010-05-07,43
2010-05-08,40
2010-05-09,40
2010-05-10,41
2010-05-11,41
2010-05-12,42
2010-05-13,42
2010-05-14,43
2010-05-15,44
2010-05-16,45
2010-05-17,47
2010-05-18,49
2010-05-19,51
2010-05-20,53
2010-05-21,55
2010-05-22,57
2010-05-23,55
2010-05-24,53
2010-05-25,51
2010-05-26,50
2010-05-27,48
2010-05-28,46
2010-05-29,45
2010-05-30,46
2010-06-01,48
2010-06-02,49
2010-06-03,50
2010-06-04,51
2010-06-05,52
2010-06-06,52
2010-06-07,52
2010-06-08,52
2010-06-09,52
2010-06-10,52
2010-06-11,52
2010-06-12,52
2010-06-13,52
2010-06-14,53
2010-06-15,54
2010-06-16,58
2010-06-17,56
2010-06-18,57
2010-06-19,58
2010-06-20,56
2010-06-21,54
2010-06-22,52
2010-06-23,51
2010-06-24,49
2010-06-25,47
2010-06-26,46
2010-06-27,46
2010-06-28,47
2010-06-29,48
2010-06-30,50
2010-07-01,49
2010-07-02,50
2010-07-03,51
2010-07-04,51
2010-07-05,51
2010-07-06,51
2010-07-07,52
2010-07-08,52
2010-07-09,52
2010-07-10,53
2010-07-11,53
2010-07-12,53
2010-07-13,53
2010-07-14,54
2010-07-15,54
2010-07-16,54
2010-07-17,55
2010-07-18,54
2010-07-19,54
2010-07-20,54
2010-07-21,54
2010-07-22,56
2010-07-23,54
2010-07-24,54
2010-07-25,55
2010-07-26,56
2010-07-27,57
2010-07-28,58
2010-07-29,59
2010-07-30,60
2010-07-31,65
2010-08-01,62
2010-08-02,62
2010-08-03,62
2010-08-04,62
2010-08-05,62
2010-08-06,62
2010-08-07,62
2010-08-08,64
2010-08-09,66
2010-08-10,68
2010-08-11,70
2010-08-12,74
2010-08-13,74
2010-08-14,77
2010-08-15,75
2010-08-16,74
2010-08-17,72
2010-08-18,71
2010-08-19,69
2010-08-20,68
2010-08-21,67
2010-08-22,65
2010-08-23,64
2010-08-24,63
2010-08-25,61
2010-08-26,64
2010-08-27,59
2010-08-28,58
2010-08-29,56
2010-08-30,55
2010-08-31,54
2010-09-01,52
2010-09-02,51
2010-09-03,50
2010-09-04,49
2010-09-05,49
2010-09-06,50
2010-09-07,50
2010-09-08,51
2010-09-09,51
2010-09-10,52
2010-09-11,53
2010-09-12,51
2010-09-13,50
2010-09-14,49
2010-09-15,47
2010-09-16,47
2010-09-17,45
2010-09-18,44
2010-09-19,44
2010-09-20,45
2010-09-21,46
2010-09-22,46
2010-09-23,47
2010-09-24,48
2010-09-25,49
2010-09-26,51
2010-09-27,53
2010-09-28,55
2010-09-29,60
2010-09-30,59
2010-10-01,61
2010-10-02,63
2010-10-03,61
2010-10-04,60
2010-10-05,59
2010-10-06,57
2010-10-07,56
2010-10-08,55
2010-10-09,54
2010-10-10,52
2010-10-11,51
2010-10-12,50
2010-10-13,48
2010-10-14,47
2010-10-15,46
2010-10-16,45
2010-10-17,48
2010-10-18,51
2010-10-19,54
2010-10-20,61
2010-10-21,60
2010-10-22,63
2010-10-23,67
2010-10-24,65
2010-10-25,65
2010-10-26,65
2010-10-27,65
2010-10-28,64
2010-10-29,67
2010-10-30,64
2010-10-31,61
2010-11-01,58
2010-11-02,56
2010-11-03,53
2010-11-04,51
2010-11-05,48
2010-11-06,46
2010-11-07,49
2010-11-08,53
2010-11-09,58
2010-11-10,62
2010-11-11,65
2010-11-12,69
2010-11-13,76
2010-11-14,71
2010-11-15,70
2010-11-16,69
2010-11-17,68
2010-11-18,70
2010-11-19,68
2010-11-20,65
2010-11-21,65
2010-11-22,66
2010-11-23,67
2010-11-24,67
2010-11-25,68
2010-11-26,73
2010-11-27,70
2010-11-28,71
2010-11-29,72
2010-11-30,80
2010-12-01,74
2010-12-02,75
2010-12-03,84
2010-12-04,78
2010-12-05,75
2010-12-06,72
2010-12-07,69
2010-12-08,66
2010-12-09,66
2010-12-10,60
2010-12-11,59
2010-12-12,57
2010-12-13,56
2010-12-14,55
2010-12-15,55
2010-12-16,54
2010-12-17,53
2010-12-18,53
2010-12-19,55
2010-12-20,58
2010-12-21,62
2010-12-22,64
2010-12-23,69
2010-12-24,70
2010-12-25,73
2010-12-26,72
2010-12-27,75
2010-12-28,72
2010-12-29,72
2010-12-30,74
2010-12-31,75
2011-01-01,72
2011-01-02,71
2011-01-03,71
2011-01-04,71
2011-01-05,73
2011-01-06,70
2011-01-07,70
2011-01-08,75
2011-01-09,70
2011-01-10,70
2011-01-11,72
2011-01-12,71
2011-01-13,71
2011-01-14,71
2011-01-15,72
2011-01-16,75
2011-01-17,66
2011-01-18,64
2011-01-19,61
2011-01-20,61
2011-01-21,56
2011-01-22,54
2011-01-23,54
2011-01-24,55
2011-01-25,56
2011-01-26,57
2011-01-27,59
2011-01-28,59
2011-01-29,61
2011-01-30,59
2011-01-31,58
2011-02-01,57
2011-02-02,56
2011-02-03,55
2011-02-04,54
2011-02-05,53
2011-02-06,52
2011-02-07,51
2011-02-08,53
2011-02-09,50
2011-02-10,49
2011-02-11,48
2011-02-12,50
2011-02-13,47
2011-02-14,47
2011-02-15,47
2011-02-16,46
2011-02-17,46
2011-02-18,46
2011-02-19,46
2011-02-20,46
2011-02-21,47
2011-02-22,46
2011-02-23,47
2011-02-24,46
2011-02-25,46
2011-02-26,47
2011-02-27,46
2011-02-28,46
