Date,Service Team
2011-11-12,69
2011-11-13,66
2011-11-14,63
2011-11-15,60
2011-11-16,57
2011-11-17,54
2011-11-18,51
2011-11-19,48
2011-11-20,51
2011-11-21,54
2011-11-22,57
2011-11-23,61
2011-11-24,64
2011-11-25,67
2011-11-26,71
2011-11-27,69
2011-11-28,67
2011-11-29,65
2011-11-30,63
2011-12-01,61
2011-12-02,59
2011-12-03,57
2011-12-04,58
2011-12-05,60
2011-12-06,62
2011-12-07,63
2011-12-08,65
2011-12-09,67
2011-12-10,68
2011-12-11,68
2011-12-12,67
2011-12-13,67
2011-12-14,66
2011-12-15,66
2011-12-16,66
2011-12-17,65
2011-12-18,60
2011-12-19,55
2011-12-20,50
2011-12-21,45
2011-12-22,40
2011-12-23,35
2011-12-24,31
2011-12-25,31
2011-12-26,32
2011-12-27,32
2011-12-28,33
2011-12-29,34
2011-12-30,34
2011-12-31,35
2012-01-01,36
2012-01-02,38
2012-01-03,40
2012-01-04,41
2012-01-05,43
2012-01-06,45
2012-01-07,47
2012-01-08,50
2012-01-09,53
2012-01-10,56
2012-01-11,59
2012-01-12,62
2012-01-13,65
2012-01-14,69
2012-01-15,66
2012-01-16,64
2012-01-17,62
2012-01-18,60
2012-01-19,58
2012-01-20,56
2012-01-21,54
2012-01-22,53
2012-01-23,52
2012-01-24,52
2012-01-25,51
2012-01-26,51
2012-01-27,50
2012-01-28,50
2012-01-29,52
2012-02-05,68
2012-02-06,68
2012-02-07,67
2012-02-08,67
2012-02-09,67
2012-02-10,66
2012-02-11,66
2012-02-12,65
2012-02-13,63
2012-02-14,62
2012-02-15,61
2012-02-16,60
2012-02-17,59
2012-02-18,58
2012-02-19,60
2012-02-20,62
2012-02-21,64
2012-02-22,66
2012-02-23,68
2012-02-24,71
2012-02-25,73
2012-02-26,72
2012-02-27,71
2012-02-28,70
2012-02-29,69
2012-03-01,68
2012-03-02,67
2012-03-03,66
2012-03-04,68
2012-03-05,70
2012-03-06,72
2012-03-07,75
2012-03-08,77
2012-03-09,79
2012-03-10,82
2012-03-11,79
2012-03-12,76
2012-03-13,73
2012-03-14,71
2012-03-15,68
2012-03-16,65
2012-03-17,63
2012-03-18,63
2012-03-19,63
2012-03-20,63
2012-03-21,63
2012-03-22,63
2012-03-23,63
2012-03-24,64
2012-03-25,63
2012-03-26,63
2012-03-27,62
2012-03-28,61
2012-03-29,60
2012-03-30,60
2012-03-31,59
2012-04-01,60
2012-04-02,60
2012-04-03,61
2012-04-04,61
2012-04-05,62
2012-04-06,63
2012-04-07,64
2012-04-08,67
2012-04-09,70
2012-04-10,73
2012-04-11,76
2012-04-12,79
2012-04-13,82
2012-04-14,85
2012-04-15,81
2012-04-16,76
2012-04-17,72
2012-04-18,68
2012-04-19,64
2012-04-20,60
2012-04-21,56
2012-04-22,62
2012-04-23,68
2012-04-24,75
2012-04-25,81
2012-04-26,87
2012-04-27,94
2012-04-28,100
2012-04-29,97
2012-05-06,75
2012-05-07,73
2012-05-08,71
2012-05-09,68
2012-05-10,66
2012-05-11,64
2012-05-12,62
2012-05-13,64
2012-05-14,67
2012-05-15,69
2012-05-16,72
2012-05-17,74
2012-05-18,77
2012-05-19,79
2012-05-20,79
2012-05-21,79
2012-05-22,79
2012-05-23,79
2012-05-24,79
2012-05-25,79
2012-05-26,80
2012-05-27,78
2012-05-28,76
2012-05-29,74
2012-05-30,72
2012-05-31,71
2012-06-01,69
2012-06-02,67
2012-06-03,67
2012-06-04,67
2012-06-05,67
2012-06-06,67
2012-06-07,67
2012-06-08,67
2012-06-09,68
2012-06-10,69
2012-06-11,70
2012-06-12,72
2012-06-13,73
2012-06-14,75
2012-06-15,76
2012-06-16,78
2012-06-17,77
2012-06-18,77
2012-06-19,77
2012-06-20,76
2012-06-21,76
2012-06-22,76
2012-06-23,76
2012-06-24,76
2012-06-25,76
2012-06-26,76
2012-06-27,76
2012-06-28,76
2012-06-29,77
2012-06-30,77
2012-07-01,76
2012-07-02,76
2012-07-03,75
2012-07-04,75
2012-07-05,74
2012-07-06,74
2012-07-07,74
2012-07-08,76
2012-07-09,79
2012-07-10,82
2012-07-11,85
2012-07-12,88
2012-07-13,91
2012-07-14,94
2012-07-15,92
2012-07-16,90
2012-07-17,89
2012-07-18,87
2012-07-19,85
2012-07-20,83
2012-07-21,81
2012-07-22,80
2012-07-23,77
2012-07-24,76
2012-07-25,74
2012-07-26,73
2012-07-27,71
2012-07-28,70
2012-07-29,72
2012-08-05,81
2012-08-06,78
2012-08-07,75
2012-08-08,72
2012-08-09,68
2012-08-10,65
2012-08-11,62
2012-08-12,63
2012-08-13,63
2012-08-14,64
2012-08-15,65
2012-08-16,66
2012-08-17,67
2012-08-18,68
2012-08-19,72
2012-08-20,77
2012-08-21,81
2012-08-22,85
2012-08-23,90
2012-08-24,94
2012-08-25,98
2012-08-26,95
2012-08-27,91
2012-08-28,87
2012-08-29,84
2012-08-30,80
2012-08-31,77
2012-09-01,74
2012-09-02,76
2012-09-03,78
2012-09-04,81
2012-09-05,83
2012-09-06,85
2012-09-07,87
2012-09-08,89
2012-09-09,85
2012-09-10,79
2012-09-11,75
2012-09-12,71
2012-09-13,67
2012-09-14,63
2012-09-15,59
2012-09-16,61
2012-09-17,64
2012-09-18,66
2012-09-19,69
2012-09-20,71
2012-09-21,73
2012-09-22,76
2012-09-23,74
2012-09-24,72
2012-09-25,70
2012-09-26,69
2012-09-27,67
2012-09-28,65
2012-09-29,64
2012-09-30,64
2012-10-01,64
2012-10-02,64
2012-10-03,64
2012-10-04,64
2012-10-05,64
2012-10-06,65
2012-10-07,68
2012-10-08,71
2012-10-09,74
2012-10-10,77
2012-10-11,80
2012-10-12,83
2012-10-13,86
2012-10-14,85
2012-10-15,84
2012-10-16,83
2012-10-17,82
2012-10-18,81
2012-10-19,80
2012-10-20,79
2012-10-21,79
2012-10-22,79
2012-10-23,79
2012-10-24,79
2012-10-25,79
2012-10-26,80
2012-10-27,80
2012-10-28,75
2012-11-04,52
2012-11-05,54
2012-11-06,56
2012-11-07,58
2012-11-08,61
2012-11-09,63
2012-11-10,65
2012-11-11,64
2012-11-12,62
2012-11-13,61
2012-11-14,60
2012-11-15,59
2012-11-16,58
2012-11-17,57
2012-11-18,56
2012-11-19,55
2012-11-20,54
2012-11-21,53
2012-11-22,52
2012-11-23,51
2012-11-24,50
2012-11-25,50
2012-11-26,51
2012-11-27,52
2012-11-28,52
2012-11-29,53
2012-11-30,54
2012-12-01,55
2012-12-02,59
2012-12-03,63
2012-12-04,68
2012-12-05,72
2012-12-06,76
2012-12-07,81
2012-12-08,85
2012-12-09,84
2012-12-10,82
2012-12-11,81
2012-12-12,80
2012-12-13,79
2012-12-14,78
2012-12-15,77
2012-12-16,75
2012-12-17,74
2012-12-18,72
2012-12-19,70
2012-12-20,68
2012-12-21,67
2012-12-22,65
2012-12-23,62
2012-12-24,59
2012-12-25,56
2012-12-26,53
2012-12-27,50
2012-12-28,47
2012-12-29,44
2012-12-30,44
2012-12-31,45
2013-01-01,45
2013-01-02,46
2013-01-03,46
2013-01-04,47
2013-01-05,48
2013-01-06,52
2013-01-07,57
2013-01-08,62
2013-01-09,67
2013-01-10,72
2013-01-11,77
2013-01-12,82
2013-01-13,83
2013-01-14,84
2013-01-15,86
2013-01-16,87
2013-01-17,88
2013-01-18,89
2013-01-19,90
2013-01-20,88
2013-01-21,85
2013-01-22,82
2013-01-23,80
2013-01-24,77
2013-01-25,74
2013-01-26,72
2013-01-27,70
2013-02-01,63
2013-02-02,62
2013-02-03,64
2013-02-04,66
2013-02-05,70
2013-02-06,71
2013-02-07,73
2013-02-08,75
2013-02-09,78
2013-02-10,80
2013-02-11,82
2013-02-12,85
2013-02-13,90
2013-02-14,90
2013-02-15,92
2013-02-16,97
2013-02-17,90
2013-02-18,85
2013-02-19,80
2013-02-20,76
2013-02-21,71
2013-02-22,66
2013-02-23,62
2013-02-24,62
2013-02-25,63
2013-02-26,64
2013-02-27,67
2013-02-28,65
2013-03-01,66
2013-03-02,67
2013-03-03,69
2013-03-04,72
2013-03-05,74
2013-03-06,78
2013-03-07,80
2013-03-08,82
2013-03-09,85
2013-03-10,83
2013-03-11,81
2013-03-12,79
2013-03-13,77
2013-03-14,75
2013-03-15,73
2013-03-16,72
2013-03-17,73
2013-03-18,74
2013-03-19,77
2013-03-20,76
2013-03-21,77
2013-03-22,78
2013-03-23,80
2013-03-24,76
2013-03-25,72
2013-03-26,69
2013-03-27,65
2013-03-28,62
2013-03-29,58
2013-03-30,55
2013-03-31,55
