Date,AutoTrader
2012-06-26,84
2012-06-27,83
2012-06-28,81
2012-06-29,80
2012-06-30,79
2012-07-01,78
2012-07-02,80
2012-07-03,80
2012-07-04,81
2012-07-05,84
2012-07-06,83
2012-07-07,86
2012-07-08,82
2012-07-09,80
2012-07-10,79
2012-07-11,77
2012-07-12,79
2012-07-13,74
2012-07-14,73
2012-07-15,74
2012-07-16,77
2012-07-17,80
2012-07-18,78
2012-07-19,79
2012-07-20,82
2012-07-21,82
2012-07-22,84
2012-07-23,80
2012-07-24,78
2012-07-25,76
2012-07-26,75
2012-07-27,76
2012-07-28,73
2012-07-29,73
2012-07-30,74
2012-07-31,78
2012-08-01,76
2012-08-02,76
2012-08-03,82
2012-08-04,78
2012-08-05,77
2012-08-06,82
2012-08-07,75
2012-08-08,76
2012-08-09,76
2012-08-10,72
2012-08-11,71
2012-08-12,71
2012-08-13,73
2012-08-14,75
2012-08-15,76
2012-08-16,75
2012-08-17,77
2012-08-18,77
2012-08-19,80
2012-08-20,77
2012-08-21,76
2012-08-22,76
2012-08-23,78
2012-08-24,76
2012-08-25,78
2012-08-26,75
2012-08-27,73
2012-08-28,74
2012-08-29,70
2012-08-30,75
2012-08-31,68
2012-09-01,67
2012-09-02,67
2012-09-03,69
2012-09-04,69
2012-09-05,69
2012-09-06,70
2012-09-07,71
2012-09-08,72
2012-09-09,79
2012-09-10,75
2012-09-11,81
2012-09-12,78
2012-09-13,81
2012-09-14,81
2012-09-15,87
2012-09-16,83
2012-09-17,84
2012-09-18,83
2012-09-19,84
2012-09-20,84
2012-09-21,84
2012-09-22,86
2012-09-23,85
2012-09-24,84
2012-09-25,81
2012-09-26,79
2012-09-27,81
2012-09-28,77
2012-09-29,79
2012-09-30,75
2012-10-01,75
2012-10-02,73
2012-10-03,73
2012-10-04,72
2012-10-05,74
2012-10-06,71
2012-10-07,71
2012-10-08,72
2012-10-09,72
2012-10-10,76
2012-10-11,73
2012-10-12,77
2012-10-13,74
2012-10-14,74
2012-10-15,74
2012-10-16,79
2012-10-17,75
2012-10-18,76
2012-10-19,78
2012-10-20,77
2012-10-21,76
2012-10-22,77
2012-10-23,77
2012-10-24,74
2012-10-25,76
2012-10-26,73
2012-10-27,79
2012-10-28,72
2012-10-29,72
2012-10-30,71
2012-10-31,71
2012-11-01,73
2012-11-02,70
2012-11-03,70
2012-11-04,70
2012-11-05,70
2012-11-06,72
2012-11-07,70
2012-11-08,70
2012-11-09,70
2012-11-10,75
2012-11-11,70
2012-11-12,71
2012-11-13,77
2012-11-14,72
2012-11-15,76
2012-11-16,73
2012-11-17,77
2012-11-18,73
2012-11-19,77
2012-11-20,74
2012-11-21,73
2012-11-22,73
2012-11-23,73
2012-11-24,73
2012-11-25,71
2012-11-26,71
2012-11-27,67
2012-11-28,66
2012-11-29,65
2012-11-30,63
2012-12-01,61
2012-12-02,62
2012-12-03,64
2012-12-04,66
2012-12-05,67
2012-12-06,68
2012-12-07,72
2012-12-08,71
2012-12-09,71
2012-12-10,71
2012-12-11,71
2012-12-12,73
2012-12-13,71
2012-12-14,71
2012-12-15,71
2012-12-16,70
2012-12-17,69
2012-12-18,68
2012-12-19,67
2012-12-20,67
2012-12-21,66
2012-12-22,65
2012-12-23,69
2012-12-24,65
2012-12-25,66
2012-12-26,65
2012-12-27,65
2012-12-28,65
2012-12-29,68
2012-12-30,67
2012-12-31,74
2013-01-01,70
2013-01-02,74
2013-01-03,73
2013-01-04,78
2013-01-05,76
2013-01-06,76
2013-01-07,76
2013-01-08,76
2013-01-09,80
2013-01-10,76
2013-01-11,79
2013-01-12,77
2013-01-13,76
2013-01-14,76
2013-01-15,76
2013-01-16,77
2013-01-17,79
2013-01-18,75
2013-01-19,79
2013-01-20,75
2013-01-21,76
2013-01-22,77
2013-01-23,77
2013-01-24,81
2013-01-25,79
2013-01-26,80
2013-01-27,80
2013-01-28,84
2013-01-29,82
2013-01-30,82
2013-01-31,83
2013-02-01,89
2013-02-02,85
2013-02-03,85
2013-02-04,85
2013-02-05,89
2013-02-06,86
2013-02-07,87
2013-02-08,89
2013-02-09,88
2013-02-10,87
2013-02-11,87
2013-02-12,87
2013-02-13,84
2013-02-14,83
2013-02-15,85
2013-02-16,81
2013-02-17,82
2013-02-18,83
2013-02-19,84
2013-02-20,86
2013-02-21,87
2013-02-22,87
2013-02-23,89
2013-02-24,88
2013-02-25,87
2013-02-26,91
2013-02-27,85
2013-02-28,84
2013-03-01,83
2013-03-02,83
2013-03-03,83
2013-03-04,83
2013-03-05,86
2013-03-06,84
2013-03-07,84
2013-03-08,85
2013-03-09,85
2013-03-10,86
2013-03-11,86
2013-03-12,86
2013-03-13,86
2013-03-14,89
2013-03-15,87
2013-03-16,88
2013-03-17,88
2013-03-18,88
2013-03-19,92
2013-03-20,89
2013-03-21,90
2013-03-22,91
2013-03-23,91
2013-03-24,91
2013-03-25,91
2013-03-26,92
2013-03-27,91
2013-03-28,91
2013-03-29,91
2013-03-30,96
2013-03-31,90
2013-04-01,90
2013-04-02,88
2013-04-03,89
2013-04-04,86
2013-04-05,88
2013-04-06,85
2013-04-07,85
2013-04-08,89
2013-04-09,86
2013-04-10,86
2013-04-11,88
2013-04-12,88
2013-04-13,88
2013-04-14,89
2013-04-15,85
2013-04-16,85
2013-04-17,85
2013-04-18,81
2013-04-19,80
2013-04-20,82
2013-04-21,80
2013-04-22,81
2013-04-23,86
2013-04-24,84
2013-04-25,90
2013-04-26,86
2013-04-27,90
2013-04-28,87
2013-04-29,88
2013-04-30,87
2013-05-01,87
2013-05-02,86
2013-05-03,85
2013-05-04,85
2013-05-05,88
2013-05-06,84
2013-05-07,84
2013-05-08,83
2013-05-09,86
2013-05-10,83
2013-05-11,84
2013-05-12,82
2013-05-13,81
2013-05-14,80
2013-05-15,80
2013-05-16,79
2013-05-17,81
2013-05-18,77
2013-05-19,79
2013-05-20,76
2013-05-21,76
2013-05-22,75
2013-05-23,78
2013-05-24,76
2013-05-25,75
2013-05-26,75
2013-05-27,76
2013-05-28,79
2013-05-29,78
2013-05-30,78
2013-05-31,81
2013-06-01,80
2013-06-02,79
2013-06-03,82
2013-06-04,78
2013-06-05,78
2013-06-06,81
2013-06-07,77
2013-06-08,77
2013-06-09,77
2013-06-10,78
2013-06-11,78
2013-06-12,80
2013-06-13,79
2013-06-14,80
2013-06-15,84
2013-06-16,80
2013-06-17,79
2013-06-18,82
2013-06-19,78
2013-06-20,78
2013-06-21,76
2013-06-22,78
2013-06-23,75
2013-06-24,79
2013-06-25,75
2013-06-26,77
2013-06-27,76
2013-06-28,75
2013-06-29,77
2013-06-30,75
2013-07-01,77
2013-07-02,79
2013-07-03,77
2013-07-04,78
2013-07-05,80
2013-07-06,80
2013-07-07,80
2013-07-08,81
2013-07-09,77
2013-07-10,77
2013-07-11,75
2013-07-12,78
2013-07-13,73
2013-07-14,73
2013-07-15,73
2013-07-16,73
2013-07-17,76
2013-07-18,74
2013-07-19,75
2013-07-20,74
2013-07-21,78
2013-07-22,75
2013-07-23,78
2013-07-24,77
2013-07-25,79
2013-07-26,79
2013-07-27,83
2013-07-28,79
2013-07-29,82
2013-07-30,78
2013-07-31,79
2013-08-01,77
2013-08-02,82
2013-08-03,77
2013-08-04,76
2013-08-05,78
2013-08-06,76
2013-08-07,74
2013-08-08,75
2013-08-09,73
2013-08-10,73
2013-08-11,73
2013-08-12,76
2013-08-13,74
2013-08-14,76
2013-08-15,74
2013-08-16,75
2013-08-17,76
2013-08-18,75
2013-08-19,76
2013-08-20,76
2013-08-21,78
2013-08-22,79
2013-08-23,78
2013-08-24,79
2013-08-25,79
2013-08-26,77
2013-08-27,77
2013-08-28,75
2013-08-29,74
2013-08-30,73
2013-08-31,72
2013-09-01,71
2013-09-02,71
2013-09-03,71
2013-09-04,72
2013-09-05,74
2013-09-06,69
2013-09-07,69
2013-09-08,69
2013-09-09,70
2013-09-10,69
2013-09-11,72
2013-09-12,69
2013-09-13,72
2013-09-14,70
2013-09-15,70
2013-09-16,71
2013-09-17,70
2013-09-18,73
2013-09-19,71
2013-09-20,72
2013-09-21,73
2013-09-22,72
2013-09-23,71
2013-09-24,74
2013-09-25,70
2013-09-26,70
2013-09-27,70
2013-09-28,71
2013-09-29,69
2013-09-30,67
2013-10-01,67
2013-10-02,65
2013-10-03,64
2013-10-04,63
2013-10-05,63
2013-10-06,63
2013-10-07,62
2013-10-08,62
2013-10-09,62
2013-10-10,64
2013-10-11,62
2013-10-12,62
2013-10-13,62
2013-10-14,62
2013-10-15,62
2013-10-16,62
2013-10-17,62
2013-10-18,65
2013-10-19,63
2013-10-20,64
2013-10-21,64
2013-10-22,66
2013-10-23,65
2013-10-24,67
2013-10-25,67
2013-10-26,68
2013-10-27,68
2013-10-28,65
2013-10-29,64
2013-10-30,62
2013-10-31,64
2013-11-01,60
2013-11-02,60
2013-11-03,52
2013-11-04,52
2013-11-05,42
2013-11-06,32
2013-11-07,25
2013-11-08,18
2013-11-09,12
2013-11-10,18
2013-11-11,25
2013-11-12,32
2013-11-13,39
2013-11-14,46
2013-11-15,53
2013-11-16,61
2013-11-17,61
2013-11-18,64
2013-11-19,64
2013-11-20,67
2013-11-21,67
2013-11-22,68
2013-11-23,70
2013-11-24,71
2013-11-25,67
2013-11-26,64
2013-11-27,65
2013-11-28,60
2013-11-29,58
2013-11-30,56
