Date,Hyatt Hotels
2010-11-15,58
2010-11-16,60
2010-11-17,61
2010-11-18,63
2010-11-19,64
2010-11-20,66
2010-11-21,60
2010-11-22,54
2010-11-23,49
2010-11-24,44
2010-11-25,39
2010-11-26,34
2010-11-27,29
2010-11-28,33
2010-11-29,39
2010-11-30,43
2010-12-01,48
2010-12-02,53
2010-12-03,58
2010-12-04,63
2010-12-05,61
2010-12-06,59
2010-12-07,57
2010-12-08,56
2010-12-09,54
2010-12-10,52
2010-12-11,51
2010-12-12,48
2010-12-13,46
2010-12-14,44
2010-12-15,42
2010-12-16,40
2010-12-17,38
2010-12-18,36
2010-12-19,35
2010-12-20,34
2010-12-21,33
2010-12-22,33
2010-12-23,32
2010-12-24,31
2010-12-25,31
2010-12-26,31
2010-12-27,32
2010-12-28,33
2010-12-29,33
2010-12-30,34
2010-12-31,35
2011-01-01,36
2011-01-02,38
2011-01-03,41
2011-01-04,43
2011-01-05,46
2011-01-06,48
2011-01-07,51
2011-01-08,54
2011-01-09,55
2011-01-10,56
2011-01-11,57
2011-01-12,58
2011-01-13,59
2011-01-14,60
2011-01-15,61
2011-01-16,60
2011-01-17,58
2011-01-18,57
2011-01-19,56
2011-01-20,55
2011-01-21,54
2011-01-22,53
2011-01-23,53
2011-01-24,53
2011-01-25,54
2011-01-26,54
2011-01-27,54
2011-01-28,55
2011-01-29,55
2011-01-30,53
