Date,Delphi Automotive
2012-02-23,52
2012-02-24,46
2012-02-25,40
2012-02-26,43
2012-02-27,47
2012-02-28,51
2012-02-29,55
2012-03-01,59
2012-03-02,62
2012-03-03,66
2012-03-04,63
2012-03-05,60
2012-03-06,57
2012-03-07,55
2012-03-08,52
2012-03-09,49
2012-03-10,47
2012-03-11,49
2012-03-12,51
2012-03-13,53
2012-03-14,55
2012-03-15,57
2012-03-16,59
2012-03-17,61
2012-03-18,61
2012-03-19,61
2012-03-20,62
2012-03-21,62
2012-03-22,62
2012-03-23,62
2012-03-24,63
2012-03-25,62
2012-03-26,61
2012-03-27,60
2012-03-28,59
2012-03-29,58
2012-03-30,57
2012-03-31,57
2012-04-01,59
2012-04-02,61
2012-04-03,63
2012-04-04,65
2012-04-05,67
2012-04-06,69
2012-04-07,71
2012-04-08,72
2012-04-09,73
2012-04-10,75
2012-04-11,76
2012-04-12,77
2012-04-13,79
2012-04-14,80
2012-04-15,78
2012-04-16,76
2012-04-17,74
2012-04-18,73
2012-04-19,71
2012-04-20,69
2012-04-21,68
2012-04-22,68
2012-04-23,69
2012-04-24,70
2012-04-25,71
2012-04-26,72
2012-04-27,72
2012-04-28,73
2012-04-29,70
2012-05-06,51
2012-05-07,54
2012-05-08,56
2012-05-09,58
2012-05-10,61
2012-05-11,63
2012-05-12,65
2012-05-13,65
2012-05-14,64
2012-05-15,64
2012-05-16,64
2012-05-17,64
2012-05-18,64
2012-05-19,64
2012-05-20,65
2012-05-21,66
2012-05-22,67
2012-05-23,69
2012-05-24,70
2012-05-25,71
2012-05-26,73
2012-05-27,73
2012-05-28,74
2012-05-29,75
2012-05-30,76
2012-05-31,76
2012-06-01,77
2012-06-02,78
2012-06-03,74
2012-06-04,70
2012-06-05,66
2012-06-06,63
2012-06-07,59
2012-06-08,56
2012-06-09,53
2012-06-10,55
2012-06-11,58
2012-06-12,61
2012-06-13,63
2012-06-14,66
2012-06-15,69
2012-06-16,71
2012-06-17,70
2012-06-18,69
2012-06-19,68
2012-06-20,67
2012-06-21,66
2012-06-22,65
2012-06-23,64
2012-06-24,64
2012-06-25,64
2012-06-26,64
2012-06-27,64
2012-06-28,64
2012-06-29,64
2012-06-30,64
2012-07-01,64
2012-07-02,65
2012-07-03,66
2012-07-04,66
2012-07-05,67
2012-07-06,68
2012-07-07,69
2012-07-08,67
2012-07-09,66
2012-07-10,64
2012-07-11,63
2012-07-12,61
2012-07-13,59
2012-07-14,58
2012-07-15,58
2012-07-16,57
2012-07-17,57
2012-07-18,56
2012-07-19,56
2012-07-20,56
2012-07-21,56
2012-07-22,57
2012-07-23,58
2012-07-24,59
2012-07-25,60
2012-07-26,61
2012-07-27,62
2012-07-28,63
2012-07-29,62
2012-08-05,57
2012-08-06,60
2012-08-07,63
2012-08-08,66
2012-08-09,70
2012-08-10,73
2012-08-11,76
2012-08-12,72
2012-08-13,68
2012-08-14,65
2012-08-15,61
2012-08-16,58
2012-08-17,54
2012-08-18,51
2012-08-19,53
2012-08-20,56
2012-08-21,59
2012-08-22,61
2012-08-23,64
2012-08-24,67
2012-08-25,70
2012-08-26,69
2012-08-27,68
2012-08-28,67
2012-08-29,66
2012-08-30,65
2012-08-31,64
2012-09-01,63
2012-09-02,64
2012-09-03,65
2012-09-04,66
2012-09-05,68
2012-09-06,69
2012-09-07,70
2012-09-08,71
2012-09-09,71
2012-09-10,71
2012-09-11,71
2012-09-12,72
2012-09-13,72
2012-09-14,72
2012-09-15,73
2012-09-16,71
2012-09-17,70
2012-09-18,68
2012-09-19,67
2012-09-20,66
2012-09-21,64
2012-09-22,63
2012-09-23,63
2012-09-24,63
2012-09-25,63
2012-09-26,63
2012-09-27,63
2012-09-28,63
2012-09-29,63
2012-09-30,63
2012-10-01,63
2012-10-02,64
2012-10-03,64
2012-10-04,64
2012-10-05,65
2012-10-06,65
2012-10-07,66
2012-10-08,67
2012-10-09,69
2012-10-10,70
2012-10-11,71
2012-10-12,72
2012-10-13,74
2012-10-14,74
2012-10-15,74
2012-10-16,75
2012-10-17,75
2012-10-18,76
2012-10-19,76
2012-10-20,77
2012-10-21,75
2012-10-22,73
2012-10-23,72
2012-10-24,70
2012-10-25,69
2012-10-26,67
2012-10-27,66
2012-10-28,64
