Date,West Corporation
2010-02-21,77
2010-02-22,77
2010-02-23,77
2010-02-24,77
2010-02-25,77
2010-02-26,77
2010-02-27,77
2010-02-28,74
2010-03-01,71
2010-03-02,68
2010-03-03,65
2010-03-04,62
2010-03-05,60
2010-03-06,57
2010-03-07,58
2010-03-08,58
2010-03-09,59
2010-03-10,60
2010-03-11,61
2010-03-12,62
2010-03-13,63
2010-03-14,62
2010-03-15,63
2010-03-16,62
2010-03-17,62
2010-03-18,62
2010-03-19,61
2010-03-20,61
2010-03-21,60
2010-03-22,59
2010-03-23,58
2010-03-24,57
2010-03-25,56
2010-03-26,55
2010-03-27,55
2010-03-28,58
2010-04-04,77
2010-04-05,76
2010-04-06,75
2010-04-07,74
2010-04-08,74
2010-04-09,73
2010-04-10,72
2010-04-11,69
2010-04-12,66
2010-04-13,63
2010-04-14,60
2010-04-15,57
2010-04-16,54
2010-04-17,51
2010-04-18,52
2010-04-19,52
2010-04-20,53
2010-04-21,54
2010-04-22,55
2010-04-23,56
2010-04-24,57
2010-04-25,56
2010-04-26,55
2010-04-27,54
2010-04-28,54
2010-04-29,53
2010-04-30,52
2010-05-01,52
2010-05-02,55
2010-05-03,59
2010-05-04,63
2010-05-05,67
2010-05-06,71
2010-05-07,75
2010-05-08,78
2010-05-09,78
2010-05-10,76
2010-05-11,75
2010-05-12,75
2010-05-13,74
2010-05-14,73
2010-05-15,73
2010-05-16,70
2010-05-17,67
2010-05-18,65
2010-05-19,62
2010-05-20,60
2010-05-21,57
2010-05-22,55
2010-05-23,57
2010-05-24,60
2010-05-25,63
2010-05-26,66
2010-05-27,69
2010-05-28,72
2010-05-29,75
2010-05-30,71
2010-05-31,67
2010-06-01,63
2010-06-02,59
2010-06-03,55
2010-06-04,52
2010-06-05,48
2010-06-06,51
2010-06-07,54
2010-06-08,57
2010-06-09,61
2010-06-10,64
2010-06-11,67
2010-06-12,71
2010-06-13,68
2010-06-14,65
2010-06-15,63
2010-06-16,60
2010-06-17,57
2010-06-18,54
2010-06-19,52
2010-06-20,54
2010-06-21,56
2010-06-22,58
2010-06-23,60
2010-06-24,62
2010-06-25,64
2010-06-26,66
2010-06-27,66
2010-07-04,66
2010-07-05,65
2010-07-06,65
2010-07-07,64
2010-07-08,64
2010-07-09,63
2010-07-10,63
2010-07-11,61
2010-07-12,60
2010-07-13,59
2010-07-14,57
2010-07-15,56
2010-07-16,55
2010-07-17,54
2010-07-18,58
2010-07-19,62
2010-07-20,66
2010-07-21,70
2010-07-22,75
2010-07-23,79
2010-07-24,83
2010-07-25,79
2010-07-26,74
2010-07-27,70
2010-07-28,67
2010-07-29,63
2010-07-30,59
2010-07-31,56
2010-08-01,57
2010-08-02,59
2010-08-03,61
2010-08-04,63
2010-08-05,64
2010-08-06,66
2010-08-07,68
2010-08-08,67
2010-08-09,66
2010-08-10,66
2010-08-11,65
2010-08-12,64
2010-08-13,63
2010-08-14,63
2010-08-15,63
2010-08-16,63
2010-08-17,64
2010-08-18,64
2010-08-19,65
2010-08-20,65
2010-08-21,66
2010-08-22,64
2010-08-23,62
2010-08-24,61
2010-08-25,59
2010-08-26,57
2010-08-27,56
2010-08-28,54
2010-08-29,54
2010-08-30,53
2010-08-31,53
2010-09-01,53
2010-09-02,52
2010-09-03,52
2010-09-04,52
2010-09-05,52
2010-09-06,51
2010-09-07,51
2010-09-08,51
2010-09-09,51
2010-09-10,51
2010-09-11,51
2010-09-12,53
2010-09-13,55
2010-09-14,57
2010-09-15,59
2010-09-16,61
2010-09-17,63
2010-09-18,65
2010-09-19,62
2010-09-20,60
2010-09-21,58
2010-09-22,55
2010-09-23,53
2010-09-24,51
2010-09-25,49
2010-09-26,51
2010-10-03,64
2010-10-04,64
2010-10-05,64
2010-10-06,64
2010-10-07,64
2010-10-08,64
2010-10-09,65
2010-10-10,66
2010-10-11,69
2010-10-12,70
2010-10-13,72
2010-10-14,74
2010-10-15,76
2010-10-16,78
2010-10-17,74
2010-10-18,69
2010-10-19,65
2010-10-20,61
2010-10-21,57
2010-10-22,53
2010-10-23,49
2010-10-24,50
2010-10-25,52
2010-10-26,53
2010-10-27,55
2010-10-28,56
2010-10-29,58
2010-10-30,60
2010-10-31,59
2010-11-01,58
2010-11-02,57
2010-11-03,57
2010-11-04,56
2010-11-05,55
2010-11-06,55
2010-11-07,55
2010-11-08,56
2010-11-09,57
2010-11-10,57
2010-11-11,58
2010-11-12,59
2010-11-13,59
2010-11-14,57
2010-11-15,54
2010-11-16,51
2010-11-17,49
2010-11-18,46
2010-11-19,44
2010-11-20,42
2010-11-21,44
2010-11-22,47
2010-11-23,50
2010-11-24,53
2010-11-25,56
2010-11-26,59
2010-11-27,62
2010-11-28,60
2010-11-29,59
2010-11-30,58
2010-12-01,56
2010-12-02,55
2010-12-03,54
2010-12-04,53
2010-12-05,54
2010-12-06,55
2010-12-07,56
2010-12-08,57
2010-12-09,59
2010-12-10,60
2010-12-11,61
2010-12-12,58
2010-12-13,54
2010-12-14,51
2010-12-15,48
2010-12-16,45
2010-12-17,42
2010-12-18,39
2010-12-19,40
2010-12-20,41
2010-12-21,42
2010-12-22,43
2010-12-23,44
2010-12-24,45
2010-12-25,46
2010-12-26,49
2011-01-02,64
2011-01-03,59
2011-01-04,54
2011-01-05,48
2011-01-06,43
2011-01-07,38
2011-01-08,33
2011-01-09,35
2011-01-10,37
2011-01-11,39
2011-01-12,41
2011-01-13,44
2011-01-14,46
2011-01-15,48
2011-01-16,47
2011-01-17,46
2011-01-18,45
2011-01-19,45
2011-01-20,44
2011-01-21,43
2011-01-22,43
2011-01-23,43
2011-01-24,43
2011-01-25,44
2011-01-26,44
2011-01-27,45
2011-01-28,45
2011-01-29,46
2011-01-30,48
2011-01-31,51
2011-02-01,54
2011-02-02,57
2011-02-03,60
2011-02-04,63
2011-02-05,66
2011-02-06,65
2011-02-07,64
2011-02-08,63
2011-02-09,63
2011-02-10,62
2011-02-11,61
2011-02-12,61
2011-02-13,58
2011-02-14,56
2011-02-15,53
2011-02-16,51
2011-02-17,48
2011-02-18,46
2011-02-19,44
2011-02-20,44
2011-02-21,44
2011-02-22,45
2011-02-23,45
2011-02-24,46
2011-02-25,46
2011-02-26,47
2011-02-27,49
2011-02-28,52
2011-03-01,54
2011-03-02,57
2011-03-03,59
2011-03-04,62
2011-03-05,65
2011-03-06,65
2011-03-07,66
2011-03-08,67
2011-03-09,68
2011-03-10,68
2011-03-11,69
2011-03-12,70
2011-03-13,68
2011-03-14,67
2011-03-15,65
2011-03-16,63
2011-03-17,62
2011-03-18,60
2011-03-19,59
2011-03-20,55
2011-03-21,52
2011-03-22,49
2011-03-23,45
2011-03-24,42
2011-03-25,39
2011-03-26,36
2011-03-27,36
