Date,Viewsonic
2007-05-19,72
2007-05-20,69
2007-05-21,67
2007-05-22,64
2007-05-23,62
2007-05-24,59
2007-05-25,56
2007-05-26,54
2007-05-27,52
2007-05-28,51
2007-05-29,49
2007-05-30,48
2007-05-31,46
2007-06-01,45
2007-06-02,44
2007-06-03,44
2007-06-04,44
2007-06-05,44
2007-06-06,45
2007-06-07,45
2007-06-08,45
2007-06-09,46
2007-06-10,48
2007-06-11,51
2007-06-12,54
2007-06-13,56
2007-06-14,59
2007-06-15,62
2007-06-16,65
2007-06-17,63
2007-06-18,61
2007-06-19,59
2007-06-20,58
2007-06-21,56
2007-06-22,54
2007-06-23,53
2007-06-24,52
2007-07-01,53
2007-07-02,56
2007-07-03,59
2007-07-04,62
2007-07-05,65
2007-07-06,68
2007-07-07,71
2007-07-08,69
2007-07-09,68
2007-07-10,68
2007-07-11,65
2007-07-12,63
2007-07-13,62
2007-07-14,61
2007-07-15,62
2007-07-16,64
2007-07-17,65
2007-07-18,69
2007-07-19,68
2007-07-20,70
2007-07-21,72
2007-07-22,75
2007-07-23,78
2007-07-24,81
2007-07-25,84
2007-07-26,87
2007-07-27,90
2007-07-28,94
2007-07-29,103
2007-07-30,89
2007-07-31,87
2007-08-01,85
2007-08-02,83
2007-08-03,81
2007-08-04,79
2007-08-05,77
2007-08-06,76
2007-08-07,74
2007-08-08,73
2007-08-09,71
2007-08-10,70
2007-08-11,69
2007-08-12,67
2007-08-13,65
2007-08-14,63
2007-08-15,61
2007-08-16,59
2007-08-17,57
2007-08-18,56
2007-08-19,60
2007-08-20,66
2007-08-21,68
2007-08-22,75
2007-08-23,76
2007-08-24,80
2007-08-25,84
2007-08-26,84
2007-08-27,84
2007-08-28,90
2007-08-29,85
2007-08-30,85
2007-08-31,85
2007-09-01,89
2007-09-02,84
2007-09-03,82
2007-09-04,80
2007-09-05,79
2007-09-06,77
2007-09-07,75
2007-09-08,74
2007-09-09,70
2007-09-10,67
2007-09-11,64
2007-09-12,61
2007-09-13,58
2007-09-14,55
2007-09-15,52
2007-09-16,54
2007-09-17,59
2007-09-18,60
2007-09-19,63
2007-09-20,66
2007-09-21,69
2007-09-22,72
2007-09-23,71
2007-09-24,71
2007-09-25,72
2007-09-26,71
2007-09-27,71
2007-09-28,71
2007-09-29,71
2007-09-30,70
2007-10-01,69
2007-10-02,68
2007-10-03,70
2007-10-04,66
2007-10-05,65
2007-10-06,64
2007-10-07,63
2007-10-08,62
2007-10-09,62
2007-10-10,61
2007-10-11,60
2007-10-12,59
2007-10-13,59
2007-10-14,56
2007-10-15,54
2007-10-16,52
2007-10-17,50
2007-10-18,48
2007-10-19,46
2007-10-20,44
2007-10-21,47
2007-10-22,53
2007-10-23,53
2007-10-24,56
2007-10-25,59
2007-10-26,62
2007-10-27,66
2007-10-28,64
2007-10-29,63
2007-10-30,62
2007-10-31,60
2007-11-01,59
2007-11-02,63
2007-11-03,57
2007-11-04,55
2007-11-05,54
2007-11-06,53
2007-11-07,52
2007-11-08,51
2007-11-09,50
2007-11-10,49
2007-11-11,49
2007-11-12,49
2007-11-13,49
2007-11-14,53
2007-11-15,49
2007-11-16,49
2007-11-17,49
2007-11-18,53
2007-11-19,54
2007-11-20,57
2007-11-21,60
2007-11-22,63
2007-11-23,66
2007-11-24,69
2007-11-25,73
2007-11-26,77
2007-11-27,93
2007-11-28,86
2007-11-29,91
2007-11-30,102
2007-12-01,100
2007-12-02,96
2007-12-03,92
2007-12-04,88
2007-12-05,84
2007-12-06,80
2007-12-07,76
2007-12-08,72
2007-12-09,72
2007-12-10,73
2007-12-11,78
2007-12-12,78
2007-12-13,76
2007-12-14,77
2007-12-15,78
2007-12-16,77
2007-12-17,76
2007-12-18,78
2007-12-19,75
2007-12-20,73
2007-12-21,72
2007-12-22,72
2007-12-23,72
2007-12-24,75
2007-12-25,74
2007-12-26,75
2007-12-27,76
2007-12-28,77
2007-12-29,78
2007-12-30,78
2007-12-31,78
2008-01-01,78
2008-01-02,78
2008-01-03,78
2008-01-04,78
2008-01-05,78
2008-01-06,77
2008-01-07,74
2008-01-08,74
2008-01-09,69
2008-01-10,67
2008-01-11,65
2008-01-12,63
2008-01-13,61
2008-01-14,61
2008-01-15,58
2008-01-16,56
2008-01-17,55
2008-01-18,53
2008-01-19,55
2008-01-20,54
2008-01-21,56
2008-01-22,58
2008-01-23,60
2008-01-24,62
2008-01-25,67
2008-01-26,67
2008-01-27,72
2008-01-28,66
2008-01-29,65
2008-01-30,65
2008-01-31,64
2008-02-01,64
2008-02-02,64
2008-02-03,63
2008-02-04,62
2008-02-05,63
2008-02-06,61
2008-02-07,60
2008-02-08,59
2008-02-09,59
2008-02-10,58
2008-02-11,58
2008-02-12,58
2008-02-13,57
2008-02-14,57
2008-02-15,57
2008-02-16,57
2008-02-17,56
2008-02-18,57
2008-02-19,55
2008-02-20,54
2008-02-21,53
2008-02-22,52
2008-02-23,52
2008-02-24,52
2008-02-25,52
2008-02-26,54
2008-02-27,53
2008-02-28,54
2008-02-29,54
2008-03-01,55
2008-03-02,55
2008-03-03,56
2008-03-04,56
2008-03-05,57
2008-03-06,62
2008-03-07,58
2008-03-08,59
2008-03-09,56
2008-03-10,53
2008-03-11,50
2008-03-12,48
2008-03-13,45
2008-03-14,42
2008-03-15,40
2008-03-16,42
2008-03-17,45
2008-03-18,48
2008-03-19,50
2008-03-20,53
2008-03-21,56
2008-03-22,59
2008-03-23,58
2008-03-24,57
2008-03-25,57
2008-03-26,56
2008-03-27,56
2008-03-28,55
2008-03-29,55
2008-03-30,54
2008-03-31,55
2008-04-06,49
2008-04-07,49
2008-04-08,49
2008-04-09,49
2008-04-10,49
2008-04-11,49
2008-04-12,50
2008-04-13,48
2008-04-14,46
2008-04-15,45
2008-04-16,43
2008-04-17,41
2008-04-18,39
2008-04-19,38
2008-04-20,39
2008-04-21,41
2008-04-22,42
2008-04-23,44
2008-04-24,45
2008-04-25,47
2008-04-26,49
2008-04-27,48
2008-04-28,48
2008-04-29,47
2008-04-30,47
2008-05-01,46
2008-05-02,46
2008-05-03,46
2008-05-04,45
2008-05-05,44
2008-05-06,43
2008-05-07,42
2008-05-08,41
2008-05-09,40
2008-05-10,39
2008-05-11,39
2008-05-12,41
2008-05-13,41
2008-05-14,42
2008-05-15,43
2008-05-16,44
2008-05-17,45
2008-05-18,43
2008-05-19,41
2008-05-20,40
2008-05-21,38
2008-05-22,37
2008-05-23,35
2008-05-24,34
2008-05-25,34
2008-05-26,34
2008-05-27,35
2008-05-28,35
2008-05-29,36
2008-05-30,36
2008-05-31,37
2008-06-01,38
2008-06-02,40
2008-06-03,42
2008-06-04,43
2008-06-05,45
2008-06-06,47
2008-06-07,49
2008-06-08,49
2008-06-09,48
2008-06-10,48
2008-06-11,48
2008-06-12,48
2008-06-13,48
2008-06-14,48
2008-06-15,48
2008-06-16,48
2008-06-17,49
2008-06-18,49
2008-06-19,49
2008-06-20,49
2008-06-21,50
2008-06-22,49
2008-06-23,48
2008-06-24,47
2008-06-25,46
2008-06-26,45
2008-06-27,44
2008-06-28,43
2008-06-29,44
2008-07-06,51
2008-07-07,49
2008-07-08,47
2008-07-09,45
2008-07-10,43
2008-07-11,41
2008-07-12,40
2008-07-13,39
2008-07-14,39
2008-07-15,39
2008-07-16,39
2008-07-17,39
2008-07-18,39
2008-07-19,39
2008-07-20,39
2008-07-21,38
2008-07-22,38
2008-07-23,38
2008-07-24,38
2008-07-25,38
2008-07-26,38
2008-07-27,38
2008-07-28,39
2008-07-29,39
2008-07-30,39
2008-07-31,40
2008-08-01,40
2008-08-02,41
2008-08-03,40
2008-08-04,38
2008-08-05,37
2008-08-06,36
2008-08-07,35
2008-08-08,34
2008-08-09,33
2008-08-10,33
2008-08-11,33
2008-08-12,34
2008-08-13,34
2008-08-14,35
2008-08-15,35
2008-08-16,36
2008-08-17,37
2008-08-18,38
2008-08-19,40
2008-08-20,41
2008-08-21,43
2008-08-22,44
2008-08-23,46
2008-08-24,46
2008-08-25,46
2008-08-26,47
2008-08-27,47
2008-08-28,47
2008-08-29,48
2008-08-30,48
2008-08-31,47
2008-09-01,46
2008-09-02,45
2008-09-03,44
2008-09-04,43
2008-09-05,42
2008-09-06,41
2008-09-07,39
2008-09-08,38
2008-09-09,37
2008-09-10,35
2008-09-11,34
2008-09-12,33
2008-09-13,32
2008-09-14,34
2008-09-15,36
2008-09-16,38
2008-09-17,40
2008-09-18,42
2008-09-19,44
2008-09-20,46
2008-09-21,45
2008-09-22,44
2008-09-23,43
2008-09-24,42
2008-09-25,41
2008-09-26,40
2008-09-27,39
2008-09-28,38
2008-10-01,38
2008-10-02,38
2008-10-03,38
2008-10-04,38
2008-10-05,37
2008-10-06,37
2008-10-07,37
2008-10-08,37
2008-10-09,37
2008-10-10,37
2008-10-11,37
2008-10-12,37
2008-10-13,38
2008-10-14,41
2008-10-15,40
2008-10-16,41
2008-10-17,42
2008-10-18,43
2008-10-19,44
2008-10-20,45
2008-10-21,47
2008-10-22,50
2008-10-23,50
2008-10-24,51
2008-10-25,58
2008-10-26,49
2008-10-27,46
2008-10-28,43
2008-10-29,40
2008-10-30,37
2008-10-31,34
2008-11-01,31
2008-11-02,32
2008-11-03,33
2008-11-04,34
2008-11-05,35
2008-11-06,36
2008-11-07,37
2008-11-08,38
2008-11-09,35
2008-11-10,33
2008-11-11,31
2008-11-12,28
2008-11-13,26
2008-11-14,24
2008-11-15,22
2008-11-16,25
2008-11-17,28
2008-11-18,31
2008-11-19,34
2008-11-20,38
2008-11-21,40
2008-11-22,44
2008-11-23,42
2008-11-24,41
2008-11-25,40
2008-11-26,39
2008-11-27,38
2008-11-28,37
2008-11-29,36
2008-11-30,37
2008-12-01,38
2008-12-02,40
2008-12-03,41
2008-12-04,42
2008-12-05,43
2008-12-06,45
2008-12-07,44
2008-12-08,44
2008-12-09,44
2008-12-10,47
2008-12-11,44
2008-12-12,44
2008-12-13,44
2008-12-14,41
2008-12-15,39
2008-12-16,37
2008-12-17,35
2008-12-18,33
2008-12-19,31
2008-12-20,29
2008-12-21,28
2008-12-22,28
2008-12-23,27
2008-12-24,27
2008-12-25,26
2008-12-26,26
2008-12-27,26
2008-12-28,29
2008-12-29,33
2008-12-30,37
2008-12-31,41
