Date,Eloqua
2012-04-14,17
2012-04-15,17
2012-04-16,17
2012-04-17,17
2012-04-18,18
2012-04-19,19
2012-04-20,19
2012-04-21,19
2012-04-22,19
2012-04-23,20
2012-04-24,21
2012-04-25,21
2012-04-26,24
2012-04-27,23
2012-04-28,24
2012-04-29,23
2012-04-30,23
2012-05-01,23
2012-05-02,22
2012-05-03,24
2012-05-04,22
2012-05-05,22
2012-05-06,22
2012-05-07,22
2012-05-08,22
2012-05-09,23
2012-05-10,22
2012-05-11,22
2012-05-12,23
2012-05-13,22
2012-05-14,22
2012-05-15,21
2012-05-16,21
2012-05-17,22
2012-05-18,20
2012-05-19,20
2012-05-20,20
2012-05-21,21
2012-05-22,22
2012-05-23,23
2012-05-24,24
2012-05-25,25
2012-05-26,26
2012-05-27,24
2012-05-28,23
2012-05-29,22
2012-05-30,21
2012-05-31,19
2012-06-01,18
2012-06-02,17
2012-06-03,18
2012-06-04,19
2012-06-05,21
2012-06-06,22
2012-06-07,24
2012-06-08,25
2012-06-09,27
2012-06-10,26
2012-06-11,26
2012-06-12,25
2012-06-13,25
2012-06-14,24
2012-06-15,24
2012-06-16,25
2012-06-17,24
2012-06-18,24
2012-06-19,25
2012-06-20,24
2012-06-21,24
2012-06-22,25
2012-06-23,25
2012-06-24,25
2012-06-25,25
2012-06-26,26
2012-06-27,27
2012-06-28,25
2012-06-29,27
2012-06-30,26
2012-07-01,25
2012-07-02,24
2012-07-03,23
2012-07-04,22
2012-07-05,21
2012-07-06,20
2012-07-07,20
2012-07-08,20
2012-07-09,20
2012-07-10,21
2012-07-11,21
2012-07-12,23
2012-07-13,22
2012-07-14,23
2012-07-15,23
2012-07-16,23
2012-07-17,24
2012-07-18,23
2012-07-19,23
2012-07-20,23
2012-07-21,23
2012-07-22,23
2012-07-23,24
2012-07-24,25
2012-07-25,25
2012-07-26,26
2012-07-27,26
2012-07-28,27
2012-07-29,28
2012-07-30,30
2012-07-31,34
2012-08-01,34
2012-08-02,36
2012-08-03,41
2012-08-04,44
2012-08-05,38
2012-08-06,36
2012-08-07,34
2012-08-08,33
2012-08-09,33
2012-08-10,29
2012-08-11,29
2012-08-12,27
2012-08-13,26
2012-08-14,25
2012-08-15,24
2012-08-16,23
2012-08-17,22
2012-08-18,22
2012-08-19,22
2012-08-20,23
2012-08-21,24
2012-08-22,27
2012-08-23,26
2012-08-24,27
2012-08-25,28
2012-08-26,27
2012-08-27,27
2012-08-28,28
2012-08-29,26
2012-08-30,25
2012-08-31,25
2012-09-01,25
2012-09-02,25
2012-09-03,25
2012-09-04,25
2012-09-05,25
2012-09-06,25
2012-09-07,25
2012-09-08,25
2012-09-09,25
2012-09-10,26
2012-09-11,27
2012-09-12,28
2012-09-13,27
2012-09-14,29
2012-09-15,29
2012-09-16,29
2012-09-17,29
2012-09-18,30
2012-09-19,29
2012-09-20,31
2012-09-21,30
2012-09-22,30
2012-09-23,29
2012-09-24,28
2012-09-25,27
2012-09-26,26
2012-09-27,25
2012-09-28,25
2012-09-29,23
2012-09-30,22
2012-10-01,22
2012-10-02,22
2012-10-03,22
2012-10-04,21
2012-10-05,21
2012-10-06,21
2012-10-07,22
2012-10-08,23
2012-10-09,25
2012-10-10,25
2012-10-11,26
2012-10-12,27
2012-10-13,29
2012-10-14,27
2012-10-15,27
2012-10-16,27
2012-10-17,27
2012-10-18,27
2012-10-19,27
2012-10-20,27
2012-10-21,27
2012-10-22,27
2012-10-23,29
2012-10-24,28
2012-10-25,29
2012-10-26,28
2012-10-27,30
2012-10-28,28
2012-10-29,27
2012-10-30,27
2012-10-31,26
2012-11-01,24
2012-11-02,24
2012-11-03,23
2012-11-04,23
2012-11-05,24
2012-11-06,25
2012-11-07,26
2012-11-08,28
2012-11-09,29
2012-11-10,29
2012-11-11,28
2012-11-12,28
2012-11-13,28
2012-11-14,29
2012-11-15,28
2012-11-16,30
2012-11-17,28
2012-11-18,27
2012-11-19,26
2012-11-20,26
2012-11-21,24
2012-11-22,23
2012-11-23,22
2012-11-24,22
2012-11-25,22
2012-11-26,24
2012-11-27,23
2012-11-28,25
2012-11-29,25
2012-11-30,25
2012-12-01,27
2012-12-02,25
2012-12-03,25
2012-12-04,25
2012-12-05,25
2012-12-06,25
2012-12-07,25
2012-12-08,26
2012-12-09,24
2012-12-10,24
2012-12-11,23
2012-12-12,23
2012-12-13,22
2012-12-14,22
2012-12-15,22
2012-12-16,33
2012-12-17,44
2012-12-18,55
2012-12-19,67
2012-12-20,77
2012-12-21,97
2012-12-22,120
2012-12-23,95
2012-12-24,78
2012-12-25,67
2012-12-26,56
2012-12-27,45
2012-12-28,34
2012-12-29,24
2012-12-30,24
2012-12-31,24
2013-01-01,25
2013-01-02,25
2013-01-03,26
2013-01-04,27
2013-01-05,27
2013-01-06,28
2013-01-07,29
2013-01-08,31
2013-01-09,33
2013-01-10,34
2013-01-11,36
2013-01-12,37
2013-01-13,35
2013-01-14,34
2013-01-15,32
2013-01-16,31
2013-01-17,29
2013-01-18,30
2013-01-19,27
2013-01-20,27
2013-01-21,28
2013-01-22,28
2013-01-23,29
2013-01-24,29
2013-01-25,30
2013-01-26,33
2013-01-27,31
2013-01-28,31
2013-01-29,31
2013-01-30,32
2013-01-31,31
