Date,Bankrate
2011-05-18,49
2011-05-19,46
2011-05-20,44
2011-05-21,42
2011-05-22,42
2011-05-23,41
2011-05-24,40
2011-05-25,40
2011-05-26,39
2011-05-27,39
2011-05-28,39
2011-05-29,38
2011-05-30,38
2011-05-31,38
2011-06-01,38
2011-06-02,38
2011-06-03,38
2011-06-04,38
2011-06-05,41
2011-06-06,44
2011-06-07,48
2011-06-08,51
2011-06-09,55
2011-06-10,58
2011-06-11,62
2011-06-12,62
2011-06-13,63
2011-06-14,64
2011-06-15,65
2011-06-16,65
2011-06-17,66
2011-06-18,66
2011-06-19,64
2011-06-20,60
2011-06-21,57
2011-06-22,54
2011-06-23,51
2011-06-24,48
2011-06-25,46
2011-06-26,46
2011-07-03,45
2011-07-04,42
2011-07-05,40
2011-07-06,37
2011-07-07,35
2011-07-08,32
2011-07-09,30
2011-07-10,32
2011-07-11,35
2011-07-12,38
2011-07-13,41
2011-07-14,44
2011-07-15,47
2011-07-16,50
2011-07-17,51
2011-07-18,52
2011-07-19,54
2011-07-20,55
2011-07-21,57
2011-07-22,58
2011-07-23,60
2011-07-24,58
2011-07-25,57
2011-07-26,56
2011-07-27,55
2011-07-28,53
2011-07-29,52
2011-07-30,51
2011-07-31,52
2011-08-01,54
2011-08-02,55
2011-08-03,57
2011-08-04,58
2011-08-05,60
2011-08-06,62
2011-08-07,67
2011-08-08,73
2011-08-09,79
2011-08-10,84
2011-08-11,90
2011-08-12,96
2011-08-13,101
2011-08-14,96
2011-08-15,89
2011-08-16,84
2011-08-17,79
2011-08-18,73
2011-08-19,68
2011-08-20,63
2011-08-21,61
2011-08-22,59
2011-08-23,57
2011-08-24,56
2011-08-25,54
2011-08-26,52
2011-08-27,50
2011-08-28,49
2011-08-29,48
2011-08-30,48
2011-08-31,47
2011-09-01,47
2011-09-02,46
2011-09-03,46
2011-09-04,45
2011-09-05,44
2011-09-06,43
2011-09-07,42
2011-09-08,41
2011-09-09,40
2011-09-10,40
2011-09-11,42
2011-09-12,44
2011-09-13,46
2011-09-14,48
2011-09-15,50
2011-09-16,52
2011-09-17,55
2011-09-18,56
2011-09-19,59
2011-09-20,60
2011-09-21,62
2011-09-22,64
2011-09-23,66
2011-09-24,67
2011-09-25,67
2011-10-02,64
2011-10-03,63
2011-10-04,62
2011-10-05,61
2011-10-06,60
2011-10-07,59
2011-10-08,58
2011-10-09,58
2011-10-10,58
2011-10-11,59
2011-10-12,59
2011-10-13,60
2011-10-14,60
2011-10-15,61
2011-10-16,60
2011-10-17,60
2011-10-18,59
2011-10-19,58
2011-10-20,58
2011-10-21,57
2011-10-22,57
2011-10-23,57
2011-10-24,57
2011-10-25,57
2011-10-26,58
2011-10-27,58
2011-10-28,58
2011-10-29,59
2011-10-30,58
2011-10-31,59
2011-11-01,58
2011-11-02,58
2011-11-03,58
2011-11-04,58
2011-11-05,57
2011-11-06,53
2011-11-07,48
2011-11-08,44
2011-11-09,40
2011-11-10,36
2011-11-11,32
2011-11-12,28
2011-11-13,32
2011-11-14,36
2011-11-15,41
2011-11-16,45
2011-11-17,49
2011-11-18,54
2011-11-19,58
2011-11-20,57
2011-11-21,55
2011-11-22,54
2011-11-23,52
2011-11-24,51
2011-11-25,50
2011-11-26,49
2011-11-27,49
2011-11-28,49
2011-11-29,50
2011-11-30,50
2011-12-01,50
2011-12-02,50
2011-12-03,51
2011-12-04,47
2011-12-05,43
2011-12-06,40
2011-12-07,36
2011-12-08,33
2011-12-09,30
2011-12-10,27
2011-12-11,29
2011-12-12,32
2011-12-13,35
2011-12-14,37
2011-12-15,40
2011-12-16,43
2011-12-17,46
2011-12-18,44
2011-12-19,43
2011-12-20,42
2011-12-21,41
2011-12-22,40
2011-12-23,39
2011-12-24,38
2011-12-25,40
2012-01-01,52
2012-01-02,52
2012-01-03,52
2012-01-04,51
2012-01-05,51
2012-01-06,51
2012-01-07,51
2012-01-08,51
2012-01-09,53
2012-01-10,54
2012-01-11,54
2012-01-12,55
2012-01-13,56
2012-01-14,57
2012-01-15,53
2012-01-16,48
2012-01-17,44
2012-01-18,40
2012-01-19,36
2012-01-20,32
2012-01-21,28
2012-01-22,33
2012-01-23,39
2012-01-24,45
2012-01-25,51
2012-01-26,57
2012-01-27,62
2012-01-28,68
2012-01-29,65
2012-01-30,61
2012-01-31,58
2012-02-01,54
2012-02-02,51
2012-02-03,48
2012-02-04,45
2012-02-05,44
2012-02-06,43
2012-02-07,43
2012-02-08,42
2012-02-09,41
2012-02-10,40
2012-02-11,40
2012-02-12,39
2012-02-13,38
2012-02-14,37
2012-02-15,37
2012-02-16,36
2012-02-17,35
2012-02-18,35
2012-02-19,36
2012-02-20,38
2012-02-21,39
2012-02-22,41
2012-02-23,42
2012-02-24,44
2012-02-25,46
2012-02-26,47
2012-02-27,48
2012-02-28,50
2012-02-29,51
2012-03-01,52
2012-03-02,53
2012-03-03,55
2012-03-04,53
2012-03-05,52
2012-03-06,50
2012-03-07,48
2012-03-08,47
2012-03-09,45
2012-03-10,44
2012-03-11,44
2012-03-12,44
2012-03-13,45
2012-03-14,45
2012-03-15,46
2012-03-16,46
2012-03-17,47
2012-03-18,46
2012-03-19,46
2012-03-20,46
2012-03-21,46
2012-03-22,46
2012-03-23,46
2012-03-24,46
2012-03-25,46
2012-04-01,50
2012-04-02,51
2012-04-03,52
2012-04-04,52
2012-04-05,53
2012-04-06,54
2012-04-07,55
2012-04-08,55
2012-04-09,55
2012-04-10,55
2012-04-11,55
2012-04-12,56
2012-04-13,56
2012-04-14,56
2012-04-15,54
2012-04-16,51
2012-04-17,49
2012-04-18,46
2012-04-19,44
2012-04-20,42
2012-04-21,40
2012-04-22,39
2012-04-23,38
2012-04-24,38
2012-04-25,37
2012-04-26,37
2012-04-27,36
2012-04-28,36
2012-04-29,37
2012-04-30,39
2012-05-01,40
2012-05-02,42
2012-05-03,43
2012-05-04,45
2012-05-05,47
2012-05-06,48
2012-05-07,50
2012-05-08,51
2012-05-09,53
2012-05-10,54
2012-05-11,56
2012-05-12,57
2012-05-13,54
2012-05-14,51
2012-05-15,48
2012-05-16,45
2012-05-17,42
2012-05-18,39
2012-05-19,37
2012-05-20,38
2012-05-21,40
2012-05-22,42
2012-05-23,44
2012-05-24,46
2012-05-25,48
2012-05-26,50
2012-05-27,49
2012-05-28,49
2012-05-29,49
2012-05-30,48
2012-05-31,48
2012-06-01,48
2012-06-02,48
2012-06-03,47
2012-06-04,46
2012-06-05,45
2012-06-06,44
2012-06-07,43
2012-06-08,42
2012-06-09,41
2012-06-10,40
2012-06-11,39
2012-06-12,38
2012-06-13,38
2012-06-14,37
2012-06-15,36
2012-06-16,36
2012-06-17,39
2012-06-18,42
2012-06-19,45
2012-06-20,48
2012-06-21,52
2012-06-22,55
2012-06-23,58
2012-06-24,54
2012-07-01,34
2012-07-02,35
2012-07-03,36
2012-07-04,37
2012-07-05,38
2012-07-06,39
2012-07-07,40
2012-07-08,39
2012-07-09,38
2012-07-10,38
2012-07-11,37
2012-07-12,37
2012-07-13,36
2012-07-14,36
2012-07-15,39
2012-07-16,42
2012-07-17,46
2012-07-18,49
2012-07-19,52
2012-07-20,56
2012-07-21,59
2012-07-22,58
2012-07-23,56
2012-07-24,55
2012-07-25,54
2012-07-26,52
2012-07-27,51
2012-07-28,50
2012-07-29,47
2012-07-30,44
2012-07-31,42
2012-08-01,39
2012-08-02,37
2012-08-03,34
2012-08-04,32
2012-08-05,33
2012-08-06,34
2012-08-07,36
2012-08-08,37
2012-08-09,39
2012-08-10,40
2012-08-11,42
2012-08-12,41
2012-08-13,41
2012-08-14,41
2012-08-15,41
2012-08-16,41
2012-08-17,41
2012-08-18,41
2012-08-19,40
2012-08-20,40
2012-08-21,40
2012-08-22,39
2012-08-23,39
2012-08-24,39
2012-08-25,39
2012-08-26,41
2012-08-27,43
2012-08-28,45
2012-08-29,48
2012-08-30,50
2012-08-31,52
2012-09-01,54
2012-09-02,51
2012-09-03,46
2012-09-04,43
2012-09-05,39
2012-09-06,36
2012-09-07,32
2012-09-08,29
2012-09-09,30
2012-09-10,32
2012-09-11,34
2012-09-12,36
2012-09-13,38
2012-09-14,40
2012-09-15,42
2012-09-16,42
2012-09-17,42
2012-09-18,42
2012-09-19,42
2012-09-20,42
2012-09-21,42
2012-09-22,42
2012-09-23,40
2012-09-24,38
2012-09-25,36
2012-09-26,34
2012-09-27,32
2012-09-28,30
2012-09-29,29
2012-09-30,31
