Date,LinkedIn
2010-11-29,50
2010-11-30,50
2010-12-01,51
2010-12-02,51
2010-12-03,51
2010-12-04,58
2010-12-05,53
2010-12-06,52
2010-12-07,52
2010-12-08,54
2010-12-09,53
2010-12-10,54
2010-12-11,59
2010-12-12,54
2010-12-13,52
2010-12-14,52
2010-12-15,51
2010-12-16,52
2010-12-17,50
2010-12-18,55
2010-12-19,49
2010-12-20,47
2010-12-21,46
2010-12-22,45
2010-12-23,43
2010-12-24,46
2010-12-25,42
2010-12-26,40
2010-12-27,39
2010-12-28,38
2010-12-29,38
2010-12-30,37
2010-12-31,38
2011-01-01,35
2011-01-02,38
2011-01-03,41
2011-01-04,44
2011-01-05,47
2011-01-06,50
2011-01-07,53
2011-01-08,62
2011-01-09,56
2011-01-10,57
2011-01-11,59
2011-01-12,59
2011-01-13,61
2011-01-14,62
2011-01-15,66
2011-01-16,63
2011-01-17,62
2011-01-18,63
2011-01-19,63
2011-01-20,64
2011-01-21,65
2011-01-22,70
2011-01-23,65
2011-01-24,64
2011-01-25,65
2011-01-26,64
2011-01-27,65
2011-01-28,65
2011-01-29,70
2011-01-30,63
2011-01-31,63
2011-02-01,63
2011-02-02,63
2011-02-03,63
2011-02-04,64
2011-02-05,70
2011-02-06,63
2011-02-07,63
2011-02-08,63
2011-02-09,63
2011-02-10,63
2011-02-11,63
2011-02-12,69
2011-02-13,64
2011-02-14,63
2011-02-15,64
2011-02-16,64
2011-02-17,65
2011-02-18,66
2011-02-19,72
2011-02-20,67
2011-02-21,65
2011-02-22,64
2011-02-23,64
2011-02-24,64
2011-02-25,64
2011-02-26,69
2011-02-27,63
2011-02-28,63
2011-03-01,63
2011-03-02,64
2011-03-03,63
2011-03-04,65
2011-03-05,70
2011-03-06,64
2011-03-07,64
2011-03-08,64
2011-03-09,65
2011-03-10,65
2011-03-11,66
2011-03-12,71
2011-03-13,65
2011-03-14,63
2011-03-15,63
2011-03-16,64
2011-03-17,62
2011-03-18,62
2011-03-19,67
2011-03-20,62
2011-03-21,63
2011-03-22,64
2011-03-23,66
2011-03-24,66
2011-03-25,68
2011-03-26,76
2011-03-27,67
2011-03-28,67
2011-03-29,66
2011-03-30,66
2011-03-31,65
2011-04-01,65
2011-04-02,72
2011-04-03,65
2011-04-04,65
2011-04-05,65
2011-04-06,66
2011-04-07,66
2011-04-08,68
2011-04-09,75
2011-04-10,67
2011-04-11,67
2011-04-12,67
2011-04-13,70
2011-04-14,67
2011-04-15,69
2011-04-16,76
2011-04-17,66
2011-04-18,65
2011-04-19,65
2011-04-20,63
2011-04-21,64
2011-04-22,63
2011-04-23,65
2011-04-24,60
2011-04-25,60
2011-04-26,61
2011-04-27,61
2011-04-28,62
2011-04-29,64
2011-04-30,71
2011-05-01,63
2011-05-02,63
2011-05-03,63
2011-05-04,64
2011-05-05,63
2011-05-06,65
2011-05-07,71
2011-05-08,65
2011-05-09,66
2011-05-10,67
2011-05-11,68
2011-05-12,70
2011-05-13,71
2011-05-14,78
2011-05-15,75
2011-05-16,78
2011-05-17,81
2011-05-18,84
2011-05-19,87
2011-05-20,95
2011-05-21,105
2011-05-22,94
2011-05-23,91
2011-05-24,89
2011-05-25,89
2011-05-26,89
2011-05-27,86
2011-05-28,92
2011-05-29,83
2011-05-30,79
2011-05-31,77
2011-06-01,75
2011-06-02,74
2011-06-03,71
2011-06-04,76
2011-06-05,69
2011-06-06,70
2011-06-07,71
2011-06-08,71
2011-06-09,73
2011-06-10,73
2011-06-11,82
2011-06-12,74
2011-06-13,74
2011-06-14,74
2011-06-15,76
2011-06-16,74
2011-06-17,75
2011-06-18,83
2011-06-19,75
2011-06-20,75
2011-06-21,76
2011-06-22,76
2011-06-23,76
2011-06-24,78
2011-06-25,85
2011-06-26,76
2011-06-27,75
2011-06-28,75
2011-06-29,74
2011-06-30,74
2011-07-01,72
2011-07-02,80
2011-07-03,72
2011-07-04,72
2011-07-05,72
2011-07-06,73
2011-07-07,74
2011-07-08,76
2011-07-09,81
2011-07-10,74
2011-07-11,75
2011-07-12,76
2011-07-13,79
2011-07-14,78
2011-07-15,80
2011-07-16,87
2011-07-17,79
2011-07-18,78
2011-07-19,78
2011-07-20,79
2011-07-21,77
2011-07-22,79
2011-07-23,83
2011-07-24,75
2011-07-25,75
2011-07-26,74
2011-07-27,74
2011-07-28,74
2011-07-29,75
2011-07-30,80
2011-07-31,74
2011-08-01,74
2011-08-02,75
2011-08-03,77
2011-08-04,76
2011-08-05,78
2011-08-06,85
2011-08-07,78
2011-08-08,78
2011-08-09,78
2011-08-10,78
2011-08-11,78
2011-08-12,81
2011-08-13,84
2011-08-14,77
2011-08-15,77
2011-08-16,77
2011-08-17,77
2011-08-18,78
2011-08-19,78
2011-08-20,83
2011-08-21,78
2011-08-22,76
2011-08-23,76
2011-08-24,75
2011-08-25,76
2011-08-26,75
2011-08-27,83
2011-08-28,74
2011-08-29,74
2011-08-30,73
2011-08-31,73
2011-09-01,73
2011-09-02,73
2011-09-03,79
2011-09-04,72
2011-09-05,72
2011-09-06,72
2011-09-07,72
2011-09-08,73
2011-09-09,75
2011-09-10,78
2011-09-11,74
2011-09-12,76
2011-09-13,78
2011-09-14,80
2011-09-15,84
2011-09-16,85
2011-09-17,94
2011-09-18,85
2011-09-19,85
2011-09-20,85
2011-09-21,87
2011-09-22,85
2011-09-23,86
2011-09-24,93
2011-09-25,84
2011-09-26,84
2011-09-27,84
2011-09-28,84
2011-09-29,85
2011-09-30,84
2011-10-01,84
2011-10-02,83
2011-10-03,83
2011-10-04,83
2011-10-05,82
2011-10-06,82
2011-10-07,82
2011-10-08,90
2011-10-09,81
2011-10-10,81
2011-10-11,81
2011-10-12,81
2011-10-13,82
2011-10-14,81
2011-10-15,89
2011-10-16,81
2011-10-17,81
2011-10-18,81
2011-10-19,82
2011-10-20,82
2011-10-21,84
2011-10-22,91
2011-10-23,83
2011-10-24,82
2011-10-25,82
2011-10-26,83
2011-10-27,81
2011-10-28,83
2011-10-29,88
2011-10-30,81
2011-10-31,81
2011-11-01,81
2011-11-02,81
2011-11-03,81
2011-11-04,84
2011-11-05,89
2011-11-06,84
2011-11-07,82
2011-11-08,83
2011-11-09,84
2011-11-10,84
2011-11-11,85
2011-11-12,94
2011-11-13,84
2011-11-14,84
2011-11-15,84
2011-11-16,84
2011-11-17,85
2011-11-18,84
2011-11-19,93
2011-11-20,82
2011-11-21,80
2011-11-22,79
2011-11-23,79
2011-11-24,77
2011-11-25,75
2011-11-26,80
2011-11-27,74
2011-11-28,75
2011-11-29,76
2011-11-30,77
2011-12-01,78
2011-12-02,79
2011-12-03,88
2011-12-04,80
2011-12-05,78
2011-12-06,78
2011-12-07,78
2011-12-08,78
2011-12-09,76
2011-12-10,83
2011-12-11,76
2011-12-12,76
2011-12-13,77
2011-12-14,77
2011-12-15,77
2011-12-16,79
2011-12-17,86
2011-12-18,76
2011-12-19,74
2011-12-20,72
2011-12-21,72
2011-12-22,69
2011-12-23,70
2011-12-24,72
2011-12-25,64
2011-12-26,62
2011-12-27,60
2011-12-28,58
2011-12-29,56
2011-12-30,55
2011-12-31,56
2012-01-01,55
2012-01-02,58
2012-01-03,62
2012-01-04,65
2012-01-05,69
2012-01-06,74
2012-01-07,82
2012-01-08,78
2012-01-09,80
2012-01-10,82
2012-01-11,85
2012-01-12,86
2012-01-13,88
2012-01-14,98
2012-01-15,89
2012-01-16,88
2012-01-17,88
2012-01-18,88
2012-01-19,87
2012-01-20,87
2012-01-21,94
2012-01-22,86
2012-01-23,87
2012-01-24,88
2012-01-25,89
2012-01-26,90
2012-01-27,90
2012-01-28,100
2012-01-29,92
2012-01-30,91
2012-01-31,91
2012-02-01,92
2012-02-02,93
2012-02-03,93
2012-02-04,100
2012-02-05,94
2012-02-06,93
2012-02-07,94
2012-02-08,95
2012-02-09,95
2012-02-10,95
2012-02-11,108
2012-02-12,95
2012-02-13,94
2012-02-14,94
2012-02-15,93
2012-02-16,93
2012-02-17,94
2012-02-18,102
2012-02-19,91
2012-02-20,91
2012-02-21,91
2012-02-22,92
2012-02-23,90
2012-02-24,92
2012-02-25,99
2012-02-26,90
2012-02-27,90
2012-02-28,90
2012-02-29,91
2012-03-01,90
2012-03-02,90
2012-03-03,98
2012-03-04,90
2012-03-05,90
2012-03-06,91
2012-03-07,94
2012-03-08,92
2012-03-09,92
2012-03-10,104
2012-03-11,92
2012-03-12,91
2012-03-13,91
2012-03-14,90
2012-03-15,92
2012-03-16,91
2012-03-17,96
2012-03-18,89
2012-03-19,89
2012-03-20,89
2012-03-21,90
2012-03-22,90
2012-03-23,91
2012-03-24,99
2012-03-25,89
2012-03-26,89
2012-03-27,88
2012-03-28,88
2012-03-29,89
2012-03-30,88
2012-03-31,96
2012-04-01,86
2012-04-02,85
2012-04-03,84
2012-04-04,83
2012-04-05,84
2012-04-06,85
2012-04-07,86
2012-04-08,83
2012-04-09,81
2012-04-10,81
2012-04-11,81
2012-04-12,82
2012-04-13,84
2012-04-14,90
2012-04-15,83
2012-04-16,84
2012-04-17,86
2012-04-18,89
2012-04-19,89
2012-04-20,92
2012-04-21,102
2012-04-22,91
2012-04-23,91
2012-04-24,90
2012-04-25,91
2012-04-26,89
2012-04-27,91
2012-04-28,98
2012-04-29,88
2012-04-30,88
2012-05-01,88
2012-05-02,88
2012-05-03,88
2012-05-04,89
2012-05-05,97
2012-05-06,89
2012-05-07,88
2012-05-08,88
2012-05-09,88
2012-05-10,88
2012-05-11,90
2012-05-12,97
2012-05-13,88
2012-05-14,89
2012-05-15,89
2012-05-16,90
2012-05-17,90
2012-05-18,93
2012-05-19,101
2012-05-20,92
2012-05-21,92
2012-05-22,92
2012-05-23,94
2012-05-24,92
2012-05-25,95
2012-05-26,105
2012-05-27,92
2012-05-28,91
2012-05-29,90
2012-05-30,89
2012-05-31,89
2012-06-01,89
2012-06-02,95
2012-06-03,89
2012-06-04,90
2012-06-05,92
2012-06-06,94
2012-06-07,96
2012-06-08,100
2012-06-09,112
2012-06-10,101
2012-06-11,97
2012-06-12,96
2012-06-13,96
2012-06-14,93
2012-06-15,94
2012-06-16,101
2012-06-17,91
2012-06-18,91
2012-06-19,91
2012-06-20,91
2012-06-21,91
2012-06-22,93
2012-06-23,101
2012-06-24,90
2012-06-25,90
2012-06-26,90
2012-06-27,89
2012-06-28,89
2012-06-29,90
2012-06-30,99
