Date,MSCI Inc
2007-09-01,56
2007-09-02,57
2007-09-03,58
2007-09-04,59
2007-09-05,62
2007-09-06,65
2007-09-07,62
2007-09-08,63
2007-09-09,61
2007-09-10,59
2007-09-11,59
2007-09-12,60
2007-09-13,53
2007-09-14,52
2007-09-15,50
2007-09-16,51
2007-09-17,53
2007-09-18,59
2007-09-19,57
2007-09-20,59
2007-09-21,70
2007-09-22,63
2007-09-23,64
2007-09-24,66
2007-09-25,71
2007-09-26,69
2007-09-27,72
2007-09-28,73
2007-09-29,82
2007-09-30,74
2007-10-01,74
2007-10-02,73
2007-10-03,73
2007-10-04,78
2007-10-05,72
2007-10-06,82
2007-10-07,73
2007-10-08,74
2007-10-09,76
2007-10-10,77
2007-10-11,82
2007-10-12,86
2007-10-13,84
2007-10-14,83
2007-10-15,83
2007-10-16,84
2007-10-17,86
2007-10-18,90
2007-10-19,87
2007-10-20,97
2007-10-21,85
2007-10-22,83
2007-10-23,81
2007-10-24,83
2007-10-25,77
2007-10-26,79
2007-10-27,77
2007-10-28,74
2007-10-29,75
2007-10-30,76
2007-10-31,79
2007-11-01,80
2007-11-02,83
2007-11-03,86
2007-11-04,83
2007-11-05,86
2007-11-06,89
2007-11-07,100
2007-11-08,95
2007-11-09,97
2007-11-10,109
2007-11-11,97
2007-11-12,94
2007-11-13,97
2007-11-14,88
2007-11-15,85
2007-11-16,87
2007-11-17,80
2007-11-18,79
2007-11-19,79
2007-11-20,80
2007-11-21,79
2007-11-22,84
2007-11-23,78
2007-11-24,78
2007-11-25,79
2007-11-26,81
2007-11-27,86
2007-11-28,85
2007-11-29,87
2007-11-30,89
2007-12-01,95
2007-12-02,89
2007-12-03,87
2007-12-04,85
2007-12-05,84
2007-12-06,87
2007-12-07,80
2007-12-08,88
2007-12-09,77
2007-12-10,75
2007-12-11,73
2007-12-12,72
2007-12-13,71
2007-12-14,67
2007-12-15,65
2007-12-16,65
2007-12-17,65
2007-12-18,65
2007-12-19,66
2007-12-20,67
2007-12-21,65
2007-12-22,70
2007-12-23,63
2007-12-24,60
2007-12-25,57
2007-12-26,54
2007-12-27,51
2007-12-28,48
2007-12-29,48
2007-12-30,50
2007-12-31,55
2008-01-01,60
2008-01-02,66
2008-01-03,73
2008-01-04,76
2008-01-05,88
2008-01-06,80
2008-01-07,78
2008-01-08,76
2008-01-09,76
2008-01-10,72
2008-01-11,73
2008-01-12,76
2008-01-13,70
2008-01-14,72
2008-01-15,75
2008-01-16,75
2008-01-17,77
2008-01-18,85
2008-01-19,81
2008-01-20,81
2008-01-21,82
2008-01-22,83
2008-01-23,87
2008-01-24,88
2008-01-25,86
2008-01-26,98
2008-01-27,85
2008-01-28,83
2008-01-29,81
2008-01-30,80
2008-01-31,78
2008-02-01,81
2008-02-02,75
2008-02-03,74
2008-02-04,73
2008-02-05,78
2008-02-06,72
2008-02-07,72
2008-02-08,73
2008-02-09,72
2008-02-10,71
2008-02-11,71
2008-02-12,71
2008-02-13,71
2008-02-14,73
2008-02-15,71
2008-02-16,80
2008-02-17,69
2008-02-18,68
2008-02-19,67
2008-02-20,69
2008-02-21,64
2008-02-22,63
2008-02-23,63
2008-02-24,61
2008-02-25,60
2008-02-26,60
2008-02-27,61
2008-02-28,59
2008-02-29,61
2008-03-01,59
2008-03-02,59
2008-03-03,60
2008-03-04,61
2008-03-05,65
2008-03-06,64
2008-03-07,69
2008-03-08,67
2008-03-09,66
2008-03-10,65
2008-03-11,65
2008-03-12,63
2008-03-13,62
2008-03-14,61
2008-03-15,69
2008-03-16,61
2008-03-17,61
2008-03-18,61
2008-03-19,61
2008-03-20,63
2008-03-21,64
2008-03-22,61
2008-03-23,61
2008-03-24,61
2008-03-25,61
2008-03-26,61
2008-03-27,63
2008-03-28,61
2008-03-29,65
2008-03-30,62
2008-03-31,62
2008-04-01,62
2008-04-02,63
2008-04-03,71
2008-04-04,63
2008-04-05,69
2008-04-06,63
2008-04-07,63
2008-04-08,62
2008-04-09,62
2008-04-10,69
2008-04-11,62
2008-04-12,61
2008-04-13,60
2008-04-14,59
2008-04-15,58
2008-04-16,58
2008-04-17,56
2008-04-18,56
2008-04-19,59
2008-04-20,55
2008-04-21,55
2008-04-22,56
2008-04-23,57
2008-04-24,57
2008-04-25,58
2008-04-26,58
2008-04-27,58
2008-04-28,59
2008-04-29,63
2008-04-30,60
2008-05-01,65
2008-05-02,61
2008-05-03,64
2008-05-04,64
2008-05-05,66
2008-05-06,69
2008-05-07,71
2008-05-08,77
2008-05-09,78
2008-05-10,87
2008-05-11,76
2008-05-12,72
2008-05-13,70
2008-05-14,68
2008-05-15,61
2008-05-16,58
2008-05-17,58
2008-05-18,57
2008-05-19,59
2008-05-20,61
2008-05-21,63
2008-05-22,65
2008-05-23,73
2008-05-24,74
2008-05-25,70
2008-05-26,70
2008-05-27,71
2008-05-28,75
2008-05-29,72
2008-05-30,72
2008-05-31,81
2008-06-01,72
2008-06-02,71
2008-06-03,70
2008-06-04,71
2008-06-05,73
2008-06-06,68
2008-06-07,72
2008-06-08,65
2008-06-09,64
2008-06-10,63
2008-06-11,62
2008-06-12,61
2008-06-13,60
2008-06-14,62
2008-06-15,60
2008-06-16,61
2008-06-17,62
2008-06-18,65
2008-06-19,64
2008-06-20,66
2008-06-21,69
2008-06-22,65
2008-06-23,63
2008-06-24,62
2008-06-25,60
2008-06-26,59
2008-06-27,58
2008-06-28,61
2008-06-29,58
2008-06-30,60
2008-07-01,62
2008-07-02,64
2008-07-03,66
2008-07-04,69
2008-07-05,77
2008-07-06,69
2008-07-07,68
2008-07-08,67
2008-07-09,70
2008-07-10,66
2008-07-11,65
2008-07-12,65
2008-07-13,64
2008-07-14,63
2008-07-15,66
2008-07-16,62
2008-07-17,62
2008-07-18,68
2008-07-19,61
2008-07-20,59
2008-07-21,57
2008-07-22,55
2008-07-23,54
2008-07-24,55
2008-07-25,50
2008-07-26,52
2008-07-27,50
2008-07-28,51
2008-07-29,53
2008-07-30,56
2008-07-31,54
2008-08-01,61
2008-08-02,57
2008-08-03,56
2008-08-04,56
2008-08-05,56
2008-08-06,55
2008-08-07,56
2008-08-08,55
2008-08-09,55
2008-08-10,55
2008-08-11,55
2008-08-12,56
2008-08-13,56
2008-08-14,58
2008-08-15,57
2008-08-16,58
2008-08-17,58
2008-08-18,58
2008-08-19,61
2008-08-20,59
2008-08-21,60
2008-08-22,62
2008-08-23,61
2008-08-24,60
2008-08-25,59
2008-08-26,58
2008-08-27,57
2008-08-28,62
2008-08-29,55
2008-08-30,58
2008-08-31,55
2008-09-01,55
2008-09-02,57
2008-09-03,55
2008-09-04,55
2008-09-05,58
2008-09-06,60
2008-09-07,55
2008-09-08,54
2008-09-09,53
2008-09-10,56
2008-09-11,51
2008-09-12,51
2008-09-13,52
2008-09-14,50
2008-09-15,52
2008-09-16,54
2008-09-17,56
2008-09-18,57
2008-09-19,60
2008-09-20,61
2008-09-21,61
2008-09-22,61
2008-09-23,68
2008-09-24,61
2008-09-25,61
2008-09-26,65
2008-09-27,61
2008-09-28,60
2008-09-29,60
2008-09-30,60
2008-10-01,60
2008-10-02,60
2008-10-03,69
2008-10-04,60
2008-10-05,61
2008-10-06,62
2008-10-07,65
2008-10-08,65
2008-10-09,66
2008-10-10,67
2008-10-11,75
2008-10-12,73
2008-10-13,69
2008-10-14,70
2008-10-15,73
2008-10-16,69
2008-10-17,69
2008-10-18,80
2008-10-19,68
2008-10-20,66
2008-10-21,65
2008-10-22,63
2008-10-23,62
2008-10-24,65
2008-10-25,59
2008-10-26,60
2008-10-27,61
2008-10-28,63
2008-10-29,66
2008-10-30,71
2008-10-31,67
2008-11-01,79
2008-11-02,67
2008-11-03,65
2008-11-04,63
2008-11-05,61
2008-11-06,61
2008-11-07,61
2008-11-08,56
2008-11-09,56
2008-11-10,57
2008-11-11,62
2008-11-12,59
2008-11-13,64
2008-11-14,65
2008-11-15,62
2008-11-16,60
2008-11-17,58
2008-11-18,58
2008-11-19,57
2008-11-20,53
2008-11-21,51
2008-11-22,54
2008-11-23,50
2008-11-24,50
2008-11-25,51
2008-11-26,55
2008-11-27,53
2008-11-28,52
2008-11-29,56
2008-11-30,51
2008-12-01,50
2008-12-02,52
2008-12-03,48
2008-12-04,52
2008-12-05,46
2008-12-06,45
2008-12-07,45
2008-12-08,45
2008-12-09,45
2008-12-10,45
2008-12-11,49
2008-12-12,45
2008-12-13,46
2008-12-14,44
2008-12-15,44
2008-12-16,44
2008-12-17,44
2008-12-18,45
2008-12-19,47
2008-12-20,44
2008-12-21,42
2008-12-22,38
2008-12-23,35
2008-12-24,32
2008-12-25,29
2008-12-26,26
2008-12-27,24
2008-12-28,25
2008-12-29,27
2008-12-30,28
2008-12-31,30
