Date,Brand Energy
2008-09-07,53
2008-09-08,52
2008-09-09,51
2008-09-10,50
2008-09-11,49
2008-09-12,50
2008-09-13,47
2008-09-14,50
2008-09-15,53
2008-09-16,56
2008-09-17,61
2008-09-18,63
2008-09-19,65
2008-09-20,68
2008-09-21,66
2008-09-22,64
2008-09-23,62
2008-09-24,60
2008-09-25,58
2008-09-26,56
2008-09-27,54
2008-09-28,53
2008-09-29,52
2008-09-30,53
2008-10-01,50
2008-10-02,49
2008-10-03,48
2008-10-04,47
2008-10-05,47
2008-10-06,47
2008-10-07,47
2008-10-08,48
2008-10-09,47
2008-10-10,47
2008-10-11,48
2008-10-12,48
2008-10-13,49
2008-10-14,50
2008-10-15,53
2008-10-16,51
2008-10-17,52
2008-10-18,53
2008-10-19,52
2008-10-20,51
2008-10-21,51
2008-10-22,50
2008-10-23,50
2008-10-24,49
2008-10-25,50
2008-10-26,48
2008-10-27,47
2008-10-28,46
2008-10-29,45
2008-10-30,44
2008-10-31,43
2008-11-01,44
2008-11-02,42
2008-11-03,42
2008-11-04,42
2008-11-05,42
2008-11-06,42
2008-11-07,42
2008-11-08,43
2008-11-09,42
2008-11-10,42
2008-11-11,42
2008-11-12,41
2008-11-13,41
2008-11-14,43
2008-11-15,41
2008-11-16,40
2008-11-17,39
2008-11-18,39
2008-11-19,38
2008-11-20,38
2008-11-21,37
2008-11-22,37
2008-11-23,37
2008-11-24,39
2008-11-25,38
2008-11-26,40
2008-11-27,39
2008-11-28,39
2008-11-29,40
2008-11-30,41
2008-12-01,43
2008-12-02,45
2008-12-03,47
2008-12-04,49
2008-12-05,51
2008-12-06,53
2008-12-07,49
2008-12-08,46
2008-12-09,43
2008-12-10,41
2008-12-11,37
2008-12-12,34
2008-12-13,31
2008-12-14,32
2008-12-15,34
2008-12-16,36
2008-12-17,39
2008-12-18,39
2008-12-19,41
2008-12-20,43
2008-12-21,41
2008-12-22,39
2008-12-23,37
2008-12-24,36
2008-12-25,34
2008-12-26,32
2008-12-27,31
2008-12-28,32
2008-12-29,33
2008-12-30,34
2008-12-31,36
2009-01-01,37
2009-01-02,38
2009-01-03,40
2009-01-04,40
2009-01-05,41
2009-01-06,42
2009-01-07,42
2009-01-08,43
2009-01-09,44
2009-01-10,45
2009-01-11,45
2009-01-12,46
2009-01-13,46
2009-01-14,45
2009-01-15,45
2009-01-16,45
2009-01-17,46
2009-01-18,46
2009-01-19,46
2009-01-20,46
2009-01-21,47
2009-01-22,46
2009-01-23,47
2009-01-24,47
2009-01-25,47
2009-01-26,48
2009-01-27,49
2009-01-28,49
2009-01-29,49
2009-01-30,50
2009-01-31,51
2009-02-01,51
2009-02-02,52
2009-02-03,52
2009-02-04,53
2009-02-05,55
2009-02-06,54
2009-02-07,57
2009-02-08,53
2009-02-09,52
2009-02-10,52
2009-02-11,49
2009-02-12,48
2009-02-13,47
2009-02-14,46
2009-02-15,44
2009-02-16,43
2009-02-17,42
2009-02-18,40
2009-02-19,38
2009-02-20,37
2009-02-21,36
2009-02-22,38
2009-02-23,40
2009-02-24,43
2009-02-25,45
2009-02-26,47
2009-02-27,51
2009-02-28,52
2009-03-01,51
2009-03-02,50
2009-03-03,50
2009-03-04,50
2009-03-05,47
2009-03-06,46
2009-03-07,46
2009-03-08,46
2009-03-09,47
2009-03-10,50
2009-03-11,48
2009-03-12,48
2009-03-13,49
2009-03-14,50
2009-03-15,48
2009-03-16,47
2009-03-17,46
2009-03-18,44
2009-03-19,43
2009-03-20,42
2009-03-21,41
2009-03-22,41
2009-03-23,41
2009-03-24,41
2009-03-25,42
2009-03-26,42
2009-03-27,43
2009-03-28,43
2009-03-29,44
2009-03-30,46
2009-03-31,49
2009-04-01,49
2009-04-02,56
2009-04-03,53
2009-04-04,55
2009-04-05,52
2009-04-06,50
2009-04-07,48
2009-04-08,46
2009-04-09,44
2009-04-10,42
2009-04-11,40
2009-04-12,40
2009-04-13,41
2009-04-14,46
2009-04-15,42
2009-04-16,43
2009-04-17,44
2009-04-18,45
2009-04-19,45
2009-04-20,45
2009-04-21,46
2009-04-22,46
2009-04-23,47
2009-04-24,47
2009-04-25,48
2009-04-26,47
2009-04-27,47
2009-04-28,49
2009-04-29,46
2009-04-30,46
2009-05-01,46
2009-05-02,51
2009-05-03,44
2009-05-04,42
2009-05-05,40
2009-05-06,38
2009-05-07,36
2009-05-08,34
2009-05-09,33
2009-05-10,33
2009-05-11,34
2009-05-12,34
2009-05-13,35
2009-05-14,35
2009-05-15,36
2009-05-16,37
2009-05-17,38
2009-05-18,39
2009-05-19,40
2009-05-20,41
2009-05-21,42
2009-05-22,43
2009-05-23,44
2009-05-24,42
2009-05-25,41
2009-05-26,40
2009-05-27,39
2009-05-28,39
2009-05-29,37
2009-05-30,37
2009-05-31,35
2009-06-01,35
2009-06-02,35
2009-06-03,35
2009-06-04,35
2009-06-05,35
2009-06-06,36
2009-06-07,36
2009-06-08,37
2009-06-09,39
2009-06-10,40
2009-06-11,42
2009-06-12,46
2009-06-13,45
2009-06-14,48
2009-06-15,51
2009-06-16,58
2009-06-17,58
2009-06-18,61
2009-06-19,64
2009-06-20,71
2009-06-21,66
2009-06-22,64
2009-06-23,63
2009-06-24,60
2009-06-25,58
2009-06-26,56
2009-06-27,54
2009-06-28,53
2009-06-29,52
2009-06-30,52
2009-07-01,51
2009-07-02,51
2009-07-03,50
2009-07-04,50
2009-07-05,50
2009-07-06,50
2009-07-07,52
2009-07-08,50
2009-07-09,50
2009-07-10,51
2009-07-11,50
2009-07-12,50
2009-07-13,51
2009-07-14,52
2009-07-15,56
2009-07-16,56
2009-07-17,55
2009-07-18,56
2009-07-19,54
2009-07-20,53
2009-07-21,52
2009-07-22,51
2009-07-23,50
2009-07-24,52
2009-07-25,48
2009-07-26,50
2009-07-27,52
2009-07-28,55
2009-07-29,57
2009-07-30,60
2009-07-31,62
2009-08-01,69
2009-08-02,63
2009-08-03,61
2009-08-04,60
2009-08-05,57
2009-08-06,55
2009-08-07,53
2009-08-08,51
2009-08-09,50
2009-08-10,50
2009-08-11,53
2009-08-12,49
2009-08-13,48
2009-08-14,49
2009-08-15,48
2009-08-16,49
2009-08-17,50
2009-08-18,51
2009-08-19,55
2009-08-20,53
2009-08-21,54
2009-08-22,58
2009-08-23,56
2009-08-24,57
2009-08-25,57
2009-08-26,58
2009-08-27,58
2009-08-28,64
2009-08-29,60
2009-08-30,58
2009-08-31,56
2009-09-01,57
2009-09-02,55
2009-09-03,50
2009-09-04,48
2009-09-05,46
2009-09-06,45
2009-09-07,45
2009-09-08,45
2009-09-09,49
2009-09-10,44
2009-09-11,44
2009-09-12,44
2009-09-13,45
2009-09-14,47
2009-09-15,51
2009-09-16,50
2009-09-17,52
2009-09-18,54
2009-09-19,58
2009-09-20,54
2009-09-21,53
2009-09-22,52
2009-09-23,50
2009-09-24,51
2009-09-25,48
2009-09-26,49
2009-09-27,46
2009-09-28,45
2009-09-29,46
2009-09-30,44
2009-10-01,44
2009-10-02,43
2009-10-03,43
2009-10-04,43
2009-10-05,44
2009-10-06,46
2009-10-07,46
2009-10-08,47
2009-10-09,48
2009-10-10,48
2009-10-11,48
2009-10-12,48
2009-10-13,48
2009-10-14,48
2009-10-15,48
2009-10-16,48
2009-10-17,49
2009-10-18,47
2009-10-19,47
2009-10-20,47
2009-10-21,50
2009-10-22,46
2009-10-23,48
2009-10-24,46
2009-10-25,44
2009-10-26,42
2009-10-27,41
2009-10-28,39
2009-10-29,38
2009-10-30,38
2009-10-31,35
2009-11-01,37
2009-11-02,39
2009-11-03,41
2009-11-04,43
2009-11-05,45
2009-11-06,47
2009-11-07,52
2009-11-08,48
2009-11-09,47
2009-11-10,46
2009-11-11,45
2009-11-12,44
2009-11-13,43
2009-11-14,45
2009-11-15,42
2009-11-16,42
2009-11-17,42
2009-11-18,43
2009-11-19,43
2009-11-20,47
2009-11-21,44
2009-11-22,41
2009-11-23,39
2009-11-24,37
2009-11-25,34
2009-11-26,32
2009-11-27,30
2009-11-28,28
2009-11-29,29
2009-11-30,31
2009-12-01,33
2009-12-02,35
2009-12-03,37
2009-12-04,38
2009-12-05,40
2009-12-06,39
2009-12-07,39
2009-12-08,40
2009-12-09,38
2009-12-10,38
2009-12-11,38
2009-12-12,38
2009-12-13,38
2009-12-14,38
2009-12-15,39
2009-12-16,39
2009-12-17,40
2009-12-18,42
2009-12-19,41
2009-12-20,41
2009-12-21,41
2009-12-22,41
2009-12-23,41
2009-12-24,41
2009-12-25,41
2009-12-26,41
2009-12-27,42
2009-12-28,43
2009-12-29,45
2009-12-30,46
2009-12-31,47
