Date,ComScore
2007-03-24,96
2007-03-25,96
2007-03-26,97
2007-03-27,97
2007-03-28,98
2007-03-29,98
2007-03-30,99
2007-03-31,99
2007-04-01,100
2007-04-02,99
2007-04-03,98
2007-04-04,97
2007-04-05,96
2007-04-06,96
2007-04-07,95
2007-04-08,94
2007-04-09,93
2007-04-10,93
2007-04-11,92
2007-04-12,91
2007-04-13,90
2007-04-14,90
2007-04-15,89
2007-04-16,88
2007-04-17,87
2007-04-18,86
2007-04-19,86
2007-04-20,85
2007-04-21,84
2007-04-22,83
2007-04-23,83
2007-04-24,82
2007-04-25,81
2007-04-26,80
2007-04-27,80
2007-04-28,79
2007-04-29,78
2007-04-30,77
2007-05-01,77
2007-05-02,77
2007-05-03,77
2007-05-04,78
2007-05-05,78
2007-05-06,79
2007-05-07,79
2007-05-08,80
2007-05-09,80
2007-05-10,81
2007-05-11,81
2007-05-12,81
2007-05-13,82
2007-05-14,82
2007-05-15,83
2007-05-16,83
2007-05-17,84
2007-05-18,84
2007-05-19,85
2007-05-20,85
2007-05-21,86
2007-05-22,86
2007-05-23,86
2007-05-24,87
2007-05-25,87
2007-05-26,88
2007-05-27,88
2007-05-28,89
2007-05-29,89
2007-05-30,90
2007-05-31,90
2007-06-01,91
2007-06-02,90
2007-06-03,90
2007-06-04,89
2007-06-05,89
2007-06-06,88
2007-06-07,88
2007-06-08,87
2007-06-09,87
2007-06-10,86
2007-06-11,86
2007-06-12,85
2007-06-13,85
2007-06-14,84
2007-06-15,84
2007-06-16,84
2007-06-17,83
2007-06-18,83
2007-06-19,82
2007-06-20,82
2007-06-21,81
2007-06-22,81
2007-06-23,80
2007-06-24,80
2007-06-25,79
2007-06-26,79
2007-06-27,78
2007-06-28,78
2007-06-29,77
2007-06-30,77
2007-07-01,77
2007-07-02,76
2007-07-03,75
2007-07-04,74
2007-07-05,74
2007-07-06,73
2007-07-07,72
2007-07-08,72
2007-07-09,71
2007-07-10,70
2007-07-11,69
2007-07-12,69
2007-07-13,68
2007-07-14,67
2007-07-15,67
2007-07-16,66
2007-07-17,65
2007-07-18,64
2007-07-19,64
2007-07-20,63
2007-07-21,62
2007-07-22,62
2007-07-23,61
2007-07-24,60
2007-07-25,59
2007-07-26,59
2007-07-27,58
2007-07-28,57
2007-07-29,57
2007-07-30,56
2007-07-31,55
2007-08-01,55
2007-08-02,55
2007-08-03,55
2007-08-04,56
2007-08-05,56
2007-08-06,56
2007-08-07,57
2007-08-08,57
2007-08-09,57
2007-08-10,58
2007-08-11,58
2007-08-12,58
2007-08-13,59
2007-08-14,59
2007-08-15,59
2007-08-16,60
2007-08-17,60
2007-08-18,61
2007-08-19,61
2007-08-20,61
2007-08-21,62
2007-08-22,62
2007-08-23,62
2007-08-24,63
2007-08-25,63
2007-08-26,63
2007-08-27,64
2007-08-28,64
2007-08-29,64
2007-08-30,65
2007-08-31,65
2007-09-01,66
2007-09-02,66
2007-09-03,66
2007-09-04,67
2007-09-05,67
2007-09-06,68
2007-09-07,68
2007-09-08,68
2007-09-09,69
2007-09-10,69
2007-09-11,70
2007-09-12,70
2007-09-13,70
2007-09-14,71
2007-09-15,71
2007-09-16,72
2007-09-17,72
2007-09-18,72
2007-09-19,73
2007-09-20,73
2007-09-21,74
2007-09-22,74
2007-09-23,74
2007-09-24,75
2007-09-25,75
2007-09-26,76
2007-09-27,76
2007-09-28,76
2007-09-29,77
2007-09-30,77
2007-10-01,78
2007-10-02,77
2007-10-03,77
2007-10-04,77
2007-10-05,77
2007-10-06,77
2007-10-07,77
2007-10-08,77
2007-10-09,76
2007-10-10,76
2007-10-11,76
2007-10-12,76
2007-10-13,76
2007-10-14,76
2007-10-15,76
2007-10-16,76
2007-10-17,75
2007-10-18,75
2007-10-19,75
2007-10-20,75
2007-10-21,75
2007-10-22,75
2007-10-23,75
2007-10-24,75
2007-10-25,74
2007-10-26,74
2007-10-27,74
2007-10-28,74
2007-10-29,74
2007-10-30,74
2007-10-31,74
2007-11-01,74
2007-11-02,72
2007-11-03,71
2007-11-04,70
2007-11-05,69
2007-11-06,68
2007-11-07,66
2007-11-08,65
2007-11-09,64
2007-11-10,63
2007-11-11,62
2007-11-12,60
2007-11-13,59
2007-11-14,58
2007-11-15,57
2007-11-16,56
2007-11-17,54
2007-11-18,53
2007-11-19,52
2007-11-20,51
2007-11-21,50
2007-11-22,48
2007-11-23,47
2007-11-24,46
2007-11-25,45
2007-11-26,44
2007-11-27,42
2007-11-28,41
2007-11-29,40
2007-11-30,39
2007-12-01,38
2007-12-02,38
2007-12-03,39
2007-12-04,40
2007-12-05,41
2007-12-06,42
2007-12-07,43
2007-12-08,43
2007-12-09,44
2007-12-10,45
2007-12-11,46
2007-12-12,47
2007-12-13,48
2007-12-14,48
2007-12-15,49
2007-12-16,50
2007-12-17,51
2007-12-18,52
2007-12-19,53
2007-12-20,53
2007-12-21,54
2007-12-22,55
2007-12-23,56
2007-12-24,57
2007-12-25,58
2007-12-26,58
2007-12-27,59
2007-12-28,60
2007-12-29,61
2007-12-30,62
2007-12-31,63
2008-01-01,64
2008-01-02,64
2008-01-03,65
2008-01-04,66
2008-01-05,66
2008-01-06,67
2008-01-07,68
2008-01-08,68
2008-01-09,69
2008-01-10,70
2008-01-11,71
2008-01-12,71
2008-01-13,72
2008-01-14,73
2008-01-15,73
2008-01-16,74
2008-01-17,75
2008-01-18,76
2008-01-19,76
2008-01-20,77
2008-01-21,78
2008-01-22,78
2008-01-23,79
2008-01-24,80
2008-01-25,81
2008-01-26,81
2008-01-27,82
2008-01-28,83
2008-01-29,83
2008-01-30,84
2008-01-31,85
2008-02-01,86
2008-02-02,84
2008-02-03,83
2008-02-04,82
2008-02-05,81
2008-02-06,80
2008-02-07,79
2008-02-08,78
2008-02-09,77
2008-02-10,76
2008-02-11,75
2008-02-12,74
2008-02-13,73
2008-02-14,72
2008-02-15,71
2008-02-16,69
2008-02-17,68
2008-02-18,67
2008-02-19,66
2008-02-20,65
2008-02-21,64
2008-02-22,63
2008-02-23,62
2008-02-24,61
2008-02-25,60
2008-02-26,59
2008-02-27,58
2008-02-28,57
2008-02-29,56
2008-03-01,55
2008-03-02,56
2008-03-03,57
2008-03-04,58
2008-03-05,60
2008-03-06,61
2008-03-07,62
2008-03-08,63
2008-03-09,65
2008-03-10,66
2008-03-11,67
2008-03-12,68
2008-03-13,70
2008-03-14,71
2008-03-15,72
2008-03-16,73
2008-03-17,75
2008-03-18,76
2008-03-19,77
2008-03-20,78
2008-03-21,80
2008-03-22,81
2008-03-23,82
2008-03-24,83
2008-03-25,85
2008-03-26,86
2008-03-27,87
2008-03-28,88
2008-03-29,90
2008-03-30,91
2008-03-31,92
2008-04-06,90
2008-04-07,90
2008-04-08,89
2008-04-09,88
2008-04-10,88
2008-04-11,87
2008-04-12,86
2008-04-13,85
2008-04-14,84
2008-04-15,84
2008-04-16,83
2008-04-17,82
2008-04-18,82
2008-04-19,81
2008-04-20,80
2008-04-21,80
2008-04-22,79
2008-04-23,78
2008-04-24,78
2008-04-25,77
2008-04-26,76
2008-04-27,75
2008-04-28,75
2008-04-29,74
2008-04-30,73
2008-05-01,73
2008-05-02,72
2008-05-03,72
2008-05-04,72
2008-05-05,73
2008-05-06,74
2008-05-07,74
2008-05-08,74
2008-05-09,75
2008-05-10,78
2008-05-11,70
2008-05-12,70
2008-05-13,69
2008-05-14,69
2008-05-15,69
2008-05-16,69
2008-05-17,68
2008-05-18,68
2008-05-19,68
2008-05-20,68
2008-05-21,67
2008-05-22,67
2008-05-23,67
2008-05-24,67
2008-05-25,66
2008-05-26,66
2008-05-27,66
2008-05-28,66
2008-05-29,65
2008-05-30,65
2008-05-31,65
2008-06-01,65
2008-06-02,65
2008-06-03,65
2008-06-04,66
2008-06-05,66
2008-06-06,67
2008-06-07,67
2008-06-08,67
2008-06-09,68
2008-06-10,68
2008-06-11,69
2008-06-12,69
2008-06-13,69
2008-06-14,70
2008-06-15,70
2008-06-16,71
2008-06-17,71
2008-06-18,71
2008-06-19,72
2008-06-20,72
2008-06-21,73
2008-06-22,73
2008-06-23,73
2008-06-24,74
2008-06-25,74
2008-06-26,75
2008-06-27,75
2008-06-28,75
2008-06-29,76
2008-07-06,79
2008-07-07,79
2008-07-08,79
2008-07-09,80
2008-07-10,80
2008-07-11,81
2008-07-12,81
2008-07-13,82
2008-07-14,82
2008-07-15,82
2008-07-16,83
2008-07-17,83
2008-07-18,84
2008-07-19,84
2008-07-20,84
2008-07-21,85
2008-07-22,85
2008-07-23,86
2008-07-24,86
2008-07-25,87
2008-07-26,87
2008-07-27,87
2008-07-28,90
2008-07-29,88
2008-07-30,89
2008-07-31,89
2008-08-01,90
2008-08-02,90
2008-08-03,90
2008-08-04,92
2008-08-05,93
2008-08-06,94
2008-08-07,95
2008-08-08,96
2008-08-09,100
2008-08-10,90
2008-08-11,90
2008-08-12,91
2008-08-13,91
2008-08-14,91
2008-08-15,91
2008-08-16,91
2008-08-17,91
2008-08-18,91
2008-08-19,91
2008-08-20,91
2008-08-21,91
2008-08-22,92
2008-08-23,92
2008-08-24,92
2008-08-25,92
2008-08-26,92
2008-08-27,92
2008-08-28,92
2008-08-29,92
2008-08-30,92
2008-08-31,92
2008-09-01,93
