Date,Affymax
2007-01-15,43
2007-01-16,44
2007-01-17,44
2007-01-18,45
2007-01-19,45
2007-01-20,45
2007-01-21,46
2007-01-22,46
2007-01-23,47
2007-01-24,47
2007-01-25,48
2007-01-26,48
2007-01-27,48
2007-01-28,49
2007-01-29,49
2007-01-30,50
2007-01-31,50
2007-02-01,51
2007-02-02,50
2007-02-03,49
2007-02-04,49
2007-02-05,48
2007-02-06,48
2007-02-07,47
2007-02-08,47
2007-02-09,46
2007-02-10,46
2007-02-11,45
2007-02-12,45
2007-02-13,44
2007-02-14,44
2007-02-15,43
2007-02-16,42
2007-02-17,42
2007-02-18,41
2007-02-19,41
2007-02-20,40
2007-02-21,40
2007-02-22,39
2007-02-23,39
2007-02-24,38
2007-02-25,38
2007-02-26,37
2007-02-27,37
2007-02-28,36
2007-03-01,36
2007-03-02,36
2007-03-03,36
2007-03-04,36
2007-03-05,36
2007-03-06,37
2007-03-07,37
2007-03-08,37
2007-03-09,37
2007-03-10,38
2007-03-11,38
2007-03-12,38
2007-03-13,38
2007-03-14,38
2007-03-15,39
2007-03-16,39
2007-03-17,39
2007-03-18,39
2007-03-19,40
2007-03-20,40
2007-03-21,40
2007-03-22,40
2007-03-23,40
2007-03-24,41
2007-03-25,41
2007-03-26,41
2007-03-27,41
2007-03-28,42
2007-03-29,42
2007-03-30,42
2007-03-31,42
2007-04-01,43
2007-04-02,42
2007-04-03,42
2007-04-04,42
2007-04-05,42
2007-04-06,42
2007-04-07,41
2007-04-08,41
2007-04-09,41
2007-04-10,41
2007-04-11,41
2007-04-12,40
2007-04-13,40
2007-04-14,40
2007-04-15,40
2007-04-16,40
2007-04-17,39
2007-04-18,39
2007-04-19,39
2007-04-20,39
2007-04-21,39
2007-04-22,38
2007-04-23,38
2007-04-24,38
2007-04-25,38
2007-04-26,38
2007-04-27,37
2007-04-28,37
2007-04-29,37
2007-04-30,37
2007-05-01,37
2007-05-02,36
2007-05-03,36
2007-05-04,36
2007-05-05,36
2007-05-06,36
2007-05-07,36
2007-05-08,36
2007-05-09,36
2007-05-10,36
2007-05-11,36
2007-05-12,35
2007-05-13,35
2007-05-14,35
2007-05-15,35
2007-05-16,35
2007-05-17,35
2007-05-18,35
2007-05-19,35
2007-05-20,35
2007-05-21,35
2007-05-22,34
2007-05-23,34
2007-05-24,34
2007-05-25,34
2007-05-26,34
2007-05-27,34
2007-05-28,34
2007-05-29,34
2007-05-30,34
2007-05-31,34
2007-06-01,34
2007-06-02,34
2007-06-03,35
2007-06-04,36
2007-06-05,36
2007-06-06,37
2007-06-07,38
2007-06-08,39
2007-06-09,39
2007-06-10,40
2007-06-11,41
2007-06-12,42
2007-06-13,42
2007-06-14,43
2007-06-15,44
2007-06-16,45
2007-06-17,45
2007-06-18,46
2007-06-19,47
2007-06-20,47
2007-06-21,48
2007-06-22,49
2007-06-23,50
2007-06-24,50
2007-06-25,51
2007-06-26,52
2007-06-27,53
2007-06-28,53
2007-06-29,54
2007-06-30,55
2007-07-01,56
2007-07-02,55
2007-07-03,55
2007-07-04,55
2007-07-05,55
2007-07-06,54
2007-07-07,54
2007-07-08,54
2007-07-09,54
2007-07-10,53
2007-07-11,53
2007-07-12,53
2007-07-13,53
2007-07-14,53
2007-07-15,52
2007-07-16,52
2007-07-17,52
2007-07-18,52
2007-07-19,51
2007-07-20,51
2007-07-21,51
2007-07-22,51
2007-07-23,51
2007-07-24,50
2007-07-25,50
2007-07-26,50
2007-07-27,50
2007-07-28,49
2007-07-29,49
2007-07-30,49
2007-07-31,49
2007-08-01,49
2007-08-02,48
2007-08-03,47
2007-08-04,46
2007-08-05,46
2007-08-06,45
2007-08-07,44
2007-08-08,44
2007-08-09,43
2007-08-10,42
2007-08-11,42
2007-08-12,41
2007-08-13,40
2007-08-14,40
2007-08-15,39
2007-08-16,38
2007-08-17,38
2007-08-18,37
2007-08-19,36
2007-08-20,36
2007-08-21,35
2007-08-22,34
2007-08-23,34
2007-08-24,33
2007-08-25,32
2007-08-26,32
2007-08-27,31
2007-08-28,30
2007-08-29,30
2007-08-30,29
2007-08-31,28
2007-09-01,28
2007-09-02,28
2007-09-03,28
2007-09-04,28
2007-09-05,28
2007-09-06,28
2007-09-07,28
2007-09-08,28
2007-09-09,28
2007-09-10,28
2007-09-11,28
2007-09-12,28
2007-09-13,28
2007-09-14,28
2007-09-15,28
2007-09-16,28
2007-09-17,28
2007-09-18,28
2007-09-19,28
2007-09-20,28
2007-09-21,28
2007-09-22,28
2007-09-23,28
2007-09-24,28
2007-09-25,28
2007-09-26,28
2007-09-27,28
2007-09-28,28
2007-09-29,28
2007-09-30,28
2007-10-01,29
2007-10-02,29
2007-10-03,29
2007-10-04,30
2007-10-05,30
2007-10-06,31
2007-10-07,31
2007-10-08,32
2007-10-09,32
2007-10-10,33
2007-10-11,33
2007-10-12,34
2007-10-13,34
2007-10-14,35
2007-10-15,35
2007-10-16,36
2007-10-17,36
2007-10-18,37
2007-10-19,37
2007-10-20,38
2007-10-21,38
2007-10-22,39
2007-10-23,39
2007-10-24,40
2007-10-25,40
2007-10-26,41
2007-10-27,41
2007-10-28,42
2007-10-29,42
2007-10-30,43
2007-10-31,43
2007-11-01,44
2007-11-02,42
2007-11-03,41
2007-11-04,39
2007-11-05,38
2007-11-06,36
2007-11-07,35
2007-11-08,33
2007-11-09,32
2007-11-10,30
2007-11-11,29
2007-11-12,27
2007-11-13,26
2007-11-14,24
2007-11-15,23
2007-11-16,22
2007-11-17,20
2007-11-18,19
2007-11-19,17
2007-11-20,16
2007-11-21,14
2007-11-22,13
2007-11-23,11
2007-11-24,10
2007-11-25,8
2007-11-26,7
2007-11-27,5
2007-11-28,4
2007-11-29,2
2007-11-30,1
