Date,Ancestry.com
2009-10-23,53
2009-10-24,56
2009-10-25,55
2009-11-01,57
2009-11-02,64
2009-11-03,72
2009-11-04,79
2009-11-05,86
2009-11-06,93
2009-11-07,101
2009-11-08,95
2009-11-09,88
2009-11-10,82
2009-11-11,76
2009-11-12,70
2009-11-13,63
2009-11-14,57
2009-11-15,55
2009-11-16,52
2009-11-17,50
2009-11-18,47
2009-11-19,45
2009-11-20,43
2009-11-21,41
2009-11-22,41
2009-11-23,41
2009-11-24,41
2009-11-25,41
2009-11-26,41
2009-11-27,41
2009-11-28,41
2009-11-29,42
2009-11-30,44
2009-12-01,46
2009-12-02,48
2009-12-03,50
2009-12-04,52
2009-12-05,54
2009-12-06,52
2009-12-07,50
2009-12-08,48
2009-12-09,47
2009-12-10,45
2009-12-11,43
2009-12-12,42
2009-12-13,43
2009-12-14,44
2009-12-15,46
2009-12-16,47
2009-12-17,49
2009-12-18,50
2009-12-19,52
2009-12-20,51
2009-12-21,50
2009-12-22,49
2009-12-23,49
2009-12-24,48
2009-12-25,47
2009-12-26,47
2009-12-27,54
2009-12-28,62
2009-12-29,69
2009-12-30,77
2009-12-31,84
2010-01-01,92
2010-01-02,99
2010-01-03,96
2010-01-04,91
2010-01-05,87
2010-01-06,83
2010-01-07,79
2010-01-08,75
2010-01-09,72
2010-01-10,70
2010-01-11,68
2010-01-12,67
2010-01-13,65
2010-01-14,63
2010-01-15,61
2010-01-16,60
2010-01-17,61
2010-01-18,62
2010-01-19,63
2010-01-20,64
2010-01-21,65
2010-01-22,66
2010-01-23,67
2010-01-24,67
2010-01-25,68
2010-01-26,69
2010-01-27,70
2010-01-28,71
2010-01-29,72
2010-01-30,73
2010-01-31,72
2010-02-01,71
2010-02-02,70
2010-02-03,69
2010-02-04,68
2010-02-05,67
2010-02-06,67
2010-02-07,66
2010-02-08,66
2010-02-09,66
2010-02-10,66
2010-02-11,66
2010-02-12,66
2010-02-13,66
2010-02-14,67
2010-02-15,71
2010-02-16,69
2010-02-17,70
2010-02-18,71
2010-02-19,72
2010-02-20,73
2010-02-21,72
2010-02-22,76
2010-02-23,71
2010-02-24,70
2010-02-25,70
2010-02-26,69
2010-02-27,69
2010-02-28,68
2010-03-01,68
2010-03-02,70
2010-03-03,68
2010-03-04,68
2010-03-05,68
2010-03-06,68
2010-03-07,71
2010-03-08,70
2010-03-09,74
2010-03-10,72
2010-03-11,73
2010-03-12,74
2010-03-13,76
2010-03-14,76
2010-03-15,76
2010-03-16,78
2010-03-17,77
2010-03-18,78
2010-03-19,78
2010-03-20,80
2010-03-21,78
2010-03-22,80
2010-03-23,76
2010-03-24,76
2010-03-25,75
2010-03-26,74
2010-03-27,74
2010-03-28,75
2010-03-29,80
2010-03-30,78
2010-03-31,80
2010-05-02,71
2010-05-03,67
2010-05-04,63
2010-05-05,59
2010-05-06,55
2010-05-07,51
2010-05-08,48
2010-05-09,49
2010-05-10,50
2010-05-11,51
2010-05-12,52
2010-05-13,53
2010-05-14,54
2010-05-15,55
2010-05-16,54
2010-05-17,53
2010-05-18,53
2010-05-19,52
2010-05-20,51
2010-05-21,50
2010-05-22,50
2010-05-23,49
2010-05-24,49
2010-05-25,48
2010-05-26,48
2010-05-27,47
2010-05-28,47
2010-05-29,47
2010-05-30,48
2010-05-31,49
2010-06-01,51
2010-06-02,52
2010-06-03,53
2010-06-04,54
2010-06-05,56
2010-06-06,54
2010-06-07,52
2010-06-08,50
2010-06-09,49
2010-06-10,47
2010-06-11,45
2010-06-12,44
2010-06-13,44
2010-06-14,45
2010-06-15,45
2010-06-16,46
2010-06-17,46
2010-06-18,47
2010-06-19,48
2010-06-20,49
2010-06-21,50
2010-06-22,52
2010-06-23,53
2010-06-24,55
2010-06-25,56
2010-06-26,58
2010-06-27,57
2010-06-28,56
2010-06-29,56
2010-06-30,55
2010-07-01,55
2010-07-02,54
2010-07-03,54
2010-07-04,53
2010-07-05,53
2010-07-06,53
2010-07-07,52
2010-07-08,52
2010-07-09,52
2010-07-10,52
2010-07-11,52
2010-07-12,52
2010-07-13,52
2010-07-14,52
2010-07-15,52
2010-07-16,52
2010-07-17,52
2010-07-18,52
2010-07-19,53
2010-07-20,54
2010-07-21,55
2010-07-22,56
2010-07-23,57
2010-07-24,58
2010-07-25,58
2010-08-01,59
2010-08-02,58
2010-08-03,58
2010-08-04,57
2010-08-05,57
2010-08-06,56
2010-08-07,56
2010-08-08,57
2010-08-09,59
2010-08-10,61
2010-08-11,62
2010-08-12,64
2010-08-13,66
2010-08-14,68
2010-08-15,68
2010-08-16,71
2010-08-17,68
2010-08-18,70
2010-08-19,68
2010-08-20,68
2010-08-21,69
2010-08-22,69
2010-08-23,70
2010-08-24,72
2010-08-25,71
2010-08-26,71
2010-08-27,72
2010-08-28,73
2010-08-29,74
2010-08-30,65
2010-08-31,62
2010-09-01,58
2010-09-02,55
2010-09-03,51
2010-09-04,48
2010-09-05,50
2010-09-06,53
2010-09-07,57
2010-09-08,57
2010-09-09,60
2010-09-10,62
2010-09-11,65
2010-09-12,65
2010-09-13,65
2010-09-14,65
2010-09-15,65
2010-09-16,65
2010-09-17,65
2010-09-18,68
2010-09-19,65
2010-09-20,64
2010-09-21,63
2010-09-22,63
2010-09-23,62
2010-09-24,61
2010-09-25,61
2010-09-26,59
2010-09-27,58
2010-09-28,57
2010-09-29,55
2010-09-30,54
2010-10-01,55
2010-10-02,52
2010-10-03,52
2010-10-04,52
2010-10-05,53
2010-10-06,53
2010-10-07,54
2010-10-08,54
2010-10-09,55
2010-10-10,54
2010-10-11,54
2010-10-12,54
2010-10-13,53
2010-10-14,53
2010-10-15,53
2010-10-16,53
2010-10-17,59
2010-10-18,56
2010-10-19,58
2010-10-20,60
2010-10-21,62
2010-10-22,64
2010-10-23,66
2010-10-24,65
2010-10-25,65
2010-10-26,65
2010-10-27,65
2010-10-28,65
2010-10-29,65
2010-10-30,65
2010-10-31,64
2010-11-01,63
2010-11-02,62
2010-11-03,61
2010-11-04,60
2010-11-05,59
2010-11-06,58
2010-11-07,57
2010-11-08,56
2010-11-09,57
2010-11-10,55
2010-11-11,54
2010-11-12,53
2010-11-13,53
2010-11-14,53
2010-11-15,53
2010-11-16,55
2010-11-17,53
2010-11-18,53
2010-11-19,54
2010-11-20,54
2010-11-21,53
2010-11-22,52
2010-11-23,51
2010-11-24,50
2010-11-25,49
2010-11-26,48
2010-11-27,47
2010-11-28,46
2010-11-29,45
2010-11-30,45
2010-12-01,44
2010-12-02,44
2010-12-03,43
2010-12-04,43
2010-12-05,42
2010-12-06,41
2010-12-07,40
2010-12-08,39
2010-12-09,38
2010-12-10,37
2010-12-11,36
2010-12-12,37
2010-12-13,38
2010-12-14,39
2010-12-15,40
2010-12-16,41
2010-12-17,42
2010-12-18,44
2010-12-19,44
2010-12-20,45
2010-12-21,46
2010-12-22,46
2010-12-23,47
2010-12-24,48
2010-12-25,49
2010-12-26,51
2010-12-27,56
2010-12-28,57
2010-12-29,59
2010-12-30,64
2010-12-31,66
2011-01-01,68
2011-01-02,70
2011-01-03,73
2011-01-04,75
2011-01-05,81
2011-01-06,80
2011-01-07,85
2011-01-08,86
2011-01-09,82
2011-01-10,78
2011-01-11,75
2011-01-12,73
2011-01-13,68
2011-01-14,64
2011-01-15,61
2011-01-16,62
2011-01-17,61
2011-01-18,60
2011-01-19,61
2011-01-20,60
2011-01-21,63
2011-01-22,60
2011-01-23,61
2011-01-24,64
2011-01-25,63
2011-01-26,64
2011-01-27,65
2011-01-28,66
2011-01-29,67
2011-01-30,65
2011-01-31,64
