Date,Nielsen Holdings
2011-02-08,75
2011-02-09,76
2011-02-10,76
2011-02-11,76
2011-02-12,88
2011-02-13,76
2011-02-14,75
2011-02-15,74
2011-02-16,74
2011-02-17,78
2011-02-18,72
2011-02-19,78
2011-02-20,73
2011-02-21,70
2011-02-22,69
2011-02-23,73
2011-02-24,67
2011-02-25,66
2011-02-26,73
2011-02-27,65
2011-02-28,65
2011-03-01,66
2011-03-02,73
2011-03-03,67
2011-03-04,67
2011-03-05,78
2011-03-06,67
2011-03-07,66
2011-03-08,67
2011-03-09,65
2011-03-10,66
2011-03-11,66
2011-03-12,67
2011-03-13,64
2011-03-14,64
2011-03-15,65
2011-03-16,66
2011-03-17,71
2011-03-18,68
2011-03-19,75
2011-03-20,69
2011-03-21,70
2011-03-22,73
2011-03-23,71
2011-03-24,72
2011-03-25,72
2011-03-26,80
2011-03-27,72
2011-03-28,71
2011-03-29,70
2011-03-30,71
2011-03-31,68
2011-04-01,70
2011-04-02,67
2011-04-03,68
2011-04-04,69
2011-04-05,70
2011-04-06,77
2011-04-07,73
2011-04-08,80
2011-04-09,88
2011-04-10,75
2011-04-11,74
2011-04-12,73
2011-04-13,72
2011-04-14,72
2011-04-15,70
2011-04-16,78
2011-04-17,68
2011-04-18,68
2011-04-19,69
2011-04-20,68
2011-04-21,66
2011-04-22,74
2011-04-23,66
2011-04-24,66
2011-04-25,66
2011-04-26,66
2011-04-27,66
2011-04-28,70
2011-04-29,69
2011-04-30,66
2011-05-01,71
2011-05-02,69
2011-05-03,71
2011-05-04,75
2011-05-05,76
2011-05-06,77
2011-05-07,87
2011-05-08,77
2011-05-09,75
2011-05-10,73
2011-05-11,72
2011-05-12,69
2011-05-13,69
2011-05-14,73
2011-05-15,65
2011-05-16,65
2011-05-17,65
2011-05-18,65
2011-05-19,67
2011-05-20,65
2011-05-21,70
2011-05-22,65
2011-05-23,65
2011-05-24,68
2011-05-25,67
2011-05-26,65
2011-05-27,68
2011-05-28,76
2011-05-29,66
2011-05-30,67
2011-05-31,68
2011-06-01,68
2011-06-02,69
2011-06-03,73
2011-06-04,79
2011-06-05,70
2011-06-06,69
2011-06-07,71
2011-06-08,68
2011-06-09,73
2011-06-10,67
2011-06-11,76
2011-06-12,66
2011-06-13,66
2011-06-14,68
2011-06-15,66
2011-06-16,66
2011-06-17,66
2011-06-18,75
2011-06-19,64
2011-06-20,63
2011-06-21,62
2011-06-22,63
2011-06-23,60
2011-06-24,63
2011-06-25,60
2011-06-26,62
2011-06-27,58
2011-06-28,58
2011-06-29,59
2011-06-30,59
2011-07-01,65
2011-07-02,60
2011-07-03,65
2011-07-04,58
2011-07-05,57
2011-07-06,57
2011-07-07,55
2011-07-08,55
2011-07-09,57
2011-07-10,54
2011-07-11,56
2011-07-12,58
2011-07-13,59
2011-07-14,61
2011-07-15,70
2011-07-16,65
2011-07-17,64
2011-07-18,62
2011-07-19,61
2011-07-20,62
2011-07-21,59
2011-07-22,62
2011-07-23,59
2011-07-24,60
2011-07-25,59
2011-07-26,60
2011-07-27,61
2011-07-28,64
2011-07-29,63
2011-07-30,69
2011-07-31,63
2011-08-01,62
2011-08-02,61
2011-08-03,63
2011-08-04,59
2011-08-05,58
2011-08-06,67
2011-08-07,60
2011-08-08,58
2011-08-09,58
2011-08-10,62
2011-08-11,59
2011-08-12,65
2011-08-13,60
2011-08-14,63
2011-08-15,60
2011-08-16,62
2011-08-17,61
2011-08-18,61
2011-08-19,66
2011-08-20,65
2011-08-21,62
2011-08-22,62
2011-08-23,62
2011-08-24,62
2011-08-25,65
2011-08-26,64
2011-08-27,68
2011-08-28,62
2011-08-29,62
2011-08-30,62
2011-08-31,62
2011-09-01,62
2011-09-02,65
2011-09-03,66
2011-09-04,64
2011-09-05,62
2011-09-06,61
2011-09-07,61
2011-09-08,61
2011-09-09,61
2011-09-10,61
2011-09-11,64
2011-09-12,62
2011-09-13,63
2011-09-14,64
2011-09-15,65
2011-09-16,71
2011-09-17,71
2011-09-18,67
2011-09-19,67
2011-09-20,68
2011-09-21,71
2011-09-22,69
2011-09-23,74
2011-09-24,76
2011-09-25,70
2011-09-26,71
2011-09-27,75
2011-09-28,72
2011-09-29,73
2011-09-30,76
2011-10-01,88
2011-10-02,74
2011-10-03,73
2011-10-04,72
2011-10-05,75
2011-10-06,71
2011-10-07,80
2011-10-08,72
2011-10-09,73
2011-10-10,68
2011-10-11,67
2011-10-12,67
2011-10-13,66
2011-10-14,71
2011-10-15,69
2011-10-16,69
2011-10-17,66
2011-10-18,67
2011-10-19,70
2011-10-20,69
2011-10-21,70
2011-10-22,77
2011-10-23,71
2011-10-24,68
2011-10-25,71
2011-10-26,65
2011-10-27,66
2011-10-28,65
2011-10-29,64
2011-10-30,60
2011-10-31,60
2011-11-01,60
2011-11-02,60
2011-11-03,60
2011-11-04,61
2011-11-05,64
2011-11-06,59
2011-11-07,59
2011-11-08,59
2011-11-09,61
2011-11-10,62
2011-11-11,61
2011-11-12,62
2011-11-13,64
2011-11-14,63
2011-11-15,64
2011-11-16,68
2011-11-17,66
2011-11-18,71
2011-11-19,77
2011-11-20,67
2011-11-21,65
2011-11-22,65
2011-11-23,62
2011-11-24,67
2011-11-25,58
2011-11-26,60
2011-11-27,58
2011-11-28,59
2011-11-29,60
2011-11-30,62
