Date,MedAssets
2007-11-22,84
2007-11-23,86
2007-11-24,88
2007-11-25,89
2007-11-26,91
2007-11-27,93
2007-11-28,94
2007-11-29,96
2007-11-30,98
2007-12-01,100
2007-12-02,99
2007-12-03,99
2007-12-04,98
2007-12-05,98
2007-12-06,98
2007-12-07,97
2007-12-08,97
2007-12-09,96
2007-12-10,96
2007-12-11,96
2007-12-12,95
2007-12-13,95
2007-12-14,94
2007-12-15,94
2007-12-16,94
2007-12-17,93
2007-12-18,93
2007-12-19,93
2007-12-20,92
2007-12-21,92
2007-12-22,91
2007-12-23,91
2007-12-24,91
2007-12-25,90
2007-12-26,90
2007-12-27,89
2007-12-28,89
2007-12-29,89
2007-12-30,88
2007-12-31,88
2008-01-01,88
2008-01-02,87
2008-01-03,87
2008-01-04,86
2008-01-05,86
2008-01-06,85
2008-01-07,85
2008-01-08,84
2008-01-09,84
2008-01-10,83
2008-01-11,83
2008-01-12,82
2008-01-13,82
2008-01-14,81
2008-01-15,81
2008-01-16,80
2008-01-17,80
2008-01-18,79
2008-01-19,79
2008-01-20,78
2008-01-21,78
2008-01-22,77
2008-01-23,77
2008-01-24,76
2008-01-25,76
2008-01-26,75
2008-01-27,75
2008-01-28,74
2008-01-29,74
2008-01-30,73
2008-01-31,73
2008-02-01,73
2008-02-02,73
2008-02-03,73
2008-02-04,73
2008-02-05,73
2008-02-06,74
2008-02-07,74
2008-02-08,74
2008-02-09,74
2008-02-10,74
2008-02-11,75
2008-02-12,75
2008-02-13,75
2008-02-14,75
2008-02-15,75
2008-02-16,76
2008-02-17,76
2008-02-18,76
2008-02-19,76
2008-02-20,76
2008-02-21,77
2008-02-22,77
2008-02-23,77
2008-02-24,77
2008-02-25,77
2008-02-26,78
2008-02-27,78
2008-02-28,78
2008-02-29,78
2008-03-01,79
2008-03-02,79
2008-03-03,79
2008-03-04,80
2008-03-05,80
2008-03-06,80
2008-03-07,81
2008-03-08,81
2008-03-09,81
2008-03-10,82
2008-03-11,82
2008-03-12,82
2008-03-13,83
2008-03-14,83
2008-03-15,83
2008-03-16,84
2008-03-17,84
2008-03-18,85
2008-03-19,85
2008-03-20,85
2008-03-21,86
2008-03-22,86
2008-03-23,86
2008-03-24,87
2008-03-25,87
2008-03-26,87
2008-03-27,88
2008-03-28,88
2008-03-29,88
2008-03-30,89
2008-03-31,89
2008-04-01,90
2008-04-02,89
2008-04-03,88
2008-04-04,88
2008-04-05,87
2008-04-06,87
2008-04-07,86
2008-04-08,86
2008-04-09,85
2008-04-10,85
2008-04-11,84
2008-04-12,84
2008-04-13,83
2008-04-14,83
2008-04-15,82
2008-04-16,82
2008-04-17,81
2008-04-18,80
2008-04-19,80
2008-04-20,79
2008-04-21,79
2008-04-22,78
2008-04-23,78
2008-04-24,77
2008-04-25,77
2008-04-26,76
2008-04-27,76
2008-04-28,75
2008-04-29,75
2008-04-30,74
2008-05-01,74
2008-05-02,73
2008-05-03,73
2008-05-04,73
2008-05-05,73
2008-05-06,73
2008-05-07,72
2008-05-08,72
2008-05-09,72
2008-05-10,72
2008-05-11,72
2008-05-12,71
2008-05-13,71
2008-05-14,71
2008-05-15,71
2008-05-16,71
2008-05-17,70
2008-05-18,70
2008-05-19,70
2008-05-20,70
2008-05-21,70
2008-05-22,69
2008-05-23,69
2008-05-24,69
2008-05-25,69
2008-05-26,69
2008-05-27,68
2008-05-28,68
2008-05-29,68
2008-05-30,68
2008-05-31,68
2008-06-01,68
2008-06-02,67
2008-06-03,67
2008-06-04,67
2008-06-05,66
2008-06-06,66
2008-06-07,66
2008-06-08,66
2008-06-09,65
2008-06-10,65
2008-06-11,65
2008-06-12,65
2008-06-13,64
2008-06-14,64
2008-06-15,64
2008-06-16,64
2008-06-17,63
2008-06-18,63
2008-06-19,63
2008-06-20,62
2008-06-21,62
2008-06-22,62
2008-06-23,62
2008-06-24,61
2008-06-25,61
2008-06-26,61
2008-06-27,61
2008-06-28,60
2008-06-29,60
2008-06-30,60
2008-07-01,60
2008-07-02,59
2008-07-03,59
2008-07-04,58
2008-07-05,58
2008-07-06,58
2008-07-07,57
2008-07-08,57
2008-07-09,57
2008-07-10,56
2008-07-11,56
2008-07-12,56
2008-07-13,55
2008-07-14,55
2008-07-15,55
2008-07-16,54
2008-07-17,54
2008-07-18,53
2008-07-19,53
2008-07-20,53
2008-07-21,52
2008-07-22,52
2008-07-23,52
2008-07-24,51
2008-07-25,51
2008-07-26,51
2008-07-27,50
2008-07-28,50
2008-07-29,50
2008-07-30,49
2008-07-31,49
2008-08-01,49
2008-08-02,48
2008-08-03,48
2008-08-04,48
2008-08-05,48
2008-08-06,48
2008-08-07,48
2008-08-08,48
2008-08-09,47
2008-08-10,47
2008-08-11,47
2008-08-12,47
2008-08-13,47
2008-08-14,47
2008-08-15,47
2008-08-16,47
2008-08-17,46
2008-08-18,46
2008-08-19,46
2008-08-20,46
2008-08-21,46
2008-08-22,46
2008-08-23,46
2008-08-24,46
2008-08-25,45
2008-08-26,45
2008-08-27,45
2008-08-28,45
2008-08-29,45
2008-08-30,45
2008-08-31,45
2008-09-01,45
2008-09-02,45
2008-09-03,46
2008-09-04,47
2008-09-05,48
2008-09-06,49
2008-09-07,49
2008-09-08,50
2008-09-09,51
2008-09-10,52
2008-09-11,53
2008-09-12,53
2008-09-13,54
2008-09-14,55
2008-09-15,56
2008-09-16,57
2008-09-17,57
2008-09-18,58
2008-09-19,59
2008-09-20,60
2008-09-21,61
2008-09-22,61
2008-09-23,62
2008-09-24,63
2008-09-25,64
2008-09-26,65
2008-09-27,65
2008-09-28,66
2008-09-29,67
2008-09-30,68
2008-10-01,69
2008-10-02,69
2008-10-03,69
2008-10-04,69
2008-10-05,69
2008-10-06,69
2008-10-07,69
2008-10-08,69
2008-10-09,69
2008-10-10,69
2008-10-11,69
2008-10-12,69
2008-10-13,69
2008-10-14,69
2008-10-15,69
2008-10-16,69
2008-10-17,70
2008-10-18,70
2008-10-19,70
2008-10-20,70
2008-10-21,70
2008-10-22,70
2008-10-23,70
2008-10-24,70
2008-10-25,70
2008-10-26,70
2008-10-27,70
2008-10-28,70
2008-10-29,70
2008-10-30,70
2008-10-31,70
2008-11-01,71
2008-11-02,70
2008-11-03,69
2008-11-04,68
2008-11-05,67
2008-11-06,67
2008-11-07,66
2008-11-08,65
2008-11-09,64
2008-11-10,63
2008-11-11,63
2008-11-12,62
2008-11-13,61
2008-11-14,60
2008-11-15,59
2008-11-16,59
2008-11-17,58
2008-11-18,57
2008-11-19,56
2008-11-20,55
2008-11-21,55
2008-11-22,54
2008-11-23,53
2008-11-24,52
2008-11-25,51
2008-11-26,51
2008-11-27,50
2008-11-28,49
2008-11-29,48
2008-11-30,47
2008-12-01,47
2008-12-02,48
2008-12-03,49
2008-12-04,50
2008-12-05,51
2008-12-06,52
2008-12-07,53
2008-12-08,54
2008-12-09,55
2008-12-10,56
2008-12-11,57
2008-12-12,58
2008-12-13,59
2008-12-14,60
2008-12-15,61
2008-12-16,62
2008-12-17,64
2008-12-18,65
2008-12-19,66
2008-12-20,67
2008-12-21,68
2008-12-22,69
2008-12-23,70
2008-12-24,71
2008-12-25,72
2008-12-26,73
2008-12-27,74
2008-12-28,75
2008-12-29,76
2008-12-30,77
2008-12-31,78
2009-01-01,80
2009-01-02,80
2009-01-03,80
2009-01-04,80
2009-01-05,81
2009-01-06,81
2009-01-07,81
2009-01-08,82
2009-01-09,82
2009-01-10,82
2009-01-11,83
2009-01-12,83
2009-01-13,83
2009-01-14,84
2009-01-15,84
2009-01-16,84
2009-01-17,85
2009-01-18,85
2009-01-19,85
2009-01-20,86
2009-01-21,86
2009-01-22,86
2009-01-23,87
2009-01-24,87
2009-01-25,87
2009-01-26,88
2009-01-27,88
2009-01-28,88
2009-01-29,89
2009-01-30,89
2009-01-31,89
