Date,Constant Contact
2007-09-01,62
2007-09-02,64
2007-09-03,61
2007-09-04,61
2007-09-05,61
2007-09-06,61
2007-09-07,66
2007-09-08,61
2007-09-09,61
2007-09-10,61
2007-09-11,63
2007-09-12,61
2007-09-13,63
2007-09-14,61
2007-09-15,66
2007-09-16,63
2007-09-17,64
2007-09-18,65
2007-09-19,67
2007-09-20,67
2007-09-21,69
2007-09-22,76
2007-09-23,70
2007-09-24,69
2007-09-25,69
2007-09-26,70
2007-09-27,70
2007-09-28,70
2007-09-29,78
2007-09-30,73
2007-10-01,75
2007-10-02,83
2007-10-03,80
2007-10-04,83
2007-10-05,87
2007-10-06,94
2007-10-07,89
2007-10-08,81
2007-10-09,79
2007-10-10,82
2007-10-11,79
2007-10-12,71
2007-10-13,70
2007-10-14,68
2007-10-15,68
2007-10-16,67
2007-10-17,68
2007-10-18,69
2007-10-19,66
2007-10-20,67
2007-10-21,65
2007-10-22,65
2007-10-23,64
2007-10-24,66
2007-10-25,63
2007-10-26,69
2007-10-27,67
2007-10-28,63
2007-10-29,63
2007-10-30,63
2007-10-31,63
2007-11-01,63
2007-11-02,69
2007-11-03,63
2007-11-04,63
2007-11-05,63
2007-11-06,64
2007-11-07,64
2007-11-08,66
2007-11-09,68
2007-11-10,71
2007-11-11,65
2007-11-12,65
2007-11-13,65
2007-11-14,65
2007-11-15,65
2007-11-16,70
2007-11-17,65
2007-11-18,63
2007-11-19,65
2007-11-20,60
2007-11-21,58
2007-11-22,62
2007-11-23,55
2007-11-24,54
2007-11-25,54
2007-11-26,55
2007-11-27,56
2007-11-28,59
2007-11-29,58
2007-11-30,66
2007-12-01,60
2007-12-02,61
2007-12-03,63
2007-12-04,65
2007-12-05,68
2007-12-06,72
2007-12-07,70
2007-12-08,72
2007-12-09,70
2007-12-10,68
2007-12-11,66
2007-12-12,65
2007-12-13,62
2007-12-14,60
2007-12-15,59
2007-12-16,59
2007-12-17,60
2007-12-18,61
2007-12-19,62
2007-12-20,62
2007-12-21,64
2007-12-22,69
2007-12-23,60
2007-12-24,57
2007-12-25,54
2007-12-26,51
2007-12-27,48
2007-12-28,45
2007-12-29,42
2007-12-30,44
2007-12-31,47
2008-01-01,49
2008-01-02,52
2008-01-03,54
2008-01-04,59
2008-01-05,66
2008-01-06,60
2008-01-07,60
2008-01-08,60
2008-01-09,61
2008-01-10,61
2008-01-11,65
2008-01-12,62
2008-01-13,61
2008-01-14,60
2008-01-15,59
2008-01-16,60
2008-01-17,59
2008-01-18,56
2008-01-19,56
2008-01-20,55
2008-01-21,56
2008-01-22,57
2008-01-23,58
2008-01-24,61
2008-01-25,60
2008-01-26,68
2008-01-27,62
2008-01-28,64
2008-01-29,65
2008-01-30,68
2008-01-31,68
2008-02-01,74
2008-02-02,76
2008-02-03,76
2008-02-04,71
2008-02-05,72
2008-02-06,71
2008-02-07,69
2008-02-08,73
2008-02-09,73
2008-02-10,67
2008-02-11,66
2008-02-12,64
2008-02-13,63
2008-02-14,66
2008-02-15,62
2008-02-16,63
2008-02-17,59
2008-02-18,60
2008-02-19,66
2008-02-20,62
2008-02-21,64
2008-02-22,65
2008-02-23,69
2008-02-24,64
2008-02-25,63
2008-02-26,62
2008-02-27,61
2008-02-28,64
2008-02-29,59
2008-03-01,63
2008-03-02,62
2008-03-03,65
2008-03-04,68
2008-03-05,72
2008-03-06,75
2008-03-07,88
2008-03-08,90
2008-03-09,82
2008-03-10,78
2008-03-11,76
2008-03-12,77
2008-03-13,72
2008-03-14,70
2008-03-15,79
2008-03-16,69
2008-03-17,69
2008-03-18,69
2008-03-19,70
2008-03-20,70
2008-03-21,73
2008-03-22,78
2008-03-23,70
2008-03-24,69
2008-03-25,69
2008-03-26,69
2008-03-27,68
2008-03-28,71
2008-03-29,70
2008-03-30,73
2008-03-31,68
2008-04-01,69
2008-04-02,74
2008-04-03,71
2008-04-04,72
2008-04-05,84
2008-04-06,72
2008-04-07,72
2008-04-08,73
2008-04-09,71
2008-04-10,72
2008-04-11,74
2008-04-12,77
2008-04-13,70
2008-04-14,69
2008-04-15,68
2008-04-16,68
2008-04-17,67
2008-04-18,69
2008-04-19,75
2008-04-20,66
2008-04-21,67
2008-04-22,68
2008-04-23,72
2008-04-24,73
2008-04-25,70
2008-04-26,80
2008-04-27,71
2008-04-28,71
2008-04-29,76
2008-04-30,72
2008-05-01,73
2008-05-02,76
2008-05-03,82
2008-05-04,74
2008-05-05,74
2008-05-06,76
2008-05-07,74
2008-05-08,75
2008-05-09,78
2008-05-10,82
2008-05-11,73
2008-05-12,72
2008-05-13,71
2008-05-14,69
2008-05-15,71
2008-05-16,68
2008-05-17,71
2008-05-18,67
2008-05-19,68
2008-05-20,69
2008-05-21,70
2008-05-22,72
2008-05-23,76
2008-05-24,73
2008-05-25,70
2008-05-26,68
2008-05-27,66
2008-05-28,64
2008-05-29,65
2008-05-30,64
2008-05-31,61
2008-06-01,58
2008-06-02,59
2008-06-03,60
2008-06-04,61
2008-06-05,62
2008-06-06,64
2008-06-07,64
2008-06-08,65
2008-06-09,67
2008-06-10,69
2008-06-11,76
2008-06-12,73
2008-06-13,78
2008-06-14,77
2008-06-15,75
2008-06-16,73
2008-06-17,72
2008-06-18,69
2008-06-19,68
2008-06-20,67
2008-06-21,63
2008-06-22,63
2008-06-23,64
2008-06-24,65
2008-06-25,66
2008-06-26,69
2008-06-27,68
2008-06-28,74
2008-06-29,70
2008-06-30,67
2008-07-01,66
2008-07-02,68
2008-07-03,68
2008-07-04,68
2008-07-05,65
2008-07-06,64
2008-07-07,64
2008-07-08,64
2008-07-09,64
2008-07-10,69
2008-07-11,64
2008-07-12,71
2008-07-13,65
2008-07-14,65
2008-07-15,66
2008-07-16,67
2008-07-17,67
2008-07-18,72
2008-07-19,76
2008-07-20,69
2008-07-21,70
2008-07-22,72
2008-07-23,79
2008-07-24,75
2008-07-25,78
2008-07-26,79
2008-07-27,87
2008-07-28,76
2008-07-29,75
2008-07-30,75
2008-07-31,74
2008-08-01,73
2008-08-02,81
2008-08-03,77
2008-08-04,72
2008-08-05,71
2008-08-06,73
2008-08-07,70
2008-08-08,75
2008-08-09,76
2008-08-10,71
2008-08-11,70
2008-08-12,70
2008-08-13,76
2008-08-14,73
2008-08-15,71
2008-08-16,77
2008-08-17,73
2008-08-18,72
2008-08-19,75
2008-08-20,72
2008-08-21,76
2008-08-22,72
2008-08-23,80
2008-08-24,73
2008-08-25,70
2008-08-26,68
2008-08-27,67
2008-08-28,65
2008-08-29,69
2008-08-30,70
2008-08-31,65
2008-09-01,67
2008-09-02,70
2008-09-03,72
2008-09-04,75
2008-09-05,79
2008-09-06,91
2008-09-07,80
2008-09-08,80
2008-09-09,81
2008-09-10,83
2008-09-11,85
2008-09-12,82
2008-09-13,92
2008-09-14,87
2008-09-15,83
2008-09-16,85
2008-09-17,84
2008-09-18,83
2008-09-19,86
2008-09-20,94
2008-09-21,86
2008-09-22,83
2008-09-23,83
2008-09-24,89
2008-09-25,83
2008-09-26,88
2008-09-27,93
2008-09-28,85
2008-09-29,87
2008-09-30,89
2008-10-01,91
2008-10-02,93
2008-10-03,97
2008-10-04,105
2008-10-05,109
2008-10-06,97
2008-10-07,99
2008-10-08,98
2008-10-09,103
2008-10-10,101
2008-10-11,110
2008-10-12,97
2008-10-13,93
2008-10-14,95
2008-10-15,88
2008-10-16,86
2008-10-17,83
2008-10-18,90
2008-10-19,80
2008-10-20,79
2008-10-21,82
2008-10-22,77
2008-10-23,76
2008-10-24,75
2008-10-25,84
2008-10-26,76
2008-10-27,78
2008-10-28,82
2008-10-29,85
2008-10-30,86
2008-10-31,92
2008-11-01,98
2008-11-02,93
2008-11-03,91
2008-11-04,100
2008-11-05,91
2008-11-06,91
2008-11-07,96
2008-11-08,99
2008-11-09,95
2008-11-10,89
2008-11-11,87
2008-11-12,92
2008-11-13,84
2008-11-14,91
2008-11-15,89
2008-11-16,86
2008-11-17,85
2008-11-18,91
2008-11-19,90
2008-11-20,91
2008-11-21,98
2008-11-22,103
2008-11-23,97
2008-11-24,89
2008-11-25,87
2008-11-26,83
2008-11-27,92
2008-11-28,77
2008-11-29,80
2008-11-30,82
2008-12-01,80
2008-12-02,84
2008-12-03,85
2008-12-04,91
2008-12-05,91
2008-12-06,107
2008-12-07,97
2008-12-08,95
2008-12-09,96
2008-12-10,97
2008-12-11,100
2008-12-12,102
2008-12-13,113
2008-12-14,100
2008-12-15,94
2008-12-16,96
2008-12-17,88
2008-12-18,89
2008-12-19,85
2008-12-20,91
2008-12-21,76
2008-12-22,72
2008-12-23,68
2008-12-24,74
2008-12-25,60
2008-12-26,56
2008-12-27,57
2008-12-28,53
2008-12-29,53
2008-12-30,53
2008-12-31,54
