Date,HomeAway
2012-08-14,49
2012-08-15,51
2012-08-16,52
2012-08-17,54
2012-08-18,56
2012-08-19,58
2012-08-20,60
2012-08-21,62
2012-08-22,64
2012-08-23,66
2012-08-24,68
2012-08-25,70
2012-08-26,67
