Date,OpenTable
2009-07-07,31
2009-07-08,32
2009-07-09,34
2009-07-10,35
2009-07-11,37
2009-07-12,38
2009-07-13,40
2009-07-14,42
2009-07-15,43
2009-07-16,45
2009-07-17,47
2009-07-18,49
2009-07-19,47
2009-07-20,45
2009-07-21,43
2009-07-22,42
2009-07-23,40
2009-07-24,38
2009-07-25,37
2009-07-26,36
2009-07-27,35
2009-07-28,35
2009-07-29,34
2009-07-30,33
2009-07-31,33
2009-08-01,32
2009-08-02,32
2009-08-03,32
2009-08-04,33
2009-08-05,33
2009-08-06,34
2009-08-07,34
2009-08-08,35
2009-08-09,37
2009-08-10,39
2009-08-11,41
2009-08-12,43
2009-08-13,45
2009-08-14,47
2009-08-15,49
2009-08-16,46
2009-08-17,42
2009-08-18,39
2009-08-19,36
2009-08-20,33
2009-08-21,30
2009-08-22,27
2009-08-23,29
2009-08-24,33
2009-08-25,36
2009-08-26,39
2009-08-27,42
2009-08-28,45
2009-08-29,48
2009-08-30,46
2009-08-31,43
2009-09-01,41
2009-09-02,39
2009-09-03,37
2009-09-04,35
2009-09-05,34
2009-09-06,34
2009-09-07,34
2009-09-08,34
2009-09-09,34
2009-09-10,34
2009-09-11,34
2009-09-12,34
2009-09-13,34
2009-09-14,35
2009-09-15,36
2009-09-16,37
2009-09-17,38
2009-09-18,39
2009-09-19,40
2009-09-20,42
2009-09-21,44
2009-09-22,46
2009-09-23,48
2009-09-24,50
2009-09-25,53
2009-09-26,55
2009-09-27,53
2009-10-04,44
2009-10-05,44
2009-10-06,44
2009-10-07,44
2009-10-08,44
2009-10-09,44
2009-10-10,44
2009-10-11,44
2009-10-12,44
2009-10-13,44
2009-10-14,44
2009-10-15,44
2009-10-16,44
2009-10-17,44
2009-10-18,42
2009-10-19,39
2009-10-20,37
2009-10-21,34
2009-10-22,32
2009-10-23,30
2009-10-24,28
2009-10-25,28
2009-10-26,29
2009-10-27,29
2009-10-28,30
2009-10-29,30
2009-10-30,31
2009-10-31,32
2009-11-01,33
2009-11-02,34
2009-11-03,35
2009-11-04,36
2009-11-05,37
2009-11-06,38
2009-11-07,40
2009-11-08,39
2009-11-09,39
2009-11-10,39
2009-11-11,39
2009-11-12,39
2009-11-13,39
2009-11-14,39
2009-11-15,37
2009-11-16,36
2009-11-17,34
2009-11-18,33
2009-11-19,31
2009-11-20,30
2009-11-21,29
2009-11-22,29
2009-11-23,29
2009-11-24,29
2009-11-25,29
2009-11-26,29
2009-11-27,29
2009-11-28,30
2009-11-29,31
2009-11-30,32
2009-12-01,33
2009-12-02,35
2009-12-03,36
2009-12-04,37
2009-12-05,39
2009-12-06,40
2009-12-07,41
2009-12-08,42
2009-12-09,44
2009-12-10,45
2009-12-11,46
2009-12-12,48
2009-12-13,47
2009-12-14,46
2009-12-15,45
2009-12-16,44
2009-12-17,43
2009-12-18,43
2009-12-19,42
2009-12-20,41
2009-12-21,39
2009-12-22,38
2009-12-23,37
2009-12-24,36
2009-12-25,35
2009-12-26,34
2009-12-27,34
2010-01-03,36
2010-01-04,38
2010-01-05,40
2010-01-06,42
2010-01-07,44
2010-01-08,47
2010-01-09,49
2010-01-10,47
2010-01-11,46
2010-01-12,44
2010-01-13,43
2010-01-14,41
2010-01-15,40
2010-01-16,39
2010-01-17,39
2010-01-18,39
2010-01-19,39
2010-01-20,40
2010-01-21,40
2010-01-22,40
2010-01-23,41
2010-01-24,42
2010-01-25,43
2010-01-26,45
2010-01-27,46
2010-01-28,48
2010-01-29,49
2010-01-30,51
2010-01-31,51
2010-02-01,52
2010-02-02,53
2010-02-03,53
2010-02-04,54
2010-02-05,55
2010-02-06,56
2010-02-07,56
2010-02-08,58
2010-02-09,59
2010-02-10,59
2010-02-11,60
2010-02-12,61
2010-02-13,62
2010-02-14,59
2010-02-15,54
2010-02-16,51
2010-02-17,48
2010-02-18,45
2010-02-19,42
2010-02-20,39
2010-02-21,40
2010-02-22,42
2010-02-23,44
2010-02-24,46
2010-02-25,47
2010-02-26,49
2010-02-27,51
2010-02-28,46
2010-03-01,41
2010-03-02,37
2010-03-03,32
2010-03-04,28
2010-03-05,23
2010-03-06,19
2010-03-07,26
2010-03-08,33
2010-03-09,40
2010-03-10,47
2010-03-11,54
2010-03-12,61
2010-03-13,68
2010-03-14,65
2010-03-15,62
2010-03-16,59
2010-03-17,56
2010-03-18,53
2010-03-19,50
2010-03-20,47
2010-03-21,46
2010-03-22,45
2010-03-23,45
2010-03-24,44
2010-03-25,43
2010-03-26,42
2010-03-27,42
2010-03-28,40
2010-04-04,29
2010-04-05,31
2010-04-06,32
2010-04-07,33
2010-04-08,35
2010-04-09,36
2010-04-10,38
2010-04-11,38
2010-04-12,38
2010-04-13,39
2010-04-14,39
2010-04-15,40
2010-04-16,40
2010-04-17,41
2010-04-18,41
2010-04-19,43
2010-04-20,43
2010-04-21,44
2010-04-22,45
2010-04-23,46
2010-04-24,47
2010-04-25,47
2010-04-26,46
2010-04-27,45
2010-04-28,45
2010-04-29,44
2010-04-30,44
2010-05-01,44
2010-05-02,46
2010-05-03,49
2010-05-04,51
2010-05-05,54
2010-05-06,56
2010-05-07,59
2010-05-08,62
2010-05-09,58
2010-05-10,54
2010-05-11,51
2010-05-12,48
2010-05-13,45
2010-05-14,42
2010-05-15,39
2010-05-16,40
2010-05-17,41
2010-05-18,43
2010-05-19,44
2010-05-20,45
2010-05-21,47
2010-05-22,48
2010-05-23,46
2010-05-24,44
2010-05-25,43
2010-05-26,41
2010-05-27,40
2010-05-28,38
2010-05-29,37
2010-05-30,38
2010-05-31,40
2010-06-01,42
2010-06-02,44
2010-06-03,46
2010-06-04,48
2010-06-05,50
2010-06-06,49
2010-06-07,49
2010-06-08,49
2010-06-09,49
2010-06-10,49
2010-06-11,49
2010-06-12,49
2010-06-13,47
2010-06-14,46
2010-06-15,45
2010-06-16,43
2010-06-17,42
2010-06-18,40
2010-06-19,39
2010-06-20,39
2010-06-21,39
2010-06-22,40
2010-06-23,40
2010-06-24,40
2010-06-25,40
2010-06-26,41
2010-06-27,39
