Date,Gulfstream
2007-12-25,37
2007-12-26,34
2007-12-27,33
2007-12-28,30
2007-12-29,29
2007-12-30,30
2007-12-31,32
2008-01-01,34
2008-01-02,38
2008-01-03,38
2008-01-04,41
2008-01-05,43
2008-01-06,41
2008-01-07,40
2008-01-08,42
2008-01-09,38
2008-01-10,37
2008-01-11,36
2008-01-12,37
2008-01-13,36
2008-01-14,38
2008-01-15,38
2008-01-16,39
2008-01-17,41
2008-01-18,41
2008-01-19,43
2008-01-20,45
2008-01-21,45
2008-01-22,46
2008-01-23,47
2008-01-24,48
2008-01-25,50
2008-01-26,50
2008-01-27,49
2008-01-28,51
2008-01-29,49
2008-01-30,49
2008-01-31,48
2008-02-01,48
2008-02-02,52
2008-02-03,47
2008-02-04,48
2008-02-05,45
2008-02-06,45
2008-02-07,44
2008-02-08,44
2008-02-09,44
2008-02-10,44
2008-02-11,43
2008-02-12,46
2008-02-13,43
2008-02-14,43
2008-02-15,43
2008-02-16,46
2008-02-17,43
2008-02-18,42
2008-02-19,43
2008-02-20,41
2008-02-21,41
2008-02-22,41
2008-02-23,39
2008-02-24,40
2008-02-25,40
2008-02-26,42
2008-02-27,41
2008-02-28,43
2008-02-29,43
2008-03-01,43
2008-03-02,42
2008-03-03,41
2008-03-04,42
2008-03-05,42
2008-03-06,40
2008-03-07,39
2008-03-08,39
2008-03-09,47
2008-03-10,59
2008-03-11,65
2008-03-12,73
2008-03-13,82
2008-03-14,91
2008-03-15,114
2008-03-16,97
2008-03-17,89
2008-03-18,87
2008-03-19,78
2008-03-20,74
2008-03-21,74
2008-03-22,63
2008-03-23,62
2008-03-24,62
2008-03-25,55
2008-03-26,53
2008-03-27,51
2008-03-28,49
2008-03-29,45
2008-03-30,44
2008-03-31,44
2008-04-01,44
2008-04-02,45
2008-04-03,43
2008-04-04,45
2008-04-05,43
2008-04-06,45
2008-04-07,43
2008-04-08,44
2008-04-09,44
2008-04-10,45
2008-04-11,47
2008-04-12,48
2008-04-13,46
2008-04-14,45
2008-04-15,45
2008-04-16,47
2008-04-17,45
2008-04-18,45
2008-04-19,45
2008-04-20,45
2008-04-21,47
2008-04-22,47
2008-04-23,47
2008-04-24,48
2008-04-25,50
2008-04-26,52
2008-04-27,49
2008-04-28,49
2008-04-29,49
2008-04-30,50
2008-05-01,48
2008-05-02,48
2008-05-03,54
2008-05-04,47
2008-05-05,46
2008-05-06,45
2008-05-07,44
2008-05-08,43
2008-05-09,44
2008-05-10,42
2008-05-11,42
2008-05-12,44
2008-05-13,43
2008-05-14,43
2008-05-15,45
2008-05-16,44
2008-05-17,46
2008-05-18,44
2008-05-19,43
2008-05-20,43
2008-05-21,43
2008-05-22,43
2008-05-23,41
2008-05-24,41
2008-05-25,40
2008-05-26,43
2008-05-27,40
2008-05-28,41
2008-05-29,39
2008-05-30,39
2008-05-31,41
2008-06-01,39
2008-06-02,39
2008-06-03,42
2008-06-04,40
2008-06-05,42
2008-06-06,40
2008-06-07,41
2008-06-08,41
2008-06-09,42
2008-06-10,41
2008-06-11,41
2008-06-12,43
2008-06-13,41
2008-06-14,45
2008-06-15,42
2008-06-16,44
2008-06-17,44
2008-06-18,44
2008-06-19,47
2008-06-20,45
2008-06-21,47
2008-06-22,45
2008-06-23,45
2008-06-24,45
2008-06-25,45
2008-06-26,50
2008-06-27,45
2008-06-28,46
2008-06-29,45
2008-06-30,46
2008-07-01,47
2008-07-02,47
2008-07-03,52
2008-07-04,55
2008-07-05,50
2008-07-06,52
2008-07-07,49
2008-07-08,51
2008-07-09,48
2008-07-10,48
2008-07-11,48
2008-07-12,51
2008-07-13,50
2008-07-14,46
2008-07-15,47
2008-07-16,45
2008-07-17,46
2008-07-18,47
2008-07-19,43
2008-07-20,42
2008-07-21,44
2008-07-22,45
2008-07-23,42
2008-07-24,42
2008-07-25,42
2008-07-26,44
2008-07-27,42
2008-07-28,45
2008-07-29,42
2008-07-30,43
2008-07-31,42
2008-08-01,42
2008-08-02,43
2008-08-03,42
2008-08-04,42
2008-08-05,43
2008-08-06,42
2008-08-07,42
2008-08-08,42
2008-08-09,43
2008-08-10,43
2008-08-11,40
2008-08-12,40
2008-08-13,39
2008-08-14,39
2008-08-15,38
2008-08-16,40
2008-08-17,39
2008-08-18,40
2008-08-19,41
2008-08-20,42
2008-08-21,45
2008-08-22,44
2008-08-23,46
2008-08-24,45
2008-08-25,44
2008-08-26,44
2008-08-27,43
2008-08-28,46
2008-08-29,42
2008-08-30,44
2008-08-31,43
2008-09-01,40
2008-09-02,39
2008-09-03,40
2008-09-04,38
2008-09-05,38
2008-09-06,37
2008-09-07,38
2008-09-08,37
2008-09-09,37
2008-09-10,39
2008-09-11,37
2008-09-12,39
2008-09-13,38
2008-09-14,39
2008-09-15,40
2008-09-16,41
2008-09-17,42
2008-09-18,45
2008-09-19,44
2008-09-20,45
2008-09-21,47
2008-09-22,42
2008-09-23,42
2008-09-24,40
2008-09-25,39
2008-09-26,39
2008-09-27,37
2008-09-28,37
2008-09-29,36
2008-09-30,35
2008-10-01,35
2008-10-02,34
2008-10-03,34
2008-10-04,35
2008-10-05,35
2008-10-06,36
2008-10-07,38
2008-10-08,38
2008-10-09,41
2008-10-10,40
2008-10-11,44
2008-10-12,42
2008-10-13,40
2008-10-14,39
2008-10-15,41
2008-10-16,38
2008-10-17,39
2008-10-18,37
2008-10-19,38
2008-10-20,37
2008-10-21,37
2008-10-22,37
2008-10-23,37
2008-10-24,39
2008-10-25,37
2008-10-26,41
2008-10-27,38
2008-10-28,40
2008-10-29,39
2008-10-30,40
2008-10-31,40
2008-11-01,43
2008-11-02,40
2008-11-03,39
2008-11-04,41
2008-11-05,39
2008-11-06,39
2008-11-07,37
2008-11-08,37
2008-11-09,41
2008-11-10,37
2008-11-11,39
2008-11-12,39
2008-11-13,38
2008-11-14,39
2008-11-15,42
2008-11-16,40
2008-11-17,41
2008-11-18,44
2008-11-19,43
2008-11-20,44
2008-11-21,45
2008-11-22,50
2008-11-23,46
2008-11-24,44
2008-11-25,47
2008-11-26,42
2008-11-27,42
2008-11-28,40
2008-11-29,41
2008-11-30,39
2008-12-01,39
2008-12-02,39
2008-12-03,40
2008-12-04,41
2008-12-05,41
2008-12-06,42
2008-12-07,40
2008-12-08,40
2008-12-09,40
2008-12-10,41
2008-12-11,40
2008-12-12,38
2008-12-13,39
2008-12-14,37
2008-12-15,36
2008-12-16,35
2008-12-17,34
2008-12-18,34
2008-12-19,32
2008-12-20,35
2008-12-21,32
2008-12-22,34
2008-12-23,43
2008-12-24,38
2008-12-25,40
2008-12-26,43
2008-12-27,44
2008-12-28,44
2008-12-29,40
2008-12-30,38
2008-12-31,36
