Date,Groupon
2012-05-17,60
2012-05-18,60
2012-05-19,63
2012-05-20,60
2012-05-21,60
2012-05-22,60
2012-05-23,60
2012-05-24,59
2012-05-25,60
2012-05-26,62
2012-05-27,59
2012-05-28,59
2012-05-29,59
2012-05-30,61
2012-05-31,60
2012-06-01,60
2012-06-02,64
2012-06-03,60
2012-06-04,59
2012-06-05,59
2012-06-06,58
2012-06-07,58
2012-06-08,56
2012-06-09,57
2012-06-10,56
2012-06-11,56
2012-06-12,56
2012-06-13,56
2012-06-14,56
2012-06-15,57
2012-06-16,59
2012-06-17,57
2012-06-18,57
2012-06-19,57
2012-06-20,57
2012-06-21,58
2012-06-22,58
2012-06-23,60
2012-06-24,58
2012-06-25,58
2012-06-26,59
2012-06-27,59
2012-06-28,60
2012-06-29,61
2012-06-30,63
2012-07-01,61
2012-07-02,60
2012-07-03,60
2012-07-04,61
2012-07-05,60
2012-07-06,62
2012-07-07,62
2012-07-08,60
2012-07-09,60
2012-07-10,60
2012-07-11,60
2012-07-12,61
2012-07-13,60
2012-07-14,61
2012-07-15,60
2012-07-16,59
2012-07-17,61
2012-07-18,59
2012-07-19,59
2012-07-20,59
2012-07-21,60
2012-07-22,59
2012-07-23,59
2012-07-24,60
2012-07-25,60
2012-07-26,61
2012-07-27,61
2012-07-28,63
2012-07-29,60
2012-07-30,60
2012-07-31,60
2012-08-01,60
2012-08-02,60
2012-08-03,61
2012-08-04,62
2012-08-05,59
2012-08-06,59
2012-08-07,59
2012-08-08,58
2012-08-09,57
2012-08-10,59
2012-08-11,57
2012-08-12,57
2012-08-13,58
2012-08-14,59
2012-08-15,63
2012-08-16,61
2012-08-17,62
2012-08-18,65
2012-08-19,62
2012-08-20,62
2012-08-21,62
2012-08-22,61
2012-08-23,61
2012-08-24,61
2012-08-25,62
2012-08-26,59
2012-08-27,59
2012-08-28,59
2012-08-29,59
2012-08-30,58
2012-08-31,59
2012-09-01,58
2012-09-02,58
2012-09-03,58
2012-09-04,58
2012-09-05,58
2012-09-06,61
2012-09-07,59
2012-09-08,62
2012-09-09,58
2012-09-10,58
2012-09-11,59
2012-09-12,57
2012-09-13,59
2012-09-14,58
2012-09-15,57
2012-09-16,58
2012-09-17,57
2012-09-18,59
2012-09-19,58
2012-09-20,59
2012-09-21,60
2012-09-22,64
2012-09-23,60
2012-09-24,60
2012-09-25,62
2012-09-26,60
2012-09-27,60
2012-09-28,62
2012-09-29,61
2012-09-30,62
2012-10-01,61
2012-10-02,61
2012-10-03,62
2012-10-04,61
2012-10-05,62
2012-10-06,63
2012-10-07,62
2012-10-08,61
2012-10-09,61
2012-10-10,61
2012-10-11,60
2012-10-12,61
2012-10-13,61
2012-10-14,60
2012-10-15,60
2012-10-16,60
2012-10-17,60
2012-10-18,60
2012-10-19,61
2012-10-20,61
2012-10-21,60
2012-10-22,60
2012-10-23,60
2012-10-24,61
2012-10-25,62
2012-10-26,62
2012-10-27,64
2012-10-28,61
2012-10-29,61
2012-10-30,62
2012-10-31,61
2012-11-01,61
2012-11-02,62
2012-11-03,63
2012-11-04,62
2012-11-05,63
2012-11-06,65
2012-11-07,66
2012-11-08,67
2012-11-09,69
2012-11-10,73
2012-11-11,69
2012-11-12,68
2012-11-13,67
2012-11-14,67
2012-11-15,67
2012-11-16,65
2012-11-17,67
2012-11-18,64
2012-11-19,65
2012-11-20,69
2012-11-21,67
2012-11-22,69
2012-11-23,68
2012-11-24,71
2012-11-25,68
2012-11-26,68
2012-11-27,68
2012-11-28,68
2012-11-29,67
2012-11-30,68
