Date,Norwegian Cruise Line Holdings
2011-10-09,74
2011-10-10,70
2011-10-11,67
2011-10-12,64
2011-10-13,61
2011-10-14,58
2011-10-15,56
2011-10-16,57
2011-10-17,58
2011-10-18,60
2011-10-19,61
2011-10-20,63
2011-10-21,64
2011-10-22,66
2011-10-23,63
2011-10-24,60
2011-10-25,57
2011-10-26,55
2011-10-27,52
2011-10-28,49
2011-10-29,47
2011-10-30,48
2011-10-31,49
2011-11-01,50
2011-11-02,51
2011-11-03,52
2011-11-04,53
2011-11-05,55
2011-11-06,55
2011-11-07,56
2011-11-08,56
2011-11-09,57
2011-11-10,57
2011-11-11,58
2011-11-12,59
2011-11-13,60
2011-11-14,62
2011-11-15,64
2011-11-16,65
2011-11-17,67
2011-11-18,68
2011-11-19,70
2011-11-20,67
2011-11-21,65
2011-11-22,62
2011-11-23,59
2011-11-24,57
2011-11-25,54
2011-11-26,52
2011-11-27,52
2011-11-28,51
2011-11-29,51
2011-11-30,51
2011-12-01,51
2011-12-02,51
2011-12-03,51
2011-12-04,52
2011-12-05,53
2011-12-06,54
2011-12-07,55
2011-12-08,56
2011-12-09,57
2011-12-10,58
2011-12-11,55
2011-12-12,52
2011-12-13,49
2011-12-14,46
2011-12-15,43
2011-12-16,40
2011-12-17,38
2011-12-18,39
2011-12-19,41
2011-12-20,42
2011-12-21,44
2011-12-22,45
2011-12-23,47
2011-12-24,49
2011-12-25,48
2012-01-01,46
2012-01-02,48
2012-01-03,51
2012-01-04,53
2012-01-05,56
2012-01-06,58
2012-01-07,61
2012-01-08,62
2012-01-09,64
2012-01-10,66
2012-01-11,67
2012-01-12,69
2012-01-13,71
2012-01-14,73
2012-01-15,72
2012-01-16,73
2012-01-17,71
2012-01-18,70
2012-01-19,70
2012-01-20,69
2012-01-21,69
2012-01-22,70
2012-01-23,72
2012-01-24,73
2012-01-25,75
2012-01-26,77
2012-01-27,78
2012-01-28,80
2012-01-29,77
2012-01-30,74
2012-01-31,75
2012-02-01,69
2012-02-02,67
2012-02-03,64
2012-02-04,62
2012-02-05,63
2012-02-06,64
2012-02-07,66
2012-02-08,67
2012-02-09,69
2012-02-10,70
2012-02-11,72
2012-02-12,70
2012-02-13,68
2012-02-14,67
2012-02-15,65
2012-02-16,64
2012-02-17,62
2012-02-18,61
2012-02-19,61
2012-02-20,62
2012-02-21,63
2012-02-22,64
2012-02-23,65
2012-02-24,66
2012-02-25,67
2012-02-26,66
2012-02-27,66
2012-02-28,66
2012-02-29,65
2012-03-01,66
2012-03-02,65
2012-03-03,65
2012-03-04,65
2012-03-05,66
2012-03-06,67
2012-03-07,67
2012-03-08,68
2012-03-09,69
2012-03-10,70
2012-03-11,69
2012-03-12,68
2012-03-13,67
2012-03-14,66
2012-03-15,66
2012-03-16,64
2012-03-17,63
2012-03-18,63
2012-03-19,64
2012-03-20,65
2012-03-21,65
2012-03-22,66
2012-03-23,67
2012-03-24,68
2012-03-25,67
2012-03-26,67
2012-03-27,67
2012-03-28,66
2012-03-29,65
2012-03-30,65
2012-03-31,65
2012-04-01,63
2012-04-02,61
2012-04-03,59
2012-04-04,57
2012-04-05,55
2012-04-06,53
2012-04-07,51
2012-04-08,53
2012-04-09,55
2012-04-10,57
2012-04-11,59
2012-04-12,61
2012-04-13,63
2012-04-14,66
2012-04-15,67
2012-04-16,68
2012-04-17,69
2012-04-18,70
2012-04-19,71
2012-04-20,72
2012-04-21,74
2012-04-22,75
2012-04-23,77
2012-04-24,78
2012-04-25,79
2012-04-26,81
2012-04-27,82
2012-04-28,84
2012-04-29,80
2012-04-30,76
2012-05-01,73
2012-05-02,69
2012-05-03,66
2012-05-04,63
2012-05-05,60
2012-05-06,59
2012-05-07,59
2012-05-08,58
2012-05-09,57
2012-05-10,57
2012-05-11,56
2012-05-12,56
2012-05-13,56
2012-05-14,55
2012-05-15,55
2012-05-16,55
2012-05-17,55
2012-05-18,55
2012-05-19,55
2012-05-20,55
2012-05-21,56
2012-05-22,57
2012-05-23,58
2012-05-24,59
2012-05-25,60
2012-05-26,61
2012-05-27,61
2012-05-28,61
2012-05-29,62
2012-05-30,62
2012-05-31,63
2012-06-01,63
2012-06-02,64
2012-06-03,62
2012-06-04,60
2012-06-05,58
2012-06-06,56
2012-06-07,54
2012-06-08,53
2012-06-09,51
2012-06-10,53
2012-06-11,56
2012-06-12,59
2012-06-13,61
2012-06-14,64
2012-06-15,67
2012-06-16,70
2012-06-17,69
2012-06-18,69
2012-06-19,69
2012-06-20,68
2012-06-21,68
2012-06-22,68
2012-06-23,68
2012-06-24,69
2012-07-01,79
2012-07-02,77
2012-07-03,75
2012-07-04,73
2012-07-05,71
2012-07-06,69
2012-07-07,67
2012-07-08,66
2012-07-09,66
2012-07-10,65
2012-07-11,69
2012-07-12,64
2012-07-13,64
2012-07-14,64
2012-07-15,64
2012-07-16,64
2012-07-17,65
2012-07-18,65
2012-07-19,66
2012-07-20,66
2012-07-21,67
2012-07-22,66
2012-07-23,65
2012-07-24,64
2012-07-25,64
2012-07-26,63
2012-07-27,62
2012-07-28,62
2012-07-29,62
2012-07-30,62
2012-07-31,63
2012-08-01,63
2012-08-02,64
2012-08-03,66
2012-08-04,65
2012-08-05,64
2012-08-06,64
2012-08-07,64
2012-08-08,65
2012-08-09,63
2012-08-10,63
2012-08-11,63
2012-08-12,61
2012-08-13,60
2012-08-14,59
2012-08-15,57
2012-08-16,58
2012-08-17,55
2012-08-18,54
2012-08-19,54
2012-08-20,55
2012-08-21,56
2012-08-22,56
2012-08-23,57
2012-08-24,59
2012-08-25,59
2012-08-26,59
2012-08-27,59
2012-08-28,59
2012-08-29,60
2012-08-30,60
2012-08-31,60
2012-09-01,61
2012-09-02,61
2012-09-03,61
2012-09-04,61
2012-09-05,61
2012-09-06,62
2012-09-07,61
2012-09-08,62
2012-09-09,61
2012-09-10,60
2012-09-11,59
2012-09-12,58
2012-09-13,57
2012-09-14,56
2012-09-15,55
2012-09-16,54
2012-09-17,55
2012-09-18,52
2012-09-19,51
2012-09-20,50
2012-09-21,49
2012-09-22,49
2012-09-23,49
2012-09-24,50
2012-09-25,51
2012-09-26,51
2012-09-27,52
2012-09-28,53
2012-09-29,54
2012-09-30,54
2012-10-01,55
2012-10-02,56
2012-10-03,56
2012-10-04,56
2012-10-05,57
2012-10-06,58
2012-10-07,59
2012-10-08,61
2012-10-09,68
2012-10-10,68
2012-10-11,66
2012-10-12,68
2012-10-13,70
2012-10-14,71
2012-10-15,72
2012-10-16,74
2012-10-17,75
2012-10-18,77
2012-10-19,79
2012-10-20,80
2012-10-21,79
2012-10-22,78
2012-10-23,77
2012-10-24,77
2012-10-25,76
2012-10-26,75
2012-10-27,76
2012-10-28,72
2012-10-29,69
2012-10-30,66
2012-10-31,63
2012-11-01,60
2012-11-02,57
2012-11-03,55
2012-11-04,56
2012-11-05,58
2012-11-06,61
2012-11-07,61
2012-11-08,62
2012-11-09,67
2012-11-10,66
2012-11-11,65
2012-11-12,64
2012-11-13,63
2012-11-14,62
2012-11-15,61
2012-11-16,60
2012-11-17,60
2012-11-18,57
2012-11-19,55
2012-11-20,54
2012-11-21,52
2012-11-22,51
2012-11-23,49
2012-11-24,48
2012-11-25,50
2012-11-26,52
2012-11-27,54
2012-11-28,56
2012-11-29,58
2012-11-30,65
2012-12-01,63
2012-12-02,62
2012-12-03,62
2012-12-04,62
2012-12-05,64
2012-12-06,62
2012-12-07,62
2012-12-08,62
2012-12-09,61
2012-12-10,61
2012-12-11,61
2012-12-12,60
2012-12-13,60
2012-12-14,60
2012-12-15,60
2012-12-16,60
2012-12-17,61
2012-12-18,62
2012-12-19,63
2012-12-20,64
2012-12-21,65
2012-12-22,66
2012-12-23,61
2012-12-24,57
2012-12-25,52
2012-12-26,48
2012-12-27,43
2012-12-28,39
2012-12-29,35
2012-12-30,37
2012-12-31,39
